text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
egw`,	егѡ̀,	ego	toi	Pp3msg		5	13	12	nmod	poss													
																							
tovà	товà	tova	tova	Pd-nsn		6	1	3	nsubj				this leads us (?) to the good										
námъ	нáмъ	namъ	nie	Pp1-pd		6	2	3	obl	iobj													
zavè	завѐ	zave	zaveždam	Vmip3se		6	3	0	root														
dobrò	добро̀	dobro	dobъr	Ansnn		6	4	3	obj														
																							
i	и	i	i	C		7	1	2	cc				and it is helpful										
polézno	поле́зно	polezno	polezen	Ansnn		7	2	0	root														
est.	ест.	est	sъm	Vmip3si		7	3	2	cop														
																							
Poné-že	Поне́-же	Poneže	poneže	C		8	1	11	cc				because the remembrance of divine miracles and the praise of His saints gives us much comfort	1									
pomęnúvanïe	помѧнꙋ́ванïе	pomęnuvanie	poměnuvanie	Nnsnn		8	2	11	nsubj														
Bžïe	Бжïе	Bžie	božii	Anpnn		8	3	4	amod	poss													
Čudesà,	Чꙋдесà,	Čudesa	čudo	Nnpnn		8	4	2	nmod														
i	и	i	i	C		8	5	6	cc														
po_Xvalénïe	по_Хвале́нïе	poXvalenie	poxvalenie	Nnsnn		8	6	2	conj														
stýxъ	сты́хъ	stixъ	svęt	Ampgn		8	7	6	nmod														
egw`,	егѡ̀,	ego	toi	Pp3msg		8	8	7	nmod	poss													
mnógo	мно́го	mnogo	mnogo	R		8	9	10	amod														
ou-těšénïe	оу-тѣше́нïе	utěšenie	utěšenie	Nnsnn		8	10	11	obj					1									
podáva	подáва	podava	podavam	Vmip3si		8	11	0	root														
námъ,	нáмъ,	namъ	nie	Pp1-pd		8	12	11	obl	iobj													
																							
kakvótъ	какво́тъ	kakvotъ	kakvoto	Pr		9	1	4	advmod				as the Prophet David says:										
Prorókъ	Проро́къ	Prorokъ	prorok	Nmsny		9	2	4	nsubj														
Dvdъ	Двдъ	Dvdъ	David	Nmsny		9	3	2	appos														
dúma:	дꙋ́ма:	duma	dumam	Vmip3si		9	4	0	root														
																							
Pomęnúxъ	Помѧнꙋ́хъ	Pomęnuxъ	poměnuja	Vmia1se		10	1	0	root				ʺI remember, Lord, your ancient lawsʺ	1									
súdbi	сꙋ́дби	sudbi	sudba	Nfpnn		10	2	1	obj														
tvóĭ	тво́й	tvoi	tvoi	Afpny		10	3	2	amod	poss													
Gsdi	Гсди	Gdi	Gospod	Nmsvy		10	4	1	vocative														
																							
i	и	i	i	C		11	1	2	cc				ʺand I find comfort in them.ʺ										
outěšix+	оутѣших+	utěšix	utěšja	Vmia1se		11	2	0	root														
sę.	сѧ.	sę	se	Px---a		11	3	2	expl														
																							
Alà	Алà	Ala	ala	C		12	1	16	cc				but if (this) remembrance of divine miracles and the praise of His saints is only with mouth										
kogà	когà	koga	koga	Pq		12	2	5	mark														
tókmw	то́кмѡ	tokmo	tъkmo	R		12	3	5	amod														
so	со	so	s	Si		12	4	5	case														
oustà	оустà	usta	usta	Nnsnn		12	5	6	acl														
pomęnú-vanïe	помѧнꙋ́-ванïе	pomęnuvanie	poměnuvanie	Nnsnn		12	6	16	nsubj					1									
Bžïe	Бжïе	Bžie	božii	Anpnn		12	7	8	amod	poss													
Čudesà	Чꙋдесà	Čudesa	čudo	Nnpnn		12	8	6	nmod														
i+	и+	i	i	C		12	9	10	cc														
po_Xvalénïe	по_Хвале́нïе	poXvalenie	poxvalenie	Nnsnn		12	10	6	conj														
stýxъ	сты́хъ	stixъ	svęt	Ampgn		12	11	10	nmod														
egw`,	егѡ̀,	ego	toi	Pp3msg		12	12	11	nmod	poss													
ne+	не+	ne	ne	Qz		12	13	14	advmod				it is not as praiseworthy and pleasing the God										
è	ѐ	e	sъm	Vmip3si		12	14	16	cop														
tolíko	толи́ко	toliko	toliko	R		12	15	16	amod														
po_Xválno	по_Хвáлно	poXvalno	poxvalen	Ansnn		12	16	0	root														
i	и	i	i	C		12	17	18	cc					1									
Bgoprïę´tno,	Бгопрïѧ́тно,	Bgopriętno	boguprijaten	Ansnn		12	18	16	conj														
akò	ако̀	ako	ako	C		12	19	21	mark				if we, too, do not walk (the path of) their life, which these holy men had lived										
ne	не	ne	ne	Qz		12	20	21	advmod														
xódimъ	хо́димъ	xodimъ	xodja	Vmip1pi		12	21	16	acl														
i	и	i	i	C		12	22	23	amod														
nï´ĭ	нḯй	nii	nie	Pp1-pn		12	23	21	nsubj														
po+	по+	po	po	Sl		12	24	26	case														
těxnoe	тѣхное	těxnoe	těxen	Ansny		12	25	26	amod	poss													
živénïe,	живе́нïе,	živenie	živenie	Nnsnn		12	26	21	obl	loc													
kakvótъ	какво́тъ	kakvotъ	kakvoto	Pr		12	27	31	mark														
tï´e	тḯе	tie	toja	Pd-mpn		12	28	31	nsubj					1									
stýĭ	сты́й	stii	svęt	Ampnn		12	29	30	amod														
člvcy	члвцы	člvci	člověk	Nmpny		12	30	31	nsubj														
živéęli.	живе́ѧли.	živeęli	živeja	Vmpi-pi		12	31	26	acl	prf													
																							
Ponéže	Поне́же	Poneže	poneže	C		13	1	3	cc				because they always had God and fear of God in their mind										
ony	оны	oni	oni	Pp3-pn		13	2	3	nsubj														
imě´ęli	имѣ́ѧли	iměęli	imam	Vmpi-pi		13	3	0	root	prf													
vsę´kogi	всѧ́коги	vsękogi	vsěkoga	Pi		13	4	3	advmod														
na	на	na	na	Sl		13	5	6	case														
pámęt	пáмѧт	pamęt	pamet	Nmsnn		13	6	3	obl	loc													
svо́ĭ	сво́й	svoi	svoi	Amsny		13	7	6	amod	poss				1									
Bga,	Бга,	Bga	Bog	Nmsgy		13	8	3	obj														
i	и	i	i	C		13	9	11	cc														
Bžia	Бжиа	Bžia	božii	Amsoy		13	10	11	amod	p_adj													
stráxъ,	стрáхъ,	straxъ	strax	Nmsnn		13	11	8	conj														
																							
i	и	i	i	C		14	1	5	cc				and they followed (ʺwalked onʺ) His commandments										
po	по	po	po	Sl		14	2	3	case														
zápovědi	зáповѣди	zapovědi	zapověd	Nmpnn		14	3	5	obl	loc													
egw`	егѡ̀	ego	toi	Pp3msg		14	4	3	nmod	poss													
xódili,	хо́дили,	xodili	xodja	Vmp--pi	A-pnn	14	5	0	root	prf													
																							
togw`	тогѡ̀	togo	tъ	Pd-msg		15	1	5	obl				that is also why God gave them glory both in this world and in the world beyond										
rádi	рáди	radi	radi	Sg		15	2	1	case														
i	и	i	i	C		15	3	4	amod														
Bgъ	Бгъ	Bgъ	Bog	Nmsny		15	4	5	nsubj					1									
proslávilъ	прослáвилъ	proslavilъ	proslavja	Vmp--se	A-pnn	15	5	0	root	prf													
íxъ	и́хъ	ixъ	toi	Pp3-pa		15	6	5	obj														
i	и	i	i	C		15	7	10	cc														
na	на	na	na	Sl		15	8	9	case														
toę`	тоѧ̀	toę	toja	Pd-msn		15	9	10	det	ext													
svě´tъ	свѣ́тъ	světъ	svět	Nmsnn		15	10	5	obl	loc													
i	и	i	i	C		15	11	13	cc														
na+	на+	na	na	Sl		15	12	13	case														
onyę.	оныѧ.	onię	onja	Pd-msn		15	13	10	conj	ext													
																							
Amì	Амѝ	Ami	ami	C		16	1	22	cc				but if we do not follow (ʺwalk onʺ) His commandments										
nï´ĭ	нḯй	nii	nie	Pp1-pn		16	2	5	nsubj														
kogà	когà	koga	koga	Pq		16	3	5	mark														
ne	не	ne	ne	Qz		16	4	5	advmod														
xódime	хо́диме	xodime	xodja	Vmip1pi		16	5	22	advcl					1									
po	по	po	po	Sl		16	6	7	case														
zápovědi	зáповѣди	zapovědi	zapověd	Nmpnn		16	7	5	obl	loc													
Bžïĭ,	Бжïй,	Bžii	božii	Ampnn		16	8	7	amod	poss													
i	и	i	i	C		16	9	11	cc				and the life of His saints										
po	по	po	po	Sl		16	10	11	case														
Živénïe	Живе́нïе	Živenie	živenie	Nnsnn		16	11	7	conj														
stýxъ	сты́хъ	stixъ	svęt	Ampgn		16	12	11	nmod	poss													
egw`,	егѡ̀,	ego	toi	Pp3msg		16	13	12	nmod	poss													
káko	кáко	kako	kako	Pq		16	14	15	advmod				how can our praising and holding feasts be pleasing to God and His saints?										
móže	мо́же	može	moga	Vaip3si		16	15	17	aux														
da	да	da	da	C		16	16	15	fixed	inf				1									
búdě	бꙋ́дѣ	budě	bъda	Vmip3se		16	17	22	cop														
po_Xvalénïe	по_Хвале́нïе	poXvalenie	poxvalenie	Nnsnn		16	18	22	nsubj														
i	и	i	i	C		16	19	20	cc														
Prazdnovánïe	Праздновáнïе	Prazdnovanie	prazdnuvanie	Nnsnn		16	20	18	conj														
nášy	нáшы	naši	naš	Ansnn		16	21	18	amod	poss													
prïę´tno	прïѧ́тно	priętno	prijaten	Ansnn		16	22	0	root														
na	на	na	na	Sa		16	23	24	case														
Bga,	Бга,	Bga	bog	Nmsgy		16	24	22	obl	iobj													
i	и	i	i	C		16	25	28	cc														
na	на	na	na	Sa		16	26	28	case														
svě-týxъ	свѣ-ты́хъ	světixъ	svęt	Ampgn		16	27	28	amod					1									
ougódnikovъ	оуго́дниковъ	ugodnikovъ	ugodnik	Nmpgy		16	28	24	conj	iobj													
egw.	егѡ.	ego	toi	Pp3msg		16	29	28	nmod	poss													
																							
Xválimę	Хвáлимѧ	Xvalimę	xvalja	Vmip1pi		17	1	0	root				(let us?) praise and respect God's saints										
nï´ĭ	нḯй	nii	nie	Pp1-pn		17	2	1	nsubj														
i	и	i	i	C		17	3	4	cc														
počítamę	почи́тамѧ	počitamę	počitam	Vmip1pi		17	4	1	conj														
světýĭ	свѣты́й	světii	svęt	Ampnn		17	5	6	amod														
ougó-dnicy	оуго́-дницы	ugodnici	ugodnik	Nmpny		17	6	1	obj					1									
Bžïĭ,	Бжïй,	Bžii	božii	Ampnn		17	7	6	amod	poss													
																							
alà	алà	ala	ala	C		18	1	2	cc				but it is (also) important for us to think and say:										
potrébno	потре́бно	potrebno	potreben	Ansnn		18	2	0	root														
estь	есть	estъ	sъm	Vaip3si		18	3	2	cop														
námъ	нáмъ	namъ	nie	Pp1-pd		18	4	2	obl	iobj													
da	да	da	da	C		18	5	6	mark														
pomýslimъ,	помы́слимъ,	pomislimъ	pomislja	Vmip1pe		18	6	2	acl														
i	и	i	i	C		18	7	9	cc														
da+	да+	da	da	C		18	8	9	mark														
rečémъ:	рече́мъ:	rečemъ	reka	Vmip1pe		18	9	6	conj					1									
																							
Aџipъ	Аџипъ	Aџipъ	adžeba	Qq		19	1	9	advmod				were not these God's saints really humans like us?										
tı´e	тíе	tie	toja	Pd-mpn		19	2	4	det	ext													
světýĭ	свѣты́й	světii	svęt	Ampnn		19	3	4	amod														
ougódnicy	оуго́дницы	ugodnici	ugodnik	Nmpny		19	4	9	nsubj														
Bžïĭ,	Бжïй,	Bžii	božii	Ampnn		19	5	4	amod	poss													
ne+	не+	ne	ne	Qz		19	6	8	advmod														
lí+	ли́+	li	li	Qq		19	7	8	advmod														
sa	са	sa	sъm	Vaip3pi		19	8	9	aux	prf													
býli	бы́ли	bili	sъm	Vmp--pi	A-pnn	19	9	0	root														
i	и	i	i	C		19	10	11	amod														
tï´e	тḯе	tie	te	Pp3-pn		19	11	4	expl														
katò	като̀	kato	kato	C		19	12	13	mark														
násъ	нáсъ	nasъ	nie	Pp1-pg		19	13	4	acl					1									
člvcy	члвцы	člvci	člověk	Nmpny		19	14	13	nmod	pred													
i	и	i	i	C		19	15	16	cc				(did they not) live in this world (too)?										
živéęli	живе́ѧли	živeęli	živeja	Vmpi-pi		19	16	13	conj														
na+	на+	na	na	Sl		19	17	19	case														
tóę	то́ѧ	toę	toja	Pd-mpn		19	18	19	det	ext													
svě´tъ?	свѣ́тъ?	světъ	svět	Nmsnn		19	19	16	obl	loc													
																							
amì	амѝ	ami	ami	C		20	1	4	cc				well, what kind of life they lived										
kakóvoe	како́вое	kakovoe	kakъv	Ansny		20	2	4	mark														
živénïe	живе́нïе	živenie	živenie	Nnsnn		20	3	4	obj														
prominúvali	проминꙋ́вали	prominuvali	prominuvam	Vmp--pi	A-pnn	20	4	7	advcl	prf				1									
óny,	о́ны,	oni	oni	Pp3-pn		20	5	4	nsubj														
tà	тà	ta	ta	C		20	6	7	cc				so much glory and praise they have now										
ímatъ	и́матъ	imatъ	imam	Vmip3pi		20	7	0	root														
segà	сегà	sega	sega	R		20	8	7	advmod														
tolíko	толи́ко	toliko	toliko	R		20	9	10	amod														
sláva	слáва	slava	slava	Nmsnn		20	10	7	obj														
i+	и+	i	i	C		20	11	12	cc														
po_Xvála	по_Хвáла	poXvala	poxvala	Nfsnn		20	12	10	conj														
i	и	i	i	C		20	13	15	cc				both from God and from humans										
ot	от	ot	ot	Sg		20	14	15	case														
Bga	Бга	Bga	Bog	Nmsgy		20	15	12	nmod	abl													
i	и	i	i	C		20	16	18	cc														
wt	ѿ	ot	ot	Sg		20	17	18	case														
člvcy.	члвцы.	člvci	člověk	Nmpny		20	18	15	conj	abl				1									
																							
Tà	Тà	Ta	ta	C		21	1	9	cc				so when we try (?) and hear (about) their life										
kogà	когà	koga	koga	Pq		21	2	3	mark														
ispítame	испи́таме	ispitame	izpitam	Vmip1pe		21	3	9	acl														
i	и	i	i	C		21	4	5	cc														
čúemъ	чꙋ́емъ	čuemъ	čuja	Vmip1pi		21	5	3	conj														
živénïe	живе́нïе	živenie	živenie	Nnsnn		21	6	3	obj														
íxъ,	и́хъ,	ixъ	tě	Pp3-pa		21	7	6	nmod	poss													
togíva	тоги́ва	togiva	togiva	Pd		21	8	9	advmod				then it is appropriate for us too, to decide and work on such a God-pleasing life										
podóbno	подо́бно	podobno	podoben	Ansnn		21	9	0	root														
éstь	е́сть	estъ	sъm	Vmip3si		21	10	9	cop														
nam,	нам,	nam	nie	Pp1-pd		21	11	9	obl	iobj				1									
i	и	i	i	C		21	12	13	amod														
nı´ĭ	нíй	nii	nie	Pp1-pn		21	13	16	nsubj														
da+	да+	da	da	C		21	14	16	mark														
sę`	сѧ̀	sę	se	Px---a		21	15	16	expl														
pódъ_kánimъ,	по́дъ_кáнимъ,	podъkanimъ	podkanja	Vmip1pe		21	16	9	acl														
i	и	i	i	C		21	17	20	cc														
da+	да+	da	da	C		21	18	20	mark														
sę`	сѧ̀	sę	se	Px---a		21	19	20	expl														
potrúdimъ	потрꙋ́димъ	potrudimъ	potrudja	Vmip1pe		21	20	16	conj														
na	на	na	na	Sa		21	21	24	case														
tákovoe	тáковое	takovoe	takъv	Ansny		21	22	24	det														
Bgougód-noe	Бгоуго́д-ное	Bgougodnoe	bogougoden	Ansny		21	23	24	amod					1									
živénïe.	живе́нïе.	živenie	živenie	Nnsnn		21	24	20	obl														
																							
Alà	Алà	Ala	ala	C		22	1	2	cc				but we do (let us?) not look only on the men, who subdued their flesh by their spirit										
glédame	гле́даме	gledame	gledam	Vmip1pi		22	2	0	root														
ne	не	ne	ne	Qz		22	3	5	amod														
tókmw	то́кмѡ	tokmo	tъkmo	R		22	4	5	amod														
múžïe	мꙋ́жïе	mužie	mъž	Nmpny		22	5	2	obj														
štó+	що́+	što	što	Pr		22	6	8	mark														
sa	са	sa	sъm	Vaip3pi		22	7	8	aux	prf													
pokoríli	покори́ли	pokorili	pokorja	Vmp--pe	A-pnn	22	8	2	acl														
plótь	пло́ть	plotъ	plъt	Nfsnn		22	9	8	obj					1									
svojù	свою̀	svoju	svoi	Afsay		22	10	9	amod	poss													
Dxu	Дхꙋ	Dxu	dux	Nmsdy		22	11	8	obl	iobj													
i	и	i	i	C		22	12	13	cc				and who vindicated the Devil, the destroyer of the world										
pobědíli	побѣди́ли	pobědili	pobědja	Vmp--pe	A-pnn	22	13	8	conj														
stóvnagw	сто́внагѡ	stovnago	světoven	Amsgy		22	14	15	amod														
borítelę	бори́телѧ	boritelę	boritel	Nmsgy		22	15	13	obj														
dïávola,	дïа́вола,	diavola	diavol	Nmsgy		22	16	15	appos														
																							
nò	но̀	no	no	C		23	1	4	cc				but also women (who) took arms against him										
i	и	i	i	C		23	2	1	fixed														
ženỳ	жены̀	ženi	žena	Nfpny		23	3	4	nsubj														
vo_oružíli	во_орꙋжи́ли	vooružili	vъoružja	Vmp--pe	A-pnn	23	4	0	root	prf				1									
sebě´	себѣ́	sebě	se	Px---g		23	5	4	obj														
na+	на+	na	na	Sa		23	6	7	case														
negw`,	негѡ̀,	nego	toi	Pp3msg		23	7	4	obl														
																							
i	и	i	i	C		24	1	6	cc				and they have defeated and broken his shots										
so+	со+	so	so	Si		24	2	5	case														
svoę`	своѧ̀	svoę	svoi	Afsgn		24	3	5	amod	poss													
žénskaę	же́нскаѧ	ženskaę	ženski	Afsgy		24	4	5	amod														
némoštь	не́мощь	nemoštъ	nemošt	Nfsnn		24	5	6	obl														
pobědíli	побѣди́ли	pobědili	pobědja	Vmp--pe	A-pnn	24	6	0	root	prf													
i+	и+	i	i	C		24	7	8	cc														
so-krušíli	со-крꙋши́ли	sokrušili	sъkrušja	Vmp--pe	A-pnn	24	8	6	conj					1									
strelỳ	стрелы̀	streli	strěla	Nfpnn		24	9	6	obj														
egw`:	егѡ̀:	ego	toi	Pp3msg		24	10	9	nmod	poss													
																							
Kakvótъ	Какво́тъ	Kakvotъ	kakvoto	Pr		25	1	6	cc				such (is) also the today's Saint Reverend Parascheva										
i+	и+	i	i 	C		25	2	6	amod														
dnešnaę	днешнаѧ	dnešnaę	dnešen	Afsny		25	3	6	amod														
stáę	стáѧ	staę	svęt	Afsny		25	4	6	amod														
pre_Podóbnaę	пре_Подо́бнаѧ	prePodobnaę	prepodoben	Afsny		25	5	6	amod														
Para-skéѵa,	Пара-ске́ѵа,	Paraskeva	Paraskeva	Nfsny		25	6	0	root					1									
štó+	що́+	što	što	Pr		25	7	10	mark				for whom we pay respect and do feast today										
ę	ѧ	ę	tja	Pp3fsa		25	8	10	obj														
dnésъ	дне́съ	dnesъ	dnes	R		25	9	10	advmod														
počítamę	почи́тамѧ	počitamę	počitam	Vmip1pi		25	10	6	acl														
i	и	i	i	C		25	11	12	cc														
Prazdnúvame,	Празднꙋ́ваме,	Prazdnuvame	prazdnuvam	Vmip1pi		25	12	10	conj														
štò	що̀	što	što	Pr		25	13	18	mark				and about whose life we will speak now										
xóčem	хо́чем	xočem	xoču	Vaip1pi		25	14	18	aux	fut													
segà	сегà	sega	sega	R		25	15	18	advmod														
i+	и+	i	i	C		25	16	18	cc														
da+	да+	da	da	C		25	17	14	fixed	inf													
ská-žim	скá-жим	skažim	skaža	Vmip1pe		25	18	10	conj					1									
živénïe	живе́нïе	živenie	živenie	Nnsnn		25	19	18	obj														
eę`,	еѧ̀,	eę	tja	Pp3fsg		25	20	19	nmod	poss													
																							
i	и	i	i	C		26	1	6	cc				and when you hear, wonder about her hard life in this world										
kogà	когà	koga	koga	Pq		26	2	3	mark														
čúete	чꙋ́ете	čuete	čuja	Vmip2pi		26	3	6	advcl														
da+	да+	da	da	C		26	4	6	aux	opt													
sę`	сѧ̀	sę	se	Px---a		26	5	6	expl														
počúdite,	почꙋ́дите,	počudite	počudja	Vmip2pe		26	6	0	root														
káko+	кáко+	kako	kako	Pq		26	7	13	mark														
li	ли	li	li	Qq		26	8	7	fixed														
tě´snoe	тѣ́сное	těsnoe	těsen	Ansny		26	9	12	amod														
i	и	i	i	C		26	10	11	cc														
pri_skorbnoe	при_скорбное	priskorbnoe	priskъrben	Ansny		26	11	9	conj					1									
živénïe	живе́нïе	živenie	živenie	Nnsnn		26	12	13	obj														
prominúvala	проминꙋ́вала	prominuvala	prominuvam	Vmp--si	Afsnn	26	13	6	advcl	prf													
na+	на+	na	na	Sa		26	14	16	case														
tóę	то́ѧ	toę	toja	Pd-msn		26	15	16	det	ext													
stъ,	стъ,	stъ	svět	Nmsnn		26	16	13	obl	loc													
																							
togw`	тогѡ̀	togo	tova	Pd-nsg		27	1	5	obl				(because) that is why God gave her glory both in the heavens and on the Earth										
rádi	рáди	radi	radi	Sg		27	2	1	case														
i+	и+	i	i	C		27	3	4	amod														
Bgъ	Бгъ	Bgъ	Bog	Nmsny		27	4	5	nsubj														
Proslávil	Прослáвил	Proslavil	proslavja	Vmp--se	Amsnn	27	5	0	root	prf				1									
eę`	еѧ̀	eę	tja	Pp3fsa		27	6	5	obj														
i+	и+	i	i	C		27	7	9	cc														
na+	на+	na	na	Sl		27	8	9	case														
nbo	нбо	nbo	nebe	Nnsnn		27	9	5	obl	loc													
i+	и+	i	i	C		27	10	12	cc														
na+	на+	na	na	Sl		27	11	12	case														
zemlì,	землѝ,	zemli	zemlja	Nfsdn		27	12	9	conj	loc													
																							
i+	и+	i	i	C		28	1	2	cc				and preserved her body untainted by the natural rotting and decay										
soxranil	сохранил	soxranil	sъxranja	Vmp--se	Amsnn	28	2	0	root	prf													
stóe	сто́е	stoe	svęt	Ansny		28	3	4	amod														
Tě´lo	Тѣ́ло	Tělo	tělo	Nnsnn		28	4	2	obj														
eę`	еѧ̀	eę	tja	Pp3fsg		28	5	4	nmod	poss													
cě´lo	цѣ́ло	cělo	cěl	Ansnn		28	6	2	obl	pred													
i	и	i	i	C		28	7	9	cc														
ne+	не+	ne	ne	Qz		28	8	9	amod														
povrédeno	повре́дено	povredeno	povreden	Ansnn		28	9	6	conj	pred				1									
wt+	ѿ+	ot	ot	Sg		28	10	12	case														
estestvennoe	естественное	estestvennoe	estestven	Ansny		28	11	12	amod														
izgnívanïe	изгни́ванïе	izgnivanie	izgnivanie	Nnsnn		28	12	9	nmod	abl													
i+	и+	i	i	C		28	13	14	cc														
rasýpanïe.	расы́панïе.	rasipanie	razsipanie	Nnsnn		28	14	12	conj	abl													
																							
Nò	Но̀	No	no	C		29	1	2	cc				so hear, so that you receive a boon										
slúšaĭte	слꙋ́шайте	slušaite	slušam	Vmm-2pi		29	2	0	root														
da+	да+	da	da	C		29	3	4	mark														
prïemnite	прïемните	priemnite	priemlja	Vmip2pe		29	4	2	advcl														
pólzu.	по́лзꙋ.	polzu	polza	Nfsan		29	5	4	obj					1									
																							
Vъ	Въ	Vъ	v	Sl		30	1	2	case				there was a village in the land of Serbia, close to the city of Kallikratia									3	Petka's Childhood
zemlì	землѝ	zemli	zemlja	Nfsdn		30	2	8	obl	loc													
sérbskoĭ	се́рбской	serbskoi	srъbski	Afsdy		30	3	2	amod														
blízu	бли́зꙋ	blizu	blizo	R		30	4	6	amod														
Pri+	При+	Pri	pri	Sl		30	5	6	case														
gráda	грáда	grada	grad	Nmsgn		30	6	8	obl	loc													
Kalѵkrátïę	Калѵкрáтïѧ	Kalvkratię	Kalikratia	Nfsnn		30	7	6	appos														
býlo	бы́ло	bilo	sъm	Vmp--si	Ansnn	30	8	0	root	prf													
nę´koe	нѧ́кое	nękoe	někoi	Ansnn		30	9	10	det														
sé-lo,	се́-ло,	selo	selo	Nnsnn		30	10	8	nsubj					1									
štó+	що́+	što	što	Pr		30	11	10	mark				which was called Epibates										
sa	са	sa	se	Px---a		30	12	10	expl														
naricálo	нарицáло	naricalo	naričam	Vmp--si	Ansnn	30	13	10	acl	prf													
Epivátъ,	Єпивáтъ,	Epivitъ	Epivat	Nmsnn		30	14	13	obl	pred													
																							
ou+	оу+	u	u	Sg		31	1	4	case				St Reverend Parascheva was born in this village										
tó+	то́+	to	to	Qd		31	2	4	det														
sę	сѧ	sę	se	Px---a		31	3	5	expl														
sélo	се́ло	selo	selo	Nnsnn		31	4	5	obl	loc													
rodíla	роди́ла	rodila	rodja	Vmp--se	Afsnn	31	5	0	root	prf													
táę	тáѧ	taę	toja	Pd-fsn		31	6	9	det	ext													
svě-táę	свѣ-тáѧ	světaę	svęt	Afsny		31	7	9	amod					1									
pre_Podóbnaę	пре_Подо́бнаѧ	prePodobnaę	prepodoben	Afsny		31	8	9	amod														
Paraskéѵa	Параске́ѵа	Paraskeva	Paraskeva	Nfsny		31	9	5	nsubj														
wt	ѿ	ot	ot	Sg		31	10	12	case				from a pious father and mother, who followed (ʺbe atʺ) God's law without straying										
Blagočestívyxъ	Благочести́выхъ	Blagočestivixъ	blagočestiv	Ampgn		31	11	12	amod														
oca	оца	oca	otec	Nmsgy		31	12	5	obl	abl													
i	и	i	i	C		31	13	14	cc					2									
Mtrъ,	Мтръ,	Mtrъ	mati	Nfsny		31	14	12	conj		185r	/img/petka/ne_185r.jpg						Mtre nášeĭ Paraskéѵi,	Мтре нáшей Параске́ѵи,	*rpe*	·рпе·		
štò	що̀	što	što	Pr		31	15	16	mark														
býli	бы́ли	bili	sъm	Vap--pi	A-pnn	31	16	17	aux	pprf													
xodíli	ходи́ли	xodili	xodja	Vmp--pi	A-pnn	31	17	12	acl	prf													
po+	по+	po	po	Sl		31	18	20	case														
vsę`	всѧ̀	vsę	vsě	Ampnn		31	19	20	amod														
zápovědeĭ	зáповѣдей	zapovědei	zapověd	Nmpnn		31	20	17	obl	loc													
Bžïĭ	Бжïй	Bžii	božii	Ampnn		31	21	20	amod	poss													
ne	не	ne	ne	Qz		31	22	23	advmod														
ouklónno.	оукло́нно.	uklonno	uklonno	R		31	23	17	advmod														
																							
