text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc					chunk	
tólkozi	то́лкози	tolkozi	tolkozi	Pr		5	1	6	advmod				so much (shines) the remembrance of our Reverend Petka, which has enlightened the whole world										
i+	и+	i	i	C		5	2	6	cc														
na	на	na	na	Sa		5	3	5	case														
prpódobnaa	прпо́добнаа	prpodobnaa	prepodoben	Afsny		5	4	5	amod														
petka	петка	petka	Petka	Nfsny		5	5	6	nmod	poss													
pámet	пáмет	pamet	pamet	Nfsnn		5	6	0	root					1		něstь glagola							
što+	що+	što	što	Pq		5	7	10	mark														
ì+	ѝ+	i	tja	Pp3fsd		5	8	10	obl	iobj													
è	ѐ	e	sъm	Vaip3si		5	9	10	aux	prf													
prosvě´tila	просвѣ́тила	prosvětila	prosvětja	Vmp--se		5	10	6	acl							Demina et al. 728: prosvětja 1. prosvetna, započna da svetja, zasijaja, 2. osvetja, napravja nešto tъmno da stane svetlo, 3. prosvetlee, stane svetlo, 4. prosvetja, dam njakomu jasnota, razbirane, znanija							
po+	по+	po	po	Sl		5	11	13	case														
síčki	си́чки	sički	sički	Amsny		5	12	13	amod														
světь.	свѣть.	světъ	svět	Nmsnn		5	13	10	obl	loc				1									
																							
njéino	нѥ́ино	njeino	nein	Ansnn		6	1	2	amod	poss			which tongue could retell all of her miracles and her fasting?										
čjúdo,	чю́до,	čjudo	čjudo	Nnsnn		6	2	9	obj														
i+	и+	i	i	C		6	3	5	cc														
njéinь	нѥ́инь	njeinъ	nein	Amsnn		6	4	5	amod	poss													
pós,	по́с,	pos	post	Nmsnn		6	5	2	conj														
kói	ко́и	koi	koi	Pq---n		6	6	7	amod														
ezíkь	ези́кь	ezikъ	ezik	Nmsnn		6	7	9	nsubj					1									
móže	мо́же	može	moga	Vaip3si		6	8	9	aux														
iskáza,	искáза,	iskaza	izkaža	Vmn---e		6	9	0	root														
																							
što+	що+	što	što	Pq		7	1	4	cc				what goodness she did on the Earth										
ê	е̂	e	sъm	Vaip3si		7	2	4	aux	prf													
tïà	тїà	tia	tja	Pp3fsn		7	3	4	nsubj														
stórila	сто́рила	storila	storja	Vmp--se		7	4	0	root														
dobrà	добрà	dobra	dobъr	Afsnn		7	5	6	amod					1		Tixon.d.: dobrôdě´telь							
rábota	рáбота	rabota	rabota	Nfsnn		7	6	4	obj														
ná+	нá+	na	na	Sl		7	7	8	case	loc													
zemlja.	землꙗ.	zemlja	zemja	Nfsnn		7	8	4	obl														
na+	на+	na	na	Sl		7	9	11	case				in the land of the town of Epibates										
epivát'sko	епивáт͛ско	epivatъsko	epivatski	Ansnn		7	10	11	amod														
mě´_sto,	мѣ́_сто,	město	město	Nnsnn		7	11	8	appos					1									
i+	и+	i	i	C		7	12	14	cc														
na	на	na	na	Sl		7	13	14	case														
trakï´isko,	тракḯиско,	trakiisko	trakijski	Ansnn		7	14	11	conj				and in the Thracian (land)										
i+	и+	i	i	C		7	15	17	cc														
na	на	na	na	Sl		7	16	17	case														
trь´novь,	трь́новь,	trъnovъ	Tъrnov	Nmsnn		7	17	14	conj				and in Tarnovo										
i	и	i	i	C		7	18	20	cc					1									
na+	на+	na	na	Sl		7	19	20	case														
mísïa,	ми́сїа,	misia	Misija	Nfsnn		7	20	17	conj				and in Moesia										
i+	и+	i	i	C		7	21	23	cc														
na	на	na	na	Sl		7	22	23	case														
dal'máti.	дал͛мáти.	dalъmati	Dalmatija	Nfsdn		7	23	20	conj				and in Dalmatia										
i+	и+	i	i	C		7	24	29	cc														
něʺ	нѣ̏	něi	ne	Qz		7	25	26	advmod														
tь´kmo	ть́кмо	tъkmo	tъkmo	R		7	26	29	advmod				and not merely in those lands	1									
po+	по+	po	po	Sl		7	27	29	case														
tï´a	тḯа	tia	tozi	Pd-npn		7	28	29	det	ext													
mě´sta,	мѣ́ста,	města	město	Nnpnn		7	29	23	conj														
àmì	àмѝ	ami	ami	C		7	30	34	cc														
i+	и+	i	i	C		7	31	34	fixed														
po+	по+	po	po	Sl		7	32	34	case				but all over the world?										
síč'ki	си́ч͛ки	sičъki	sički	Amsny		7	33	34	amod														
svě´tь.	свѣ́ть.	světъ	svět	Nmsnn		7	34	29	conj					1									
																							
dêto	де̂то	deto	deto	Pr		8	1	3	cc				our mind cannot reach there										
nášь	нáшь	našъ	naš	Amsnn		8	2	3	amod	poss													
úmь	ꙋ́мь	umъ	um	Nmsnn		8	3	7	nsubj														
ne+	не+	ne	ne	Qz		8	4	5	advmod														
móže	мо́же	može	moga	Vaip3si		8	5	7	aux														
da+	да+	da	da	C		8	6	5	fixed	inf													
postígnje,	пости́гнѥ,	postignje	postigna	Vmip3se		8	7	0	root					1									
ilì	илѝ	ili	ili	C		8	8	12	cc				or our language cannot tell of all her miracles and goodness and fasting and tears										
ezíkь	ези́кь	ezikъ	ezik	Nmsnn		8	9	12	nsubj														
nášь	нáшь	našъ	naš	Amsnn		8	10	9	amod	poss													
da+	да+	da	da	C		8	11	12	mark														
iskáže	искáже	iskaže	izkaža	Vmip3se		8	12	7	conj														
síčko+	си́чко+	sičko	sički	Ansnn		8	13	16	amod														
to	то	to	tъ	Pd-nsn		8	14	13	det	p_adj													
njé_ĭno+	нѥ́_йно+	njeino	nein	Ansnn		8	15	16	amod	poss				1									
čjúdo,	чю́до,	čjudo	čjudo	Nnsnn		8	16	7	obj														
i+	и+	i	i	C		8	17	18	cc														
dobrò,	добро̀,	dobro	dobro	Nnsnn		8	18	16	conj														
i+	и+	i	i	C		8	19	20	cc														
póst,	по́ст,	post	post	Nmsnn		8	20	18	conj														
i+	и+	i	i	C		8	21	22	cc														
slь´zy.	сль́зы.	slъzi	slъza	Nfpnn		8	22	20	conj														
																							
àmì	àмѝ	ami	ami	C		9	1	6	cc				but only as much as our mind could comprehend	2									
tь´kmo	ть́кмо	tъkmo	tъkmo	R		9	2	3	advmod		97r	/img/petka/ljub_97r.jpg											
kól'koto	ко́л͛кото	kolъkoto	kolkoto	Pr		9	3	6	advmod														
nášь	нáшь	našъ	naš	Amsnn		9	4	5	amod	poss													
úmь	ꙋ́мь	umъ	um	Nmsnn		9	5	6	nsubj														
postígna.	пости́гна.	postigna	postigna	Vmia3se		9	6	0	root					1									
																							
i+	и+	i	i	C		10	1	2	cc				and so I, Euthymius, Patriarch of Tъrnovo, wrote what I knew										
napísax	напи́сах	napisax	napiša	Vmia3se		10	2	0	root														
ázь	áзь	azъ	az	Pp1-sn		10	3	2	nsubj														
eѵ'tímïe	еѵ͛ти́мїе	eѵъtimie	Evtimij	Nmsvy		10	4	3	appos														
patrïár'xь	патрїáр͛хь	patriarъxъ	patriarx	Nmsny		10	5	4	appos														
trь´nov'_skyi,	трь́нов͛_скыи,	trъnovъskii	tъrnovski	Amsny		10	6	5	amod					1									
štò	що̀	što	što	Pq		10	7	8	mark														
znajáxь.	знаꙗ́хь.	znajaxъ	znaja	Vmia1si		10	8	2	acl														
																							
àmì	àмѝ	ami	ami	C		11	1	6	cc				but also you, blessed Christians, do hear										
i+	и+	i	i	C		11	2	1	fixed														
víe	ви́е	vie	vie	Pp2-pn		11	3	6	nsubj														
blsvénïi+	блсве́нїи+	blsvenii	blagosloven	Ampny		11	4	5	amod														
xrstïá_ne	хрстїá_не	xrstiane	xristianin	Nmpny		11	5	3	vocative					1									
poslúšaĭte.	послꙋ́шайте.	poslušaite	posluša	Vmm-2pe		11	6	0	root														
																							
Tázi	Тáзи	Tazi	tozi	Pd-fsn		12	1	6	det	ext			that Saint and Reverend Petka was from the land of Epibates									3	Petka's Childhood
staa	стаа	staa	světi	Afsny		12	2	5	amod														
i+	и+	i	i	C		12	3	4	cc														
prpodobnà	прподобнà	prpodobna	prepodoben	Afsnn		12	4	2	conj														
pétka,	пе́тка,	petka	Petka	Nfsny		12	5	6	nsubj					1									
bě´še	бѣ́ше	běše	sъm	Vmii3si		12	6	0	root														
wt+	ѿ+	ot	ot	Sg		12	7	8	case														
mě´sto	мѣ́сто	město	město	Nnsnn		12	8	6	obl	abl													
epiváti.	епивáти.	epivati	Epivat	Nmpnn		12	9	8	nmod														
																							
baštà	бащà	bašta	bašta	Nmsny		13	1	7	nsubj				her father and her mother were good and pious										
njéinь	нѥ́инь	njeinъ	nein	Amsnn		13	2	1	amod	poss													
i+	и+	i	i	C		13	3	4	cc														
má_ĭka+	мá_йка+	maika	maika	Nfsny		13	4	1	conj					1									
ì	ѝ	i	tja	Pp3fsd		13	5	4	nmod	poss													
bě´xa	бѣ́ха	běxa	sъm	Vmii3pi		13	6	7	cop														
dobrì	добрѝ	dobri	dobъr	Ampnn		13	7	0	root														
i+	и+	i	i	C		13	8	9	cc														
blgočь´stivyʺ.	блгочь́стивы̏.	blgočъstivii	blagočestiv	Ampny		13	9	7	conj							Demina et al. 44: blagočestiv 'kojto živee spored normite na xristijanskija moral, nabožen'							
																							
i+	и+	i	i	C		14	1	2	cc				and they lived (ʺwalkedʺ) according to Divine Commandment(s)										
xóděxa	хо́дѣха	xoděxa	xodja	Vmii3si		14	2	0	root					1									
pó+	по́+	po	po	Sl		14	3	5	case														
bžii	бжии	bžii	božii	Ampny		14	4	5	amod	poss													
zápovědь,	зáповѣдь,	zapovědъ	zapoved	Nmsnn		14	5	2	obl	loc													
																							
mlstýnja	млсты́нꙗ	mlstinja	milostinja	Nnsnn		15	1	2	obj				(they) performed deeds of mercy			Demina et al. 470: milostinja 1. podajanie, koeto se dava na bedni i nuždaešti se, 2. blagodejanie, dobro delo							
číněxa,	чи́нѣха,	činěxa	činja	Vmii3pi		15	2	0	root														
																							
i+	и+	i	i	C		16	1	4	cc				and (also) other good deeds were (done) by them										
drú_gy	дрꙋ́_гы	drugi	drug	Afpnn		16	2	3	amod					1									
dobrinỳ+	добрины̀+	dobrini	dobrina	Nfpnn		16	3	4	nsubj							Demina et al. 197: dobrina 1. dobrota, dobrosъrdečie, 2. nešto, koeto e izvъršeno v polza na drugite, blagodejanie, 3. dobrodetel, duševna čistota, 4. dobro, xubav život (a tebě ima golěma dobrinia, če si prostil' duš'manina svoego), 5. blago, materialna ili duxovna pridobivka, 6. blagodat, prirodno izobilie (eto dobrina i xubost raiska)							
bě´xa+	бѣ́ха+	běxa	sъm	Vmii3pi		16	4	0	root														
u+	ꙋ+	u	u	Sg		16	5	6	case														
tě´xь.	тѣ́хь.	těxъ	te	Pp3-pg		16	6	4	obl	loc													
																							
i+	и+	i	i	C		17	1	2	cc				and they gave birth to this pure, Christ's dove and maiden										
ródixa	ро́диха	rodixa	rodja	Vmii3pe		17	2	0	root														
tь´zi	ть́зи	tъzi	tozi	Pd-fso		17	3	7	det	ext													
čí_staa	чи́_стаа	čistaa	čist	Afsny		17	4	7	amod					1									
i+	и+	i	i	C		17	5	6	cc														
xva	хва	xva	Xristov	Afsnn		17	6	4	conj	poss													
gь´labica	гь́лабица	gъlabica	golubica	Nfsny		17	7	2	obj														
i+	и+	i	i	C		17	8	9	cc														
dvca.	двца.	dvca	děvica	Nfsny		17	9	7	conj														
																							
i+	и+	i	i	C		18	1	2	cc				and they gave birth also to another male (child), his name (was) Euthymius										
ródixa	ро́диха	rodixa	rodja	Vmii3pe		18	2	0	root														
i+	и+	i	i	C		18	3	5	cc														
drú_go	дрꙋ́_го	drugo	drug	Ansnn		18	4	5	amod					1									
mь´ž'ko,	мь́ж͛ко,	mъžъko	mužki	Ansnn		18	5	2	obj														
íme+	и́ме+	ime	ime	Nnsnn		18	6	9	nsubj														
to+	то+	to	tъ	Pd-nsn		18	7	6	det	p_nom													
mu	мꙋ	mu	toj	Pp3msd		18	8	6	nmod	poss													
eѵ'tímïe,	еѵ͛ти́мїе,	eѵъtimie	Evtimij	Nmsvy		18	9	5	acl														
što+	що+	što	što	Pq		18	10	11	mark				who finally became the bishop of Madit (Matidia?)										
by^	бы̂	bi	bъda	Vmia3se		18	11	5	acl														
ná_pokonь	нá_поконь	napokonъ	napokon	R		18	12	11	advmod					1									
na+	на+	na	na	Sa		18	13	14	case							Berl.d.: vldka madítu							
madítь	мади́ть	maditъ	Madit	Nmsnn		18	14	15	nmod	poss													
vldka.	влдка.	vldka	vladika	Nfsny		18	15	11	obj														
																							
i+	и+	i	i	C		19	1	2	cc				and (the parents) tought them to fear God and His law (ʺthe fear of God and the lawʺ) well										
naúčixa+	наꙋ́чиха+	naučixa	nauča	Vmii3pe		19	2	0	root														
gy	гы	gi	te	Pp3-pa		19	3	2	obj														
na+	на+	na	na	Sa		19	4	5	case														
stráx	стрáх	strax	strax	Nmsnn		19	5	2	obl	iobj				1									
bžïi,	бжїи,	bžii	božii	Amsnn		19	6	5	amod														
i+	и+	i	i	C		19	7	9	cc														
na+	на+	na	na	Sa		19	8	9	case														
zákonь	зáконь	zakonъ	zakon	Nmsnn		19	9	5	conj	iobj													
dobrě`.	добрѣ̀.	dobrě	dobrě	R		19	10	2	advmod														
																							
i+	и+	i	i	C		20	1	2	cc				and they died (ʺpresented themselvesʺ, i.e. to God)										
prěstávixa+	прѣстáвиха+	prěstavixa	prěstavja	Vmii3pe		20	2	0	root														
se.	се.	se	se	Px---a		20	3	2	expl														
																							
i+	и+	i	i	C		21	1	2	cc				and St Petka remained with her brother Euthymius, who became the bishop of Madit	1									
ostà	остà	osta	ostana	Vmia3se		21	2	0	root														
sta	ста	sta	světi	Afsnn		21	3	4	amod														
pet'ka	пет͛ка	petъka	Petka	Nfsny		21	4	2	nsubj														
sьs'+	сьс͛+	sъsъ	s	Si		21	5	6	case														
bráta+	брáта+	brata	brat	Nmsgy		21	6	2	obl														
si^	си̂	si	si	Px---d		21	7	6	nmod	poss													
eѵ'tímïa,	еѵ͛ти́мїа,	eѵъtimia	Evtimij	Nmsgy		21	8	6	appos														
dê_to	де̂_то	deto	deto	Pr		21	9	10	mark					1									
by^	бы̂	bi	bъda	Vmia3se		21	10	6	acl														
vldka	влдка	vldka	vladika	Nfsny		21	11	10	obj														
na+	на+	na	na	Sa		21	12	13	case														
madítь.	мади́ть.	maditъ	Madit	Nmsnn		21	13	11	nmod	poss													
																							
i+	и+	i	i	C		22	1	5	cc				and he did many miracles there										
tói	то́и	toi	toi	Pp3msn		22	2	5	nsubj														
mnw^go	мнѡ̂го	mnogo	mnogo	R		22	3	4	amod														
čjúdo	чю́до	čjudo	čjudo	Nnsnn		22	4	5	obj					1									
pokáza	покáза	pokaza	pokaža	Vmia3se		22	5	0	root														
támo.	тáмо.	tamo	tamo	R		22	6	5	advmod														
																							
zaštò+	защо̀+	zašto	zašto	C		23	1	5	cc				because he had shone with his fasting (and) many good deeds as well (?)										
bě´še	бѣ́ше	běše	sъm	Vaii3si		23	2	5	aux	pprf													
i+	и+	i	i	C		23	3	5	cc														
tói	то́и	toi	toi	Pp3msn		23	4	5	nsubj														
prosvě´tilь	просвѣ́тиль	prosvětilъ	prosvětja	Vmp--se		23	5	0	root					1									
sьs'+	сьс͛+	sъsъ	s	Si		23	6	7	case														
póstь	по́сть	postъ	post	Nmsnn		23	7	5	obl														
mnw^go	мнѡ̂го	mnogo	mnogo	R		23	8	9	amod														
dobrinỳ,	добрины̀,	dobrini	dobrina	Nfpnn		23	9	7	conj														
																							
zatová+	затовá+	zatova	zatova	C		24	1	4	cc				for that reason he was canonized										
se	се	se	se	Px---a		24	2	4	expl														
i+	и+	i	i	C		24	3	4	cc														
postỳ.	посты̀.	posti	posvětja	Vmia3se		24	4	0	root					1									
																							
i+	и+	i	i	C		25	1	9	cc				and his relics cause a lot of miraculous healing until today										
njégovy	нѥ́говы	njegovi	negov	Afpnn		25	2	3	amod	poss													
móšti	мо́щи	mošti	mošt	Nfpnn		25	3	9	nsubj														
i+	и+	i	i	C		25	4	9	cc														
do+	до+	do	do	Sg		25	5	6	case														
dnéska	дне́ска	dneska	dnes	R		25	6	9	obl														
čjúdno	чю́дно	čjudno	čjuden	Ansnn		25	7	8	amod														
iscěljénïe	исцѣлѥ́нїе	iscěljenie	izcelenie	Nnsnn		25	8	9	obj					1									
čínjatь.	чи́нꙗть.	činjatъ	činja	Vmip3pi		25	9	0	root														
																							
I+	И+	I	i	C		26	1	9	cc				and St Petka, since she buried her parents, she gave them their due well									4	Desert Life
staa	стаа	staa	světi	Afsny		26	2	3	amod														
pét'ka	пе́т͛ка	petъka	Petka	Nfsny		26	3	9	nsubj														
wt+	ѿ+	ot	ot	Sg		26	4	5	case														
katô	като̂	kato	kato	C		26	5	6	mark														
pogrébe	погре́бе	pogrebe	pogreba	Vmia3se		26	6	9	advcl					1									
rodítelje	роди́телѥ	roditelje	roditel	Nmpny		26	7	5	obj														
svoì,	своѝ,	svoi	svoi	Ampnn		26	8	6	amod	poss													
wtredí+	ѿреди́+	otredi	otreždam	Vmia3se		26	9	0	root							Demina et al. 641: otredjavam 'otreždam, otdeljam nešto za njakogo, opredeljam'							
gy	гы	gi	te	Pp3-pa		26	10	9	obj														
dobrě`.	добрѣ̀.	dobrě	dobre	R		26	11	9	advmod														
																							
togázi	тогáзи	togazi	togazi	Pr		27	1	2	advmod				then she began with fasting, and bowing, and staying awake	1									
započè	започѐ	započe	započna	Vmia3se		27	2	0	root														
póstь	по́сть	postъ	post	Nmsnn		27	3	2	obj														
i+	и+	i	i	C		27	4	5	cc														
metánïe,	метáнїе,	metanie	metanie	Nnsnn		27	5	3	conj														
i+	и+	i	i	C		27	6	7	cc														
bdě´nïe.	бдѣ́нїе.	bděnie	bděnie	Nnsnn		27	7	5	conj														
																							
I+	И+	I	i	C		28	1	2	cc				and it came to her mind (ʺit wanted to herʺ) as an apostolic law										
poré_vna+	поре́_вна+	porevna	porevna	Vmia3se		28	2	0	root					1		Demina et al. 717: porevna 'priiska mi se, porevne se mi nešto'							
ĭ+	й+	i	tja	Pp3fsd		28	3	2	obl	iobj													
se	се	se	se	Px---a		28	4	2	expl														
katô	като̂	kato	kato	C		28	5	7	mark														
apstlьskyʺ	апстльскы̏	apstlъskii	apostolski	Amsny		28	6	7	amod														
zákonь.	зáконь.	zakonъ	zakon	Nmsnn		28	7	2	advcl														
																							
i+	и+	i	i	C		29	1	6	cc				and she laid herself on the ground without a bed										
ná+	нá+	na	na	Sl		29	2	3	case														
zemlja	землꙗ	zemlja	zemja	Nfsnn		29	3	6	obl	lat				1									
bez'+	без͛+	bezъ	bez	Sg		29	4	5	case														
postélja	посте́лꙗ	postelja	postelja	Nfsnn		29	5	6	obl							Demina et al. 726: postelja 'mjasto za spane, leglo'							
légnuvaše.	ле́гнꙋваше.	legnuvaše	legna	Vmii3se		29	6	0	root														
																							
I+	И+	I	i	C		30	1	7	cc				and then her heart was filled by a divine thought			Vuković 1536: wt+ soúdou+ že í+ bžstьvnymь ráždeg'ši (se) žélaniemь.							
wt+	ѿ+	ot	ot	Sg		30	2	3	case														
túka	тꙋ́ка	tuka	tuka	R		30	3	7	advmod														
pákь+	пáкь+	pakъ	pak	R		30	4	7	advmod														
ì+	ѝ+	i	tja	Pp3fsd		30	5	7	obl	iobj								stě´i pét'ki	стѣ́и пе́т͛ки				
se	се	se	se	Px---a		30	6	7	expl					2									
isplь´ni	испль́ни	isplъni	izpъlnja	Vmia3se		30	7	0	root		97v	/img/petka/ljub_97v.jpg											
srdcé+	срдце́+	srdce	sъrdce	Nnsnn		30	8	7	nsubj														
to	то	to	tъ	Pd-nsn		30	9	8	det	p_nom													
na+	на+	na	na	Sa		30	10	11	case														
míslь	ми́сль	mislъ	misъl	Nfsnn		30	11	7	obl														
bžst'vnaa	бжст͛внаа	bžstъvnaa	božestven	Afsny		30	12	11	amod														
da+	да+	da	da	C		30	13	14	mark				to go into the desert										
íde	и́де	ide	ida	Vmip3si		30	14	11	acl														
vъ	въ	vъ	v	Sa		30	15	16	case					1									
pústynja.	пꙋ́стынꙗ.	pustinja	pustinja	Nfsnn		30	16	14	obl	lat													
																							
i+	и+	i	i	C		31	1	2	cc				and she ran from there										
pobě´gna	побѣ́гна	poběgna	poběgna	Vmia3se		31	2	0	root														
wt+	ѿ+	ot	ot	Sg		31	3	4	case														
támo,	тáмо,	tamo	tamo	R		31	4	2	advmod														
																							
i+	и+	i	i	C		32	1	2	cc				and went to the desert										
wtidè	ѿидѐ	otide	otida	Vmia3se		32	2	0	root														
vь+	вь+	vъ	v	Sa		32	3	4	case														
pústy_nja,	пꙋ́сты_нꙗ,	pustinja	pustinja	Nfsnn		32	4	2	obl	lat				1									
																							
i+	и+	i	i	C		33	1	3	cc				and an angelic host lived there										
tamo	тамо	tamo	tamo	R		33	2	3	advmod														
prěbývaše	прѣбы́ваше	prěbivaše	prebivam	Vmii3si		33	3	0	root														
aggl'skyi	аггл͛скыи	agglъskii	angelski	Amsny		33	4	5	amod														
čínь.	чи́нь.	činъ	čin	Nmsnn		33	5	3	nsubj														
																							
i+	и+	i	i	C		34	1	2	cc				and (it?) followed her example as (if she were) Elijah or (ʺasʺ) John the Baptist										
po_drьža+	по_дрьжа+	podrъža	podraža	Vmia3si		34	2	0	root					1		Demina et al. 689: podražatel 'lice, koeto sledva primera na njakogo'							
ì	ѝ	i	tja	Pp3fsd		34	3	2	obl	iobj													
katô	като̂	kato	kato	C		34	4	5	mark														
ilï´a,	илḯа,	ilia	Ilija	Nmsny		34	5	2	advcl														
i+	и+	i	i	C		34	6	8	cc														
katô	като̂	kato	kato	C		34	7	8	mark														
ıwánna	ıѡáнна	ioanna	Ioann	Nmsgy		34	8	5	conj														
krstlja.	крстлꙗ.	krstlja	Krъstitel	Nmsgy		34	9	8	appos					1									
																							
pos,	пос,	pos	post	Nmsnn		35	1	11	appos				fasting, staying awake, bowing and tears, cold and heat - she endured everything										
i+	и+	i	i	C		35	2	3	cc														
bdě´nïe,	бдѣ́нїе,	bděnie	bděnie	Nnsnn		35	3	1	conj														
i+	и+	i	i	C		35	4	5	cc														
metánïe,	метáнїе,	metanie	metanie	Nnsnn		35	5	3	conj														
i+	и+	i	i	C		35	6	7	cc														
slь´zy,	сль́зы,	slъzi	sъlza	Nfpnn		35	7	5	conj														
stúdь,	стꙋ́дь,	studъ	stud	Nmsnn		35	8	7	conj														
i+	и+	i	i	C		35	9	10	cc														
pékь,	пе́кь,	pekъ	pek	Nmsnn		35	10	8	conj					1									
síčko	си́чко	sičko	sičko	Pi		35	11	12	obj														
trьpě´še.	трьпѣ́ше.	trъpěše	tъrpja	Vmii3si		35	12	0	root														
																							
i+	и+	i	i	C		36	1	2	cc				and ate grass instead of food										
vьkúsjuvaše	вькꙋ́сюваше	vъkusjuvaše	vkusjavam	Vmii3si		36	2	0	root														
trě´va	трѣ́ва	trěva	trěva	Nfsnn		36	3	2	obj														
mě´sto	мѣ́сто	město	vměsto	Sg		36	4	5	mark					1									
jástïe,	ꙗ́стїе,	jastie	jastie	Nnsnn		36	5	2	acl														
i+	и+	i	i	C		36	6	7	mark				and (even) that (only) a little in the evening										
tò	то̀	to	to	Qd		36	7	3	acl														
po+	по+	po	po (2)	Qc		36	8	9	amod														
mál'ko	мáл͛ко	malъko	malko	R		36	9	7	amod														
ná+	нá+	na	na	Sa		36	10	11	case														
večrь.	вечрь.	večrъ	večer	Nfsnn		36	11	7	obl	loc													
																							
i+	и+	i	i	C		37	1	4	cc				and she prayed (ʺdid prayerʺ) perpetually										
mlba	млба	mlba	molba	Nfsnn		37	2	4	obj							Demina et al. 490: molba '1. obrъštenie kъm njakogo s njakakvo iskane, prosba, 2. molitva, obrъštenie s iskane nešto kъm Boga i svetcite'							
neprěstá_nno	непрѣстá_нно	neprěstanno	neprestanno	R		37	3	4	advmod					1									
číněše.	чи́нѣше.	činěše	činja	Vmii3si		37	4	0	root														
																							
i+	и+	i	i	C		38	1	4	cc				and she wouldn't have a thought about the world (?)										
níčto	ни́что	ničto	ničto	Pz---n		38	2	4	advmod														
da+	да+	da	da	C		38	3	2	fixed														
ímaše	и́маше	imaše	imam	Vmii3si		38	4	0	root														
míslь	ми́сль	mislъ	misъl	Nfsnn		38	5	4	obj														
za+	за+	za	za	Sa		38	6	8	case														
tóĭ_zi	то́й_зи	toizi	tozi	Pd-msn		38	7	8	det	ext				1									
svě´tь,	свѣ́ть,	světъ	svět	Nmsnn		38	8	4	obl														
ilì	илѝ	ili	ili	C		38	9	12	cc				nor about good clothes to wear										
za+	за+	za	za 	Sa		38	10	12	case														
dobrà	добрà	dobra	dobъr	Afsnn		38	11	12	amod														
odéžda	оде́жда	odežda	odežda	Nfsnn		38	12	8	conj														
da+	да+	da	da	C		38	13	15	mark														
sè	сѐ	se	se	Px---a		38	14	15	expl														
oblěčè.	облѣчѐ.	oblěče	obleka	Vmip3se		38	15	12	acl					1									
ilì	илѝ	ili	ili	C		38	16	18	cc				nor about a house and goods and wealth										
za+	за+	za	za	Sa		38	17	18	case														
dómь	до́мь	domъ	dom	Nmsnn		38	18	12	conj														
i+	и+	i	i	C		38	19	21	cc														
za+	за+	za	za	Sa		38	20	21	case														
stóka	сто́ка	stoka	stoka	Nfsnn		38	21	18	conj														
i+	и+	i	i	C		38	22	24	cc														
za+	за+	za	za	Sa		38	23	24	case														
imánïe.	имáнїе.	imanie	imanie	Nnsnn		38	24	21	conj														
																							
àmì+	àмѝ+	ami	ami	C		39	1	8	cc				but only her eyes were filled by tears and prayers to God										
tь´kmo	ть́кмо	tъkmo	tъkmo	R		39	2	8	advmod					1									
ꙫčí+	ꙫчи́+	oči	oko	Nndnn		39	3	8	nsubj														
tě+	тѣ+	tě	tъ	Pd-ndn		39	4	3	det	p_nom													
