text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
staa	стаа	staa	svęti	Afsny		9	2	5	amod														
i+	и+	i	i	C		9	3	4	cc														
prpdbnaa	прпдбнаа	prpdbnaa	prepodoben	Afsny		9	4	2	conj														
pétka	пе́тка	petka	Petka	Nfsny		9	5	6	nsubj														
bě´še	бѣ́ше	běše	sъm	Vmii3s		9	6	0	root					1									
wt+	ѿ+	ot	ot	Sg		9	7	8	case														
mě´sto	мѣ́сто	město	město	Nnsnn		9	8	6	obl														
epϋváti.	епѷвáти.	epѵvati	Epivati	Nmpnn		9	9	8	appos														
																							
wtcь	ѿць	otcъ	otec	Nmsny		10	1	7	nsubj				her father and her mother were good and pious										
neínь	неи́нь	neinъ	nein	Amsnn		10	2	1	amod														
i	и	i	i	C		10	3	4	cc					1									
maika+	маика+	maika	maika	Nfsny		10	4	1	conj														
i	и	i	tja	Pp3fsd		10	5	4	nmod														
bě´xa	бѣ́ха	běxa	sъm	Vmii3p		10	6	7	cop														
dóbryi	до́брыи	dobrii	dobъr	Ampnn		10	7	0	root														
i+	и+	i	i	C		10	8	9	cc														
blgočьstivïi.	блгочьстивїи.	blgočъstivii	blagočestiv	Ampny		10	9	7	conj					1		Demina et al. 44: blagočestiv 'kojto živee spored normite na xristijanskija moral, nabožen'							
																							
i+	и+	i	i	C		11	1	2	cc				and they lived (ʺwalkedʺ) according to Divine Commandment(s)										
xodě´xa	ходѣ́ха	xoděxa	xodja	Vmii3p		11	2	0	root														
po+	по+	po	po	Sl		11	3	5	case														
bžïi	бжїи	bžii	božii	Amsny		11	4	5	amod														
zapově´dь.	заповѣ́дь.	zapovědъ	zapoved	Nmsnn		11	5	2	obl														
																							
mlstinja	млстинꙗ	mlstinja	milostinja	Nfsnn		12	1	2	obj				(they) performed deeds of mercy	1									
číněxa	чи́нѣха	činěxa	činja	Vmii3p		12	2	0	root														
																							
i+	и+	i	i	C		13	1	4	cc				and (also) other good deeds were (done) by them										
drúgïi	дрꙋ́гїи	drugii	drug	Afpnn		13	2	3	amod														
dobríny	добри́ны	dobrini	dobrina	Nfpnn		13	3	4	nsubj														
bě´xa	бѣ́ха	běxa	sъm	Vmii3p		13	4	0	root														
u+	ꙋ+	u	u	Sg		13	5	6	case														
těx.	тѣх.	těx	tě	Pp3-pg		13	6	4	obl					1									
																							
i+	и+	i	i	C		14	1	2	cc				and they gave birth to this pure, Christ's dove and maiden										
rodíxa	роди́ха	rodixa	rodja	Vmii3p		14	2	0	root														
tazì	тазѝ	tazi	tazi	Pd-fsn		14	3	7	det														
čísta	чи́ста	čista	čist	Afsnn		14	4	7	amod														
i+	и+	i	i	C		14	5	6	cc														
xva	хва	xva	Xristov	Afsnn		14	6	4	conj	poss													
golubïca	голꙋбїца	golubica	golubica	Nfsny		14	7	2	obj					1									
i+	и+	i	i	C		14	8	9	cc														
dvca.	двца.	dvca	děvica	Nfsny		14	9	7	conj														
																							
i+	и+	i	i	C		15	1	2	cc				and they gave birth also to another male (child), his name (was) Euthymius										
rodíxa	роди́ха	rodixa	rodja	Vmii3p		15	2	0	root														
i+	и+	i	i	C		15	3	5	cc														
drúgo	дрꙋ́го	drugo	drug	Ansnn		15	4	5	amod														
múžьsko,	мꙋ́жьско,	mužъsko	mužki	Ansnn		15	5	2	obj														
i_me+	и_ме+	ime	ime	Nnsnn		15	6	9	nsubj					1									
tó+	то́+	to	tъ	Pd-nsn		15	7	6	det	p_nom													
mu	мꙋ	mu	toi	Pp3msd		15	8	6	nmod	poss													
év'tϋmïe,	е́в͛тѷмїе,	evtѵmie	Evtimij	Nmsvy		15	9	5	acl														
štò	що̀	što	što	Pr		15	10	11	mark				who finally became the bishop of Madit (Matidia?)										
biʺ	биʺ	bi	bъda	Vmia3s		15	11	5	acl														
na+	на+	na	na	Sa		15	12	13	case														
mádïtь	мáдїть	maditъ	Madit	Nmsnn		15	13	14	nmod	poss				1									
épskpь	е́пскпь	epskpъ	episkop	Nmsny		15	14	11	obj														
																							
I+	И+	i	i	C		16	1	2	cc				and (the parents) tought them to fear God and His law (ʺthe fear of God and the lawʺ) well										
naúčixa+	наꙋ́чиха+	naučixa	nauča	Vmii3p		16	2	0	root														
gy	гы	gi	tě	Pp3-pa		16	3	2	obj														
na+	на+	na	na	Sa		16	4	5	case														
strax	страх	strax	strax	Nmsnn		16	5	2	obl														
bžïi,	бжїи,	bžii	božii	Amsnn		16	6	5	amod					2									
i+	и+	i	i	C		16	7	9	cc		31v	/img/petka/709_31v.jpg											
na+	на+	na	na	Sa		16	8	9	case														
zákonь	зáконь	zakonъ	zakon	Nmsnn		16	9	5	conj														
dóbrě	до́брѣ	dobrě	dobrě	R		16	10	2	advmod														
																							
i+	и+	i	i	C		17	1	2	cc				and they died (ʺpresented themselvesʺ, i.e. to God)										
prěstávixa+	прѣстáвиха+	prěstavixa	prěstavja	Vmii3pe		17	2	0	root														
se.	се.	se	se	Px---a		17	3	2	expl														
																							
i+	и+	i	i	C		18	1	2	cc				and St Petka remained with her brother Euthymius, who became the bishop of Madit	1									
ósta	о́ста	osta	ostana	Vmia3s		18	2	0	root														
sta	ста	sta	svęt	Afsnn		18	3	4	amod														
pétka,	пе́тка,	petka	Petka	Nfsny		18	4	2	nsubj														
sъs'+	със͛+	sъs	s	Si		18	5	6	case														
bráta+	брáта+	brata	brat	Nmsgy		18	6	2	obl														
si	си	si	se	Px---d		18	7	6	nmod	poss													
eϋtí_mïa	еѷти́_мїа	eѵtimia	Evtimii	Nmsgy		18	8	6	appos					1									
déto	де́то	deto	deto	Pr		18	9	10	mark														
bi	би	bi	bъda	Vmia3s		18	10	6	acl														
épskpь	е́пскпь	epskpъ	episkop	Nmsny		18	11	10	obj														
na+	на+	na	na	Sa		18	12	13	case														
madítь,	мади́ть,	maditъ	Madit	Nmsnn		18	13	11	nmod	poss													
																							
i+	и+	i	i	C		19	1	5	cc				and he did many miracles there										
tói	то́и	toi	toi	Pp3msn		19	2	5	nsubj					1									
mnógo	мно́го	mnogo	mnogo	R		19	3	4	amod														
čjúdo	чю́до	čjudo	čudo	Nnsnn		19	4	5	obj														
pokáza	покáза	pokaza	pokaža	Vmia3s		19	5	0	root														
támo.	тáмо.	tamo	tamo	R		19	6	5	advmod														
																							
zaštò	защо̀	zašto	zaštoto	C		20	1	3	cc				because he had shone with his fasting and many good deeds as well (?)	1									
bě´še	бѣ́ше	běše	sъm	Vmii3s		20	2	3	aux	pprf													
prosvě´tilь	просвѣ́тиль	prosvětilъ	prosvětja	Vmp--se	Amsnn	20	3	0	root														
sъs'+	със͛+	sъs	s	Si		20	4	5	case														
póstь.	по́сть.	postъ	post	Nmsnn		20	5	3	obl														
i+	и+	i	i	C		20	6	8	cc														
mnógo	мно́го	mnogo	mnogo	R		20	7	8	amod					1									
dobríny.	добри́ны.	dobrini	dobrina	Nfpnn		20	8	5	conj														
																							
zatovà+	затовà+	zatova	zatova	C		21	1	4	cc				for that reason his relics were sanctified										
sa	са	sa	se	Px---a		21	2	4	expl														
i+	и+	i	i	C		21	3	4	cc														
postixa	постиха	postixa	posvętja	Vmii3p		21	4	0	root														
negó_vi	него́_ви	negovi	negov	Nfpnn		21	5	6	amod	poss				1									
móšti,	мо́щи,	mošti	mošti	Nfpnn		21	6	4	nsubj														
																							
i	и	i	i	C		22	1	6	cc				and they cause a lot of miraculous healing until today										
do+	до+	do	do	Sg		22	2	3	case														
dnéska	дне́ска	dneska	dnes	R		22	3	6	obl														
čjúdno	чю́дно	čjudno	čjuden	Ansnn		22	4	5	amod														
iscě_lénïe	исцѣ_ле́нїе	iscěljenie	izcelenie	Nnsnn		22	5	6	obj					1									
čině´tь.	чинѣ́ть.	činětъ	činja	Vmip3p		22	6	0	root														
																							
I	И	i	i	C		23	1	9	cc				and St Petka, since she buried her parents, she gave them their due well									4	Desert Life
staa	стаа	staa	svęt	Afsny		23	2	3	amod														
pétka	пе́тка	petka	Petka	Nfsny		23	3	9	nsubj														
wt	ѿ	ot	ot	Sg		23	4	5	case					1									
káto	кáто	kato	kato	C		23	5	6	mark														
pogrébe	погре́бе	pogrebe	pogreba	Vmia3s		23	6	9	advcl														
rodíteli	роди́тели	roditeli	roditel	Nmpny		23	7	5	obj														
svói.	сво́и.	svoi	svoi	Amsnn		23	8	6	amod	poss													
wtre_dí+	ѿре_ди́+	otredi	otreždam	Vmia3s		23	9	0	root					1		Demina et al. 641: otredjavam 'otreždam, otdeljam nešto za njakogo, opredeljam'							
gy	гы	gi	tě	Pp3-pa		23	10	9	obj														
dobrě`	добрѣ̀	dobrě	dobrě	R		23	11	9	advmod														
																							
togázi	тогáзи	togazi	togazi	Pr		24	1	2	advmod				then she began with fasting, and meditation, and staying awake										
započè	започѐ	započe	započna	Vmia3s		24	2	0	root														
pos	пос	pos	post	Nmsnn		24	3	2	obj					1									
i+	и+	i	i	C		24	4	5	cc														
metánïe	метáнїе	metanie	metanie	Nnsnn		24	5	3	conj														
i+	и+	i	i	C		24	6	7	cc														
bděnïe.	бдѣнїе.	bděnie	bděnie	Nnsnn		24	7	5	conj														
																							
i+	и+	i	i	C		25	1	2	cc				and it came to her mind (ʺit wanted to herʺ) as an apostolic law										
porevna+	поревна+	porevna	porevna	Vmia3se		25	2	0	root							Demina et al. 717: porevna 'priiska mi se, porevne se mi nešto'							
í+	и́+	i	tja	Pp3fsd		25	3	2	obl	iobj													
se	се	se	se	Px---a		25	4	2	expl														
ká_to	кá_то	kato	kato	C		25	5	7	mark					1									
ápslьsky	áпсльскы	apslъski	apostolski	Amsny		25	6	7	amod														
zakónь	зако́нь	zakonъ	zakon	Nmsnn		25	7	2	advcl														
																							
i+	и+	i	i	C		26	1	6	cc				and she laid herself on the ground without a bed										
na+	на+	na	na	Sa		26	2	3	case														
zémlja	зе́млꙗ	zemlja	zemlja	Nfsnn		26	3	6	obl	lat													
be_z'+	бе_з͛+	bez	bez	Sg		26	4	5	case					1									
postelja	постелꙗ	postelja	postelja	Nfsnn		26	5	6	obl														
legnuváše.	легнꙋвáше.	legnuvaše	legnuva	Vmii3si		26	6	0	root														
																							
i+	и+	i	i	C		27	1	7	cc				and then her heart was filled by a divine thought										
wt+	ѿ+	ot	ot	Sg		27	2	3	case														
túka	тꙋ́ка	tuka	tuka	R		27	3	7	advmod														
pa_kь+	па_кь+	pakъ	pak	R		27	4	7	advmod					1									
í+	и́+	i	i	C		27	5	7	obl	iobj													
sa	са	sa	se	Px---a		27	6	7	expl														
isplьny	испльны	isplъni	izpъlnja	Vmia3se		27	7	0	root														
srdce+	срдце+	srdce	sъrdce	Nnsnn		27	8	7	nsubj														
to	то	to	tъ	Pd-nsn		27	9	8	det	p_nom													
na+	на+	na	na	Sa		27	10	11	case														
míslь	ми́сль	mislъ	misъl	Nfsnn		27	11	7	obl					1									
bžstvna	бжствна	bžstvna	božestven	Afsnn		27	12	11	amod														
da+	да+	da	da	C		27	13	14	mark				to go into the desert										
íde	и́де	ide	ida	Vmip3se		27	14	11	acl														
vь+	вь+	vъ	v	Sa		27	15	16	case														
pústinja	пꙋ́стинꙗ	pustinja	pustinja	Nfsnn		27	16	14	obl	lat													
																							
i+	и+	i	i	C		28	1	2	cc				and she ran from there										
pobě´_gna	побѣ́_гна	poběgna	poběgna	Vmia3se		28	2	0	root					1									
wt+	ѿ+	ot	ot	Sg		28	3	4	case														
támo	тáмо	tamo	tamo	R		28	4	2	advmod														
																							
i+	и+	i	i	C		29	1	2	cc				and went to the desert										
wtide	ѿиде	otide	otida	Vmia3s		29	2	0	root														
na+	на+	na	na	Sa		29	3	4	case														
pústinja.	пꙋ́стинꙗ.	pustinja	pustinja	Nfsnn		29	4	2	obl	lat				1									
																							
i+	и+	i	i	C		30	1	3	cc				and an angelic host lived there										
támo	тáмо	tamo	tamo	R		30	2	3	advmod														
prěbívaše	прѣби́ваше	prěbivaše	prebivam	Vmii3si		30	3	0	root														
agglьsky	аггльскы	agglъski	angelski	Amsny		30	4	5	amod														
čínь.	чи́нь.	činъ	čin	Nmsnn		30	5	3	nsubj					1									
																							
i+	и+	i	i	C		31	1	2	cc				and (it?) followed her example as (if she were) Elijah or (ʺasʺ) John the Baptist										
podrážja+	подрáжꙗ+	podražja	podraža	Vmia3si		31	2	0	root							Demina et al. 689: podražatel 'lice, koeto sledva primera na njakogo'							
i	и	i	tja	Pp3fsd		31	3	2	obl	iobj													
katô	като̂	kato	kato	C		31	4	5	mark														
ılïa	ıлїа	ılia	Ilija	Nmsny		31	5	2	advcl														
ili	или	ili	ili	C		31	6	8	cc														
katô	като̂	kato	kato	C		31	7	8	mark														
i_w´anь	и_ѡ́ань	ioanъ	Ioann	Nmsny		31	8	5	conj					1									
krstlь	крстль	krstlъ	Krъstitel	Nmsny		31	9	8	appos														
pos	пос	pos	post	Nmsnn		31	10	2	obl				(with) fasting, staying awake, meditation and tears										
bdě´nïe	бдѣ́нїе	bděnie	bděnie	Nnsnn		31	11	10	conj														
i+	и+	i	i	C		31	12	13	cc														
metánïe	метáнїе	metanie	metanie	Nnsnn		31	13	11	conj					1									
i+	и+	i	i	C		31	14	15	cc														
slьzì	сльзѝ	slъzi	sъlza	Nfpnn		31	15	13	conj														
																							
stúdь	стꙋ́дь	studъ	stud	Nmsnn		32	1	4	appos				cold and heat - she endured everything										
i+	и+	i	i	C		32	2	3	cc														
pékь	пе́кь	pekъ	pek	Nmsnn		32	3	1	conj														
síčko	си́чко	sičko	vsičko	Nnsnn		32	4	5	obj														
trъ_pě´še	тръ_пѣ́ше	trъpěše	tъrpja	Vmii3si		32	5	0	root					2									
																							
vьkusjúvaše	вькꙋсю́ваше	vъkusjuvaše	vkusjavam	Vmii3si		33	1	0	root		32r	/img/petka/709_32r.jpg	she ate grass instead of food					stěi pétki	стѣи пе́тки	*nź*	·нѕ·		
trě´va	трѣ́ва	trěva	treva	Nfsnn		33	2	1	obj														
mě´sto	мѣ́сто	město	vměsto	Sg		33	3	4	case					1									
jastïe,	ꙗстїе,	jastie	jastie	Nnsnn		33	4	1	acl														
i+	и+	i	i	C		33	5	6	mark														
tò	то̀	to	to	Qd		33	6	4	acl				and (even) that (only) a little in the evening										
po+	по+	po	po (2)	Qc		33	7	8	amod														
mal'ko	мал͛ко	malko	malko	R		33	8	10	amod														
na+	на+	na	na	Sa		33	9	10	case														
včerь.	вчерь.	včerъ	večer	Nfsnn		33	10	6	obl	loc													
																							
i+	и+	i	i	C		34	1	4	cc				and she prayed (ʺdid prayerʺ) perpetually										
mlba	млба	mlba	molba	Nfsnn		34	2	4	obj					1		Demina et al. 490: molba '1. obrъštenie kъm njakogo s njakakvo iskane, prosba, 2. molitva, obrъštenie s iskane nešto kъm Boga i svetcite'							
neprěstánno	непрѣстáнно	neprěstanno	neprestanno	R		34	3	4	advmod														
číněše.	чи́нѣше.	činěše	činja	Vmii3si		34	4	0	root														
																							
i+	и+	i	i	C		35	1	4	cc				and she wouldn't have a thought about the world (?)										
nìčtô	нѝчто̂	ničto	ničto	Qz		35	2	4	advmod														
da+	да+	da	da	C		35	3	2	fixed														
imá_še	имá_ше	imaše	imam	Vmii3si		35	4	0	root					1									
míslь	ми́сль	mislъ	misъl	Nfsnn		35	5	4	obj														
za+	за+	za	za	Sa		35	6	7	case														
mírь,	ми́рь,	mirъ	mir	Nmsnn		35	7	4	obl														
ilì	илѝ	ili	ili	C		35	8	11	cc				nor about good clothes to wear										
za+	за+	za	za 	Sa		35	9	11	case														
dobrà	добрà	dobra	dobъr	Afsnn		35	10	11	amod														
wdé_žda.	ѡде́_жда.	odežda	odežda	Nfsnn		35	11	7	conj					1									
da+	да+	da	da	C		35	12	14	mark														
sè	сѐ	se	se	Px---a		35	13	14	expl														
wbléče	ѡбле́че	obleče	obleka	Vmip3se		35	14	11	acl														
ilì	илѝ	ili	ili	C		35	15	17	cc				nor about a house and goods and wealth										
za+	за+	za	za	Sa		35	16	17	case														
dómь.	до́мь.	domъ	dom	Nmsnn		35	17	11	conj														
ili+	или+	ili	i	C		35	18	19	cc					1									
za+	за+	za	za	Sa		35	19	20	case														
stóka,	сто́ка,	stoka	stoka	Nfsnn		35	20	17	conj														
ili+	или+	ili	i	C		35	21	23	cc														
za+	за+	za	za	Sa		35	22	23	case														
imanïe.	иманїе.	imanie	imanie	Nnsnn		35	23	20	conj														
																							
amì	амѝ	ami	ami	C		36	1	8	cc				but only her eyes were filled by tears and prayers to God										
tьkmô	тькмо̂	tъkmo	tъkmo	R		36	2	8	advmod					1									
ꙫ´či+	ꙫ́чи+	oči	oko	Nndnn		36	3	8	nsubj														
te+	те+	te	tъ	Pd-ndn		36	4	3	det	p_nom													
i	и	i	tja	Pp3fsd		36	5	3	nmod														
bě´xa	бѣ́ха	běxa	sъm	Vaii3pi		36	6	8	cop														
slь´zy	сль́зы	slъzi	sъlza	Nfpnn		36	7	8	obl														
naplь´nény	напль́не́ны	naplъneni	napъlnja	Vmp--pe	Andnn	36	8	0	root														
i+	и+	i	i	C		36	9	10	cc					1									
mlba	млба	mlba	molba	Nfsnn		36	10	7	conj														
na+	на+	na	na	Sa		36	11	12	case														
ba.	ба.	ba	bog	Nmsgy		36	12	10	nmod														
																							
i+	и+	i	i	C		37	1	4	cc				and all of her thoughts were the hope of the Lord God										
síčka	си́чка	sička	vsičъk	Afsnn		37	2	3	amod														
míslь	ми́сль	mislъ	misъl	Nfsnn		37	3	4	nsubj														
bě´še	бѣ́ше	běše	sъm	Vmii3si		37	4	0	root														
i	и	i	tja	Pp3fsd		37	5	3	nmod	poss				1									
nadéžda	наде́жда	nadežda	nadežda	Nfsnn		37	6	4	obl	pred													
na+	на+	na	na	Sa		37	7	8	case														
ga	га	ga	gospod	Nmsgy		37	8	4	obl	iobj													
ba.	ба.	ba	bog	Nmsgy		37	9	8	appos														
																							
i+	и+	i	i	C		38	1	2	cc				and she thought about the Second Coming, about the Divine Judgment										
pomisljúvaše	помислю́ваше	pomisljuvaše	pomisljuvam	Vmii3si		38	2	0	root					1									
za+	за+	za	za	Sa		38	3	5	case														
vtóro	вто́ро	vtoro	vtori	Ansnn		38	4	5	amod														
prišь´stvïe	пришь́ствїе	prišъstvie	prišъstvie	Nnsnn		38	5	2	obl														
xvo.	хво.	xvo	Xristov	Ansnn		38	6	5	amod	poss													
za+	за+	za	za	Sa		38	7	9	case														
bžïi	бжїи	bžii	božii	Anpnn		38	8	9	amod					1									
súdь.	сꙋ́дь.	sudъ	sъd	Nmsnn		38	9	5	conj														
i+	и+	i	i	C		38	10	14	cc				and how to decorate her soul, to meet Christ the God with a decorated (prepared) lamp										
kákь	кáкь	kakъ	kak	Pq		38	11	14	mark														
da+	да+	da	da	C		38	12	11	fixed														
sì	сѝ	si	se	Px---d		38	13	14	expl														
ukrasì	ꙋкрасѝ	ukrasi	ukrasja	Vmip3se		38	14	2	advcl														
