text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
misia	мисиа	misia	Misia	Nfsnn		8	14	11	conj	loc													
i+	и+	i	i	C		8	15	17	cc														
na+	на+	na	na	Sl		8	16	17	case														
dalmati.	далмати.	dalmati	Dalmatia	Nfsnn		8	17	14	conj	loc													
i+	и+	I	i	C		8	18	23	cc				And not only there, but also everywhere else										
ne+	не+	ne	ne 	Qz		8	19	23	amod														
tkmo	ткмо	tkmo	tъkmo	R		8	20	23	amod														
po+	по+	po	po	Sl		8	21	23	amod														
tia	тиа	tia	toja	Pd-npn		8	22	23	det	ext													
mesta	места	mesta	mesto	Nnpnn		8	23	17	conj	loc													
nь+	нь+	nъ	no	C		8	24	27	cc														
i+	и+	i	i	C		8	25	24	fixed														
po-	по-	po	po	Sl		8	26	27	case					1									
vsudu.	всꙋдꙋ.	vsudu	vsjudu	R		8	27	23	conj	loc													
																							
našь	нашь	našъ	naš	Amsnn		9	1	2	amod				Our mind cannot reach and our language cannot tell of all her miracles and the difficulties and tears										
umь	ꙋмь	umъ	um	Nmsnn		9	2	5	nsubj														
ne+	не+	ne	ne	Qz		9	3	5	advmod														
možetь	можеть	možetъ	moga	Vaip3si		9	4	5	aux														
razumeti.	разꙋмети.	razumeti	razuměja	Vmn---i		9	5	0	root														
i+	и+	i	i	C		9	6	10	cc														
ezikь	езикь	ezikъ	ezik	Nmsnn		9	7	10	nsubj														
ne+	не+	ne	ne	Qz		9	8	9	advmod														
može-tь	може-ть	možetъ	moga	Vaip3s		9	9	10	aux					1									
skazati,	сказати,	skazati	iskaža	Vmn---e		9	10	5	conj														
neina	неина	neina	nein	Anpnn		9	11	12	amod	poss													
čudesa	чꙋдеса	čudesa	čudo	Nnpnn		9	12	5	obj														
koliko	колико	koliko	kolko	Pr		9	13	14	amod														
trudь	трꙋдь	trudъ	trud	Nmsnn		9	14	12	conj														
koliko	колико	koliko	kolko	Pq		9	15	16	amod														
slь-zi.	сль-зи.	slъzi	slъza	Nfpnn		9	16	14	conj					1									
																							
tъkmo	тъкмо	tъkmo	tъkmo	R		10	1	2	advmod				but only as much as our mind could comprehend										
koliko	колико	koliko	kolko	Pq		10	2	5	advmod														
našь	нашь	našъ	naš	Amsnn		10	3	4	amod														
umь	ꙋмь	umъ	um	Nmsnn		10	4	5	nsubj														
postignetь	постигнеть	postignetъ	postigna	Vmip3se		10	5	0	root														
																							
toliko	толико	toliko	toliko	Pr		11	1	3	advmod				so much did I, Euthymius, Patriarch of Tъrnovo, write 	1									
azь	азь	azъ	az	Pp1-sn		11	2	3	nsubj														
napisax	написах	napisax	napiša	Vmia3se		11	3	0	root														
evtimia	евтимиа	evtimia	Evtimii	Nmsoy		11	4	2	appos														
trьnovski	трьновски	trъnovski	trьnovski	Amsny		11	5	6	amod														
patriarxь	патриархь	patriarxъ	patriarx	Nmsny		11	6	4	appos														
																							
nъ+	нъ+	nъ	no	C		12	1	6	cc				But also you, blessed Christians, listen with attention										
i+	и+	i	i	C		12	2	1	fixed														
vi	ви	vi	vie	Pp2-pn		12	3	6	vocative					1									
blgsosloveni	блгсословени	blgsosloveni	blagosloven	Ampnn		12	4	5	amod														
xristiane	христиане	xristiane	xristianin	Nmpny		12	5	3	appos														
poslušaĭte,	послꙋшайте,	poslušaite	poslušam	Vmm2pe		12	6	0	root														
sьs	сьс	sъs	s	Si		12	7	8	case														
vьnimanïe.	вьниманїе.	vъnimanie	vъnimanie	Nnsnn		12	8	6	obl					1									
																							
Staę	Стаѧ	Staę	svęt	Afsny		13	1	3	amod				The Saint and Reverend Petka was from Epibates									3	Petka's Childhood
prepodobna	преподобна	prepodobna	pepodoban	Afsnn		13	2	3	amod														
mti	мти	mti	mati	Nfsny		13	3	5	nsubj														
petka.	петка.	petka	Petka	Nfsny		13	4	3	appos														
beše	беше	beše	sъm	Vmii3si		13	5	0	root														
wt+	ѿ+	ot	ot	Sg		13	6	7	case														
mesto	место	mesto	mesto	Nnsnn		13	7	5	obl	abl													
epi-vati.	епи-вати.	epivati	Epivat 	Nmpnn		13	8	7	appos					1									
																							
wtcь	ѿць	otcъ	otec	Nmsny		14	1	5	nsubj				Her father and mother were good Christians										
eĭ	ей	ei	tja	Pp3fsd		14	2	1	nmod	poss													
i	и	i	i	C		14	3	4	cc														
mati	мати	mati	mati	Nfsny		14	4	1	conj														
bexa	беха	bexa	sъm	Vmii3pi		14	5	0	root														
blgočestivi	блгочестиви	blgočestivi	blgočestiv	Ampnn		14	6	7	amod														
xristïane.	христїане.	xristiane	xristianin	Nmpny		14	7	5	obl	pred				1									
																							
xodexa	ходеха	xodexa	xodja	Vmii3pi		15	1	0	root				they lived (ʺwalkedʺ) according to the Lord's commandments										
po+	по+	po	po	Sl		15	2	3	case														
zapovedi	заповеди	zapovedi	zapoved	Nmpnn		15	3	1	obl	loc													
gsdni	гсдни	gdni	Gospoden	Ampnn		15	4	3	amod	poss													
																							
i+	и+	i	i	C		16	1	3	cc				and they were merciful										
bexa	беха	bexa	sъm	Vmii3pe		16	2	3	cop														
milostvi.	милостви.	milostvi	milostvi	Ampnn		16	3	0	root														
																							
xodexa	ходеха	xodexa	xodja	Vmii3p		17	1	0	root				they lived (ʺwalkedʺ) according to the God's commandments	1									
po+	по+	po	po	Sd		17	2	3	case														
zapovedi	заповеди	zapovedi	zapoved	Nmpnn		17	3	1	obl	loc													
bžii,	бжии,	bžii	božii	Ampnn		17	4	3	amod	poss													
																							
i+	и+	i	i	C		18	1	2	cc				and they gave birth to this pure maiden										
rodixa	родиха	rodixa	rodja	Vmii3pe		18	2	0	root														
taę	таѧ	taę	taja	Pd-fsn		18	3	5	det	ext													
čista	чиста	čista	čist	Afsnn		18	4	5	amod														
devica.	девица.	devica	devica	Nfsny		18	5	2	obj					1									
																							
rodixa	родиха	rodixa	rodja	Vmii3pe		19	1	0	root				they gave birth also to another, male child, his name was Euthymius										
i+	и+	i	i	C		19	2	5	amod														
drugo	дрꙋго	drugo	drug	Ansnn		19	3	5	amod														
mužko	мꙋжко	mužko	mužki	Ansnn		19	4	5	amod														
wtroče,	ѿроче,	otroče	otroče	Nnsny		19	5	1	obj														
ime	име	ime	ime	Nnsnn		19	6	8	nsubj														
emu	емꙋ	emu	toi	Pp3msd		19	7	6	nmod	poss													
evtimia,	евтимиа,	evtimia	Evtimii	Nmsoy		19	8	5	acl					1									
																							
i+	и+	i	i	C		20	1	2	cc				and he became the bishop of Matidia										
stana	стана	stana	stana	Vmia3se		20	2	0	root														
na+	на+	na	na	Sl		20	3	4	case														
maditь	мадить	maditъ	Madit	Nmsnn		20	4	6	nmod	poss													
grad	град	grad	grad	Nmsnn		20	5	4	appos														
episkopь.	епископь.	episkopъ	episkop	Nmsny		20	6	2	obl	pred													
																							
i+	и+	i	i	C		21	1	2	cc				And they taught them to fear God and His law										
naučixa+	наꙋчиха+	naučixa	nauča	Vmii3pe		21	2	0	root														
gi	ги	gi	gi	Pp3-pa		21	3	2	obj					1									
na+	на+	na	na	Sa		21	4	5	case														
strax	страх	strax	strax	Nmsnn		21	5	2	obl	iobj													
bžii	бжии	bžii	božii	Amsny		21	6	5	amod														
i+	и+	i	i	C		21	7	9	cc														
na+	на+	na	na	Sl		21	8	9	case														
zakonь	законь	zakonъ	zakon	Nmsnn		21	9	5	conj	iobj													
xristianski.	христиански.	xristianski	xristianski	Amsny		21	10	9	amod														
																							
i+	и+	i	i	C		22	1	4	cc				And her parents presented themselves (died)										
neini	неини	neini	nein	Ampnn		22	2	3	amod	poss													
ro-diteli	ро-дители	roditeli	roditel	Nmpny		22	3	4	nsubj					1									
prestavixa+	преставиха+	prestavixa	predstavjam	Vmii3pe		22	4	0	root														
se	се	se	se	Px---a		22	5	4	expl														
																							
i+	и+	i	i	C		23	1	2	cc				and (Petka) remained with her brother										
wstana	ѡстана	ostana	ostana	Vmia3se		23	2	0	root														
staę	стаѧ	staę	svęt	Afsny		23	3	2	nsubj														
sъs	със	sъsъ	s	Si		23	4	5	case														
brata	брата	brata	brat	Nmsny		23	5	2	obl														
svo-ego	сво-его	svoego	svoi	Amsgy		23	6	5	amod	poss				1									
eftimia.	ефтимиа.	eftimia	Evtimii	Nmsoy		23	7	5	appos														
																							
i+	и+	I+	i	C		24	1	5	cc				And he did many miracles too										
wnь	ѡнь	onъ	on	Pp3msn		24	2	5	nsubj														
mnogo	много	mnogo	mnogo	R		24	3	4	amod														
čudo	чꙋдо	čudo	čudo	Nnsnn		24	4	5	obj														
pokaza,	показа,	pokaza	pokaža	Vmia3se		24	5	0	root														
																							
poneže	понеже	poneže	poneže	C		25	1	6	cc				because he was and enlightened his entire country with his fasting and purity	1									
beše	беше	beše	sъm	Vaii3si		25	2	6	aux	pprf													
i+	и+	i	i	C		25	3	4	amod														
toi	тои	toi	toi	Pp3msn		25	4	6	nsubj														
mnogo	много	mnogo	mnogo	R		25	5	6	advmod														
prostilь	простиль	prostilъ	prosvętja	Vmp--se		25	6	0	root														
vsu	всꙋ	vsu	vsě	R		25	7	8	amod														
stranu	странꙋ	stranu	strana	Nfsan		25	8	6	obj														
wnu.	ѡнꙋ.	onu	on	Pd-fsa		25	9	8	det	p_nom				1									
sъs	със	sъs	s	Si		25	10	11	case														
postь	пость	postъ	post 	Nmsnn		25	11	6	obl														
i+	и+	i	i	C		25	12	13	cc														
čistota.	чистота.	čistota	čistota	Nfsnn		25	13	11	conj														
																							
togo	того	togo	tъ	Pd-msg		26	1	7	obl				Therefore his relics cause healings										
radi	ради	radi	radi	Sg		26	2	1	case														
i+	и+	i	i	C		26	3	5	amod														
negovi	негови	negovi	negov	Afpnn		26	4	5	amod	poss													
mošti	мощи	mošti	mošti	Nfpnn		26	5	7	nsubj					1									
iscelenię	исцелениѧ	iscelenię	izcelenie	Nnpnn		26	6	7	obj														
tvoratь...	творать...	tvoratъ	tvorati	Vmip3pi		26	7	0	root														
																							
i+	и+	i	I	C		27	1	9	cc				And St Petka, when she buried her parents, she began her fasting life									4	Desert Life
staa	стаа	staa	svęt	Afsny		27	2	3	amod														
petka	петка	petka	Petka	Nfsny		27	3	9	nsubj														
egda	егда	egda	egda	C		27	4	5	mark														
pogrebe.	погребе.	pogrebe	pogreba	Vmia3se		27	5	9	advcl					1									
roditeli	родители	roditeli	roditel	Nmpny		27	6	5	obj														
svoì,	своѝ,	svoi	svoi	Ampnn		27	7	6	amod	poss													
togda	тогда	togda	togda	C		27	8	9	advmod														
poče	поче	poče	počna	Vmip3se		27	9	0	root														
posnoe	посное	posnoe	posten	Ansny		27	10	11	amod														
žitie.	житие.	žitie	žitie	Nnsnn		27	11	9	obj														
postь	пость	postъ	post	Nmsnn		27	12	11	appos				(that is) fasting and chastity, vigil, kneeling, laying on the floor (for prayer)										
i-	и-	i	i	C		27	13	14	cc					1									
vozdrьžanie	воздрьжание	vozdrъžanie	vъzdrьžanie	Nnsnn		27	14	12	conj														
b'denie	б͛дение	bъdenie	bdenie	Nnsnn		27	15	14	conj														
poklonenie	поклонение	poklonenie	poklonenie	Nnsnn		27	16	15	conj														
nizuleganie,	низꙋлегание,	nizuleganie	nizuleganie	Nnsnn		27	17	16	conj														
																							
ni-	ни-	ni	ni	C		28	1	3	cc				she had neither food nor soft bedding	1									
jastie	ꙗстие	jastie	jastie	Nnsnn		28	2	3	obj														
imaše,	имаше,	imaše	imam	Vmii3si		28	3	0	root														
ni+	ни+	ni	ni	C		28	4	5	cc														
postelę.	постелѧ.	postelę	postelja	Nfsnn		28	5	2	conj														
																							
i+	и+	i	i	C		29	1	2	cc				And she went to the desert										
poide	поиде	poide	poida	Vmia3se		29	2	0	root														
vь+	вь+	vъ	v	Sa		29	3	4	case														
pustinju	пꙋстиню	pustinju	pustinja	Nfsan		29	4	2	obl	lat													
																							
i+	и+	i	i	C		30	1	3	cc				and there lived an angelic life, like Elias and John the Baptist										
ta-mo	та-мо	tamo	tamo	R		30	2	3	advmod					1									
prebivaše	пребиваше	prebivaše	prebiva	Vmii3si		30	3	0	root														
agglskago	агглскаго	agglskago	angelski	Amsgy		30	4	5	amod														
žitia,	житиа,	žitia	žitie	Nnsgn		30	5	3	obj														
jakože	ꙗкоже	jakože	jakože	C		30	6	7	mark														
ilïa	илїа	ilia	Ilia	Nmsoy		30	7	5	acl														
ı+	ı+	i	i	C		30	8	9	cc														
iwana	иѡана	ioana	Ioan	Nmsgy		30	9	7	conj					1									
krstitelę.	крстителѧ.	krstitelę	Krъstitel	Nmsgy		30	10	9	appos														
																							
postь	пость	postъ	post	Nmsnn		31	1	0	root				Fasting, vigil, prayer, tears and gasps										
bdenïe	бденїе	bdenie	bdenie	Nnsnn		31	2	1	conj														
metanie	метание	metanie	metanie	Nnsnn		31	3	2	conj														
slьzi	сльзи	slъzi	sъlza	Nfpnn		31	4	3	conj														
i	и	i	i	C		31	5	6	cc														
vozdixanïe	воздиханїе	vozdixanie	vъzdixanie	Nnsnn		31	6	4	conj					1									
																							
Zime	Зиме	Zime	zima	Nfsdn		32	1	4	advmod				in the winter was trembling from cold										
wt+	ѿ+	ot	ot	Sg		32	2	3	case														
studь	стꙋдь	studъ	stud	Nmsnn		32	3	4	obl	abl													
trьperaše	трьпераше	trъperaše	treperja	Vmii3si		32	4	0	root														
																							
lete	лете	lete	lěto	Nnsln		33	1	4	advmod				in the summer she was burning from the sun										
wt+	ѿ+	ot	ot	Sg		33	2	3	case														
slnce	слнце	slnce	slnce	Nnsnn		33	3	4	obl														
goreše.	гореше.	goreše	gorěja	Vmii3si		33	4	0	root														
																							
i.	и.	I	i	C		34	1	3	cc				And grass was her food	1									
trava	трава	trava	trěva	Nfsnn		34	2	3	nsubj														
beše	беше	beše	sъm	Vmii3si		34	3	0	root														
eĭ	ей	ei	tja	Pp3fsd		34	4	3	obl	iobj													
jastie,	ꙗстие,	jastie	jastie	Nnsnn		34	5	3	obl	pred													
i+	и+	i	i	C		34	6	7	cc				and even that only at the sunset										
to	то	to	tъ	Pd-nsn		34	7	2	acl														
na+	на+	na	na	Sl		34	8	9	case														
zaxodь	заходь	zaxodъ	zaxod	Nmsnn		34	9	7	obl														
slnce.	слнце.	slnce	slnce	Nnsnn		34	10	9	nmod	poss													
																							
i+	и+	i	i	C		35	1	5	cc				and she prayed (ʺdid prayerʺ) perpetually										
mo-lba	мо-лба	molba	molba	Nfsnn		35	2	5	obj					1									
ne+	не+	ne	ne	Qz		35	3	4	advmod														
prestano	престано	prestano	prestano	R		35	4	5	advmod														
tvoraše,	твораше,	tvoraše	tvora	Vmii3si		35	5	0	root														
																							
i+	и+	i	i	C		36	1	4	cc				and (she) wouldn't have a thought neither about a house, nor about the parents, nor kinsman, nor about beautiful clothes, nor food and something to drink.										
nikako	никако	nikako	nikako	Pz		36	2	4	advmod														
ne+	не+	ne	ne	Qz		36	3	4	advmod														
imaše	имаше	imaše	imam	Vmii3si		36	4	0	root					2									
pomislь	помисль	pomislъ	pomisьl	Nfsnn		36	5	4	obj		256r	/img/petka/3312_256r.jpg						petki	петки	*sѯѳ*	·сѯѳ·		
ni+	ни+	ni	ni	C		36	6	8	cc														
za+	за+	za	za	Sa		36	7	8	case														
dom	дом	dom	dom	Nmsnn		36	8	4	obl														
ni+	ни+	ni	ni	C		36	9	11	cc														
za+	за+	za	za	Sa		36	10	11	case														
roditele	родителе	roditele	roditel	Nmpny		36	11	8	conj														
ni+	ни+	ni	ni	C		36	12	14	cc														
za+	за+	za	za	Sa		36	13	14	case														
srodnici	сродници	srodnici	sъrodnik	Nmpny		36	14	11	conj														
ni+	ни+	ni	ni	C		36	15	18	cc														
za+	за+	za	za	Sa		36	16	18	case														
krasni	красни	krasni	krasen	Afpnn		36	17	18	amod					1									
wdeždi,	ѡдежди,	odeždi	odežda	Nfpnn		36	18	14	conj														
ni+	ни+	ni	ni	C		36	19	21	cc														
za+	за+	za	za	Sa		36	20	21	case														
jastia	ꙗстиа	jastia	jastie	Nnpnn		36	21	18	conj														
i+	и+	i	i	C		36	22	23	cc														
pitia.	питиа.	pitia	pitie	Nnpnn		36	23	21	conj														
																							
nikako	никако	nikako	nikako	Pz		37	1	3	advmod				She did not think about anything like that										
ne+	не+	ne	ne	Qz		37	2	3	advmod														
pomišlęše	помишлѧше	pomišlęše	pomislja	Vmii3si		37	3	0	root					1									
tako.	тако.	tako	tako	Pr		37	4	3	advmod														
																							
tьkmo	тькмо	Tъkmo	tъkmo	R		38	1	6	advmod				And with tears and prayers she lived										
sьs	сьс	sъs	s	Si		38	2	3	case														
slьzi	сльзи	slъzi	sъlza	Nfpnn		38	3	6	obl														
i+	и+	i	i	C		38	4	5	cc														
molba	молба	molba	molba	Nfsnn		38	5	3	conj														
prebivaše,	пребиваше,	prebivaše	prebiva	Vmii3si		38	6	0	root														
																							
i+	и+	i	i	C		39	1	8	cc				and she thought every time about the Second Coming of Christ										
na+	на+	na	na	Sa		39	2	4	case														
vsakь	всакь	vsakъ	vsak	Amsnn		39	3	4	amod														
čas	час	čas	čas	Nmsnn		39	4	8	obl														
vtoro	второ	vtoro	vtori	Ansnn		39	5	6	amod					1									
prišestvie	пришествие	prišestvie	prišestvie	Nnsnn		39	6	8	obj														
xvo	хво	xvo	Xristov	Ansnn		39	7	6	amod	poss													
misleše.	мислеше.	misleše	mislja	Vmii3si		39	8	0	root														
																							
kako	како	kako	kako	R		40	1	4	advmod				how she will meet Christ with a prepared lamp?										
xošteme	хощеме	xošteme	xoštu	Vaip1pi		40	2	4	aux	fut													
da+	да+	da	da	C		40	3	2	fixed	inf													
posreštneme	посрещнеме	posreštneme	posreštna	Vmip1pe		40	4	0	root					1									
xa	ха	xa	Xristos	Nmsgy		40	5	4	obj														
sьs	сьс	sъs	s	Si		40	6	8	case														
svetli	светли	svetli	svetli	Ampnn		40	7	8	amod														
svetilnici.	светилници.	svetilnici	svetilnik	Nmpnn		40	8	4	obl														
																							
i+	и+	i	i	C		41	1	5	cc				And so how to decorate her soul										
kako+	како+	kako	kako	R		41	2	5	advmod														
bi	би	bi	bi	Vao-2se		41	3	5	aux	con													
dobro+	добро+	dobro	dobro	R		41	4	5	obj														
sьtvorila	сьтворила	sъtvorila	sъtvorja	Vmp--se	Afsnn	41	5	0	root					1									
da+	да+	da	da	C		41	6	7	mark														
ukrasitь	ꙋкрасить	ukrasitъ	ukraša	Vmip3se		41	7	5	advcl														
svoju	свою	svoju	svoi	Afsay		41	8	9	amod	poss													
dšu,	дшꙋ,	dšu	duša	Nfsay		41	9	7	obj														
i+	и+	i	i	C		41	10	12	cc				to hear that voice of Christ from the Gospel:										
da+	да+	da	da	C		41	11	12	mark														
počuetь	почꙋеть	počuetъ	počuja	Vmip3si		41	12	7	conj														
glas	глас	glas	glas	Nmsnn		41	13	12	obj														
evangelski	евангелски	evangelski	evangelski	Amsny		41	14	13	amod					1									
wt	ѿ	ot	ot	Sg		41	15	16	case														
xa	ха	Xa	Xristos	Nmsgy		41	16	12	obl	abl													
																							
prïidite	прїидите	Priidite	priida	Vmm-2pe		42	1	0	root				ʺCome, dear maidens, enjoy the beauty of the paradise!ʺ										
milostivi	милостиви	milostivi	milostiv	Afpnn		42	2	3	amod														
devici,	девици,	devici	děvica	Nfpny		42	3	1	vocative														
da+	да+	da	da	C		42	4	6	mark														
se	се	se	se	Px---a		42	5	6	expl														
nasladite	насладите	nasladite	nasladja	Vmip2pe		42	6	1	advcl														
kra-sota	кра-сота	krasota	krasota	Nfsnn		42	7	6	obl					1									
ráĭskaę.	рáйскаѧ.	raiskaę	raiski	Afsny		42	8	7	amod														
																							
i+	и+	i	i	C		43	1	3	cc				And thus she lived her life on that desert for a long time									5	Struggle with the Devil
tako	тако	tako	tako	Pr		43	2	3	advmod														
provoždaše	провождаше	provoždaše	provoždam	Vmii3si		43	3	0	root														
životь	животь	životъ	život	Nmsnn		43	4	3	obj														
svoi	свои	svoi	svoi	Amsny		43	5	4	amod	poss													
po+	по+	po	po	Sl		43	6	8	case														
wnaa	ѡнаа	onaa	ona	Pd-fsn		43	7	8	det	ext				1									
pustinę	пꙋстинѧ	pustinę	pustinja	Nfsnn		43	8	3	obl	loc													
za+	за+	za	za	Sa		43	9	11	case														
mnogu	многꙋ	mnogu	mnogo	R		43	10	11	amod														
vreme,	време,	vreme	vreme	Nnsnn		43	11	3	obl														
																							
lukavi+	лꙋкави+	lukavi	lukav	Amsny		44	1	3	amod				But the Devil always frightened her										
že	же	že	že	Qd		44	2	6	cc														
diavolь	диаволь	diavolъ	diavol	Nmsny		44	3	6	nsubj														
ne+	не+	ne	ne	Qz		44	4	5	advmod														
prestano	престано	prestano	prestano	R		44	5	6	advmod					1									
plašeše+	плашеше+	plašeše	plaša	Vmii3si		44	6	0	root														
ę.	ѧ.	ę	tja	Pp3fsa		44	7	6	obj														
																							
i+	и+	i	i	C		45	1	2	cc				And many times (he) changed himself to a terrible beast										
pretvaraše+	претвараше+	pretvaraše	pretvaram	Vmii3si		45	2	0	root														
se	се	se	se	Px---a		45	3	2	expl														
jako	ꙗко	jako	jako	C		45	4	6	mark														
strašenь	страшень	strašenъ	strašen	Amsnn		45	5	6	amod														
źverь.	ѕверь.	źverъ	zvěr	Nmsnn		45	6	2	advcl														
																							
i+	и+	i	i	C		46	1	2	cc				(and he) would frighten her (away) quickly to leave the desert										
plašeše+	плашеше+	plašeše	plaša	Vmii3si		46	2	0	root														
ju	ю	ju	tja	Pp3fsa		46	3	2	obj					1									
da+	да+	da	da	C		46	4	6	mark														
bi	би	bi	bi	Vao-2se		46	5	6	aux	con													
wstavila	ѡставила	ostavila	ostava	Vmp--se	Afsnn	46	6	2	advcl														
pustinju,	пꙋстиню,	pustinju	pustinja	Nfsan		46	7	6	obj														
																							
nъ+	нъ+	nъ	no 	C		47	1	3	cc				But St. Petka had Christ as a helper										
staa	стаа	staa	svęt	Afsny		47	2	3	nsubj														
imaše	имаше	imaše	imam	Vmii3si		47	3	0	root														
xa	ха	xa	Xristos	Nmsgy		47	4	3	obj														
pomoštnïka	помощнїка	pomoštnika	pomoštnik	Nmsgy		47	5	3	obl	pred				1									
																							
i+	и+	i	i	C		48	1	6	cc				and she look at Him perpetually										
ne+	не+	ne	ne	Qz		48	2	3	advmod														
prestano	престано	prestano	prestano	R		48	3	6	advmod														
na+	на+	na	na	Sa		48	4	5	case														
nego	него	nego	on	Pp3msg		48	5	6	obl	lat													
vьziraše	вьзираше	vъziraše	vьzira	Vmii3si		48	6	0	root														
																							
i+	и+	i	i	C		49	1	3	cc				and she poured tears										
slьzi	сльзи	slъzi	slьza	Nfpnn		49	2	3	obj														
ispuštaše,	испꙋщаше,	ispuštaše	ispušta	Vmii3si		49	3	0	root														
																							
egdà	егдà	egda	egda	C		50	1	2	mark				When she called God's help, the entire devilish power left	1									
prizivaše	призиваше	prizivaše	prizivam	Vmii3si		50	2	9	advcl														
ba	ба	ba	bog	Nmsgy		50	3	2	obj														
na+	на+	na	na	Sa		50	4	5	case														
pomoštь,	помощь,	pomoštъ	pomošt	Nfsnn		50	5	2	obl														
vsa	вса	vsa	vsě	Afsnn		50	6	7	amod														
sila	сила	sila	sila	Nfsnn		50	7	9	obj														
diavolska	диаволска	diavolska	diavolski	Afsnn		50	8	7	amod														
