text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
domprí	δομπρή	dobri	dobъr	Ampnn		14	7	10	amod														
i+	η+	i	i	C		14	8	9	cc														
pravovérnı	πραβοβέρνι	pravoverni	pravoveren	Ampnn		14	9	7	conj														
xrıṣténı	χριςτένι	xristeni	xristijanin	Nmpny		14	10	6	obl	pred													
																							
i+	η+	i	i	C		15	1	2	cc				and they followed God's commandments										
xóde-xa	χόδε-χα	xodexa	xodja	Vmii3pi		15	2	0	root					1									
pù	πꙋ̀	pu	po	Sl		15	3	5	case														
mpózii	μπόζηη	božii	božii	Amsnn		15	4	5	amod	poss													
zápoved.	ζάποβεδ.	zapoved	zapoved	Nmsnn		15	5	2	obl	loc													
																							
miloṣtínja	μηλοςτήνια	milostinja	milostinja	Nfsnn		16	1	2	obj				they gave alms										
śtrúvaxa	ϛρꙋ́βαχα	struvaxa	struvam	Vmii3pi		16	2	0	root														
																							
i-	η-	i	i	C		17	1	4	cc				and they were full of other virtues	1									
drúgı	δρꙋ́γι	drugi	drug	Afpnn		17	2	3	amod														
dompriní	δομπρηνή	dobrini	dobrina	Nfpnn		17	3	4	nsubj														
mpjáxa	μπιάχα	bjaxa	sъm	Vmii3pi		17	4	0	root														
u+	ꙋ+	u	u	Sg		17	5	6	case														
tjáx	τιάχ	tjax	tě	Pp3-pg		17	6	4	obl	loc													
tekmíl,	τεκμήλ,	tekmil	tekmil	R		17	7	4	advmod							BAN VII 907: tekmil 'pălno, napălno' < tr. tekmil 'cjalost' < ar. takmīl 'zavăršenost'							
																							
i+	η+	i	i	C		18	1	2	cc				and they gave birth to this pure dove and maiden										
rodı´-xa	ροδί-χα	rodixa	rodja	Vmii3pe		18	2	0	root					1									
táizı	τάηζι	taizi	tozi	Pd-fsn		18	3	5	det	ext													
tzı´ṣtae	τζίςταε	čistae	čist	Afsny		18	4	5	amod														
gálampıtsa	γάλαμπιτσα	galabica	golubica	Nfsny		18	5	2	obj														
i	η	i	i	C		18	6	7	cc														
devítsa,	δεβήτσα,	devica	děvica	Nfsny		18	7	5	appos														
																							
i+	η+	i	i	C		19	1	2	cc				and they also gave birth to another, male child										
rodı´xa	ροδίχα	rodixa	rodja	Vmii3pe		19	2	0	root					1									
i+	η+	i	i	C		19	3	6	amod														
drúgu	δρꙋ́γꙋ	drugu	drug	Ansnn		19	4	6	amod														
másku	μάσκꙋ	mašku	mъžki	Ansnn		19	5	6	amod														
détı	δέτι	deti	dete	Nnsny		19	6	2	obj														
imi+	ημη+	imi	ime	Nnsnn		19	7	10	nsubj				his name was Euthymius										
tu+	τꙋ+	tu	tъ	Pd-nsn		19	8	7	det	p_nom													
mu	μꙋ	mu	toi	Pp3msd		19	9	7	nmod	poss													
evѳímie	εβθήμηε	evѳimie	Evtimij	Nmsvy		19	10	6	acl														
déto	δέτο	deto	deto	Pr		19	11	13	mark				who later (ʺfinallyʺ) became the bishop of Madit	1									
tói	τόη	toi	toi	Pp3msn		19	12	13	nsubj														
śtána	ϛάνα	stana	stana	Vmia3se		19	13	6	acl														
nasétne	νασέτνε	nasetne	naisetne	R		19	14	13	advmod														
vladı´ka	βλαδίκα	vladika	vladika	Nfsny		19	15	13	obl	pred													
na+	να+	na	na	Sa		19	16	17	case														
madít.	μαδήτ.	madit	Madit	Nmsnn		19	17	15	nmod	poss													
																							
i+	η+	i	i	C		20	1	2	cc				and they taught them to fear God to (follow) the (ʺgoodʺ) law										
naú-tzıxa+	ναꙋ́-τζιχα+	naučixa	nauča	Vmia3se		20	2	0	root					1									
gı	γι	gi	tě	Pp3-pa		20	3	2	obj														
na+	να+	na	na	Sa		20	4	5	case														
śtráx	ϛράχ	strax	strax	Nmsnn		20	5	2	obl	iobj													
mpózii	μπόζηη	božii	božii	Amsnn		20	6	5	amod														
i	η	i	i	C		20	7	9	cc														
na+	να+	na	na	Sa		20	8	9	case														
zakón	ζακόν	zakon	zakon	Nmsnn		20	9	5	conj	iobj													
dómpar,	δόμπαρ,	dobar	dobъr	Amsnn		20	10	9	amod					1									
																							
i+	η+	i	i	C		21	1	2	cc				and they died										
umrjáxa	ꙋμριάχα	umrjaxa	umrja	Vmii3pe		21	2	0	root														
tií.	τηή.	tii	tě	Pp3-pn		21	3	2	nsubj														
																							
a+	α+	a	a	C		22	1	5	cc				and thus St Petka remained with her brother Euthymius										
pàk	πὰκ	pak	pak	R		22	2	5	advmod														
sfetáe	σφετάε	sfetae	svęt	Afsny		22	3	4	amod														
pétka	πέτκα	petka	Petka	Nfsny		22	4	5	nsubj														
uṣtána	ꙋςτάνα	ustana	ostana	Vmia3se		22	5	0	root					1									
sàṣ	σὰς	sas	s	Si		22	6	7	case														
mpràta+	μπρὰτα+	brata	brat	Nmsgy		22	7	5	obl														
si	ση	si	se	Px---d		22	8	7	nmod	poss													
evѳímie	εβθήμηε	evѳimie	Evtimij	Nmsvy		22	9	7	appos														
déto	δέτο	deto	deto	Pr		22	10	11	mark				who became the bishop of Madit										
śtána	ϛάνα	stana	stana	Vmia3se		22	11	7	acl														
vladı´ka	βλαδίκα	vladika	vladika	Nfsny		22	12	11	obl	pred													
na-	να-	na	na	Sa		22	13	14	case					1									
madít.	μαδήτ.	madit	Madit	Nmsnn		22	14	12	nmod	poss													
																							
ta	τα	ta	ta	C		23	1	6	cc				and he showed many miracles there too										
i+	η+	i	i	C		23	2	3	amod														
tói	τόη	toi	toi	Pp3msn		23	3	6	nsubj														
mlógo	μλόγο	mlogo	mlogo	R		23	4	5	amod														
tzjúdo	τζιꙋ́δο	čjudo	čudo	Nnsnn		23	5	6	obj														
pokáza	ποκάζα	pokaza	pokaža	Vmia3se		23	6	0	root														
támo	τάμο	tamo	tamo	R		23	7	6	advmod														
																							
za-śtótu	ζα-ϛότꙋ	zaštotu	zaštoto	C		24	1	6	cc				because he, too, sanctified himself much by his piety and virtues	1									
mpésı+	μπέσι+	beši	sъm	Vmii3si		24	2	6	aux	pprf													
sa	σα	sa	se	Px---a		24	3	6	expl														
i+	η+	i	i	C		24	4	5	amod														
tói	τόη	toi	toi	Pp3msn		24	5	6	nsubj														
prosfetíl	προσφετήλ	prosfetil	prosvętja	Vmp--se		24	6	0	root	prf													
sàṣ	σὰς	sas	s	Si		24	7	8	case														
guvéenïe	γꙋβέενїε	guveenie	govenie	Nnsnn		24	8	6	obl					1									
mlógo	μλόγο	mlogo	mlogo	R		24	9	6	advmod														
i+	η+	i	i	C		24	10	11	cc														
dompriní.	δομπρηνή.	dobrini	dobrina	Nfpnn		24	11	8	conj														
																							
zaradı`	ζαραδὶ	zaradi	zaradi	Sg		25	1	2	case				for that reason he also sanctified himself (ʺtooʺ)										
túi+	τꙋ́η+	tui	tъi	R		25	2	5	advmod														
sa	σα	sa	se	Px---a		25	3	5	expl														
i	η	i	i	C		25	4	5	advmod														
posfetí	ποσφετή	posfeti	posvętja	Vmia3se		25	5	0	root														
ï-	ї-	i	i	C		25	6	7	amod					1									
tói	τόη	toi	toi	Pp3msn		25	7	5	nsubj														
																							
i	η	i	i	C		26	1	11	cc				and his holy relics cause miraculous healings even today										
négovi+	νέγοβη+	negovi	negov	Afpnn		26	2	5	amod	poss													
ti+	τη+	ti	tъ	Pd-fpn		26	3	2	det	p_adj													
sfetíi	σφετήη	sfetii	svęt	Afpny		26	4	5	amod														
móśti	μόϛη	mošti	mošti	Nfpnn		26	5	11	nsubj														
i+	η+	i	i	C		26	6	8	advmod														
du+	δꙋ+	du	do	Sg		26	7	8	case														
dnéṣka,	δνέςκα,	dneska	dneska	R		26	8	11	advmod					1									
tzjúdno	τζιꙋ́δνο	čjudno	čuden	Ansnn		26	9	10	amod														
iṣtzirjávanıe	ηςτζηριάβανιε	iscirjavanie	izcěljavane	Nnsnn		26	10	11	obj														
śtrúvat.	ϛρꙋ́βατ.	struvat	struvam	Vmip3pi		26	11	0	root														
																							
i	η	i	i	C		27	1	6	cc				and St Petka (ʺas sheʺ) followed her father and her mother									4	Desert Life
sfetáe	σφετάε	sfetae	svęt	Afsny		27	2	3	amod														
pé-tka	πέ-τκα	petka	Petka	Nfsny		27	3	6	nsubj					1									
ut+	ꙋτ+	ut	ot	Sg		27	4	5	case														
katú	κατꙋ́	katu	kato	C		27	5	6	orphan														
isprovódı	ησπροβόδι	isprovodi	izprovodja	Vmia3se		27	6	0	root														
mpaśtá+	μπαϛά+	bašta	bašta	Nfsny		27	7	6	obj														
si	ση	si	se	Px---d		27	8	7	nmod	poss													
i+	η+	i	i	C		27	9	10	cc														
mái-ka+	μάη-κα+	maika	maika	Nfsny		27	10	7	conj					1									
si	ση	si	se	Px---d		27	11	10	nmod	poss													
																							
ta+	τα+	ta	ta	C		28	1	3	cc				and then she buried them										
gı`	γὶ	gi	tě	Pp3-pa		28	2	3	obj														
pogrémpa,	πογρέμπα,	pogreba	pogreba	Vmia3se		28	3	0	root														
																							
i+	η+	i	i	C		29	1	3	cc				and she gave them their due well										
gı`	γὶ	gi	tě	Pp3-pa		29	2	3	obj														
uredı´	ꙋρεδί	uredi	uredja	Vmia3se		29	3	0	root														
domprjá,	δομπριά,	dobrja	dobrě	R		29	4	3	advmod					1									
																							
a	α	a	a	C		30	1	3	cc				and since then she concentrated on piety										
tzı	τζι	či	če	C		30	2	1	fixed														
pudmprà	πꙋδμπρὰ	pudbra	podbera	Vmia3se		30	3	0	root														
ut	ꙋτ	ut	ot	Sg		30	4	5	case														
tugíṣ	τꙋγής	tugis	togizi	Pr		30	5	3	obl	abl													
guvéenı	γꙋβέενι	guveeni	govenie	Nnsnn		30	6	5	obj														
																							
i+	η+	i	i	C		31	1	2	cc				and (she performed) bowing and staying awake every night for prayers										
metánïe	μετάνїε	metanie	metanie	Nnsnn		31	2	0	root					1									
i	η	i	i	C		31	3	4	cc														
śtuénı	ϛꙋένι	stueni	stoene	Nnsnn		31	4	2	conj														
sítzka+	σήτζκα+	sička	vsičъk	Afsnn		31	5	7	amod														
ta	τα	ta	tъ	Pd-fsn		31	6	5	det	p_adj													
nw´śt	νώϛ	nošt	nošt	Nfsnn		31	7	4	nmod	loc													
na+	να+	na	na	Sa		31	8	9	case														
mólmpa.	μόλμπα.	molba	molba	Nfsnn		31	9	4	nmod	loc													
																							
i	η	i	i	C		32	1	2	cc				and it came to her mind (ʺit wanted to herʺ) as an apostolic law										
poré-vni+	πορέ-βνη+	porevni	porevna	Vmia3se		32	2	0	root					1									
i+	η+	i	tja	Pp3fsd		32	3	2	obl	iobj													
sà	σὰ	sa	se	Px---a		32	4	2	expl														
katú	κατꙋ́	katu	kato	C		32	5	9	mark														
apóstolski	απόστολσκη	apostolski	apostolski	Amsny		32	6	7	amod														
zakón	ζακόν	zakon	zakon	Nmsnn		32	7	9	obj														
da+	δα+	da	da	C		32	8	9	mark														
ulúvi	ꙋλꙋ́βη	uluvi	ulovja	Vmia3se		32	9	2	advcl					1									
																							
i	η	i	i	C		33	1	7	cc				and she laid herself on the ground without a bed										
na+	να+	na	na	Sa		33	2	4	case														
góla	γόλα	gola	gol	Afsnn		33	3	4	amod														
zimjá	ζημιά	zimja	zemja	Nfsnn		33	4	7	obl	lat													
mpız+	μπιζ+	biz	bez	Sg		33	5	6	case														
postélka	ποστέλκα	postelka	postelka	Nfsnn		33	6	7	obl														
lizésı.	ληζέσι.	ližeši	leža	Vmii3si		33	7	0	root														
																							
i+	η+	i	i	C		34	1	8	cc				and from here (ʺhimʺ) again, her heart was filled with desire										
ut	ꙋτ	ut	ot	Sg		34	2	3	case					2									
négu	νέγꙋ	negu	toi	Pp3msg		34	3	8	obl	abl	29v	/img/petka/1064_29v.jpg						zjuvéenitu+ i na+ sfetáe	ζιꙋβέενητꙋ+ η να+ σφετάε				
mpaṣká	μπαςκά	baška	baška	Qg		34	4	3	amod							rechnik.chitanka, BAN I 37: baška 'otdelen, drug, različen' < tr. başka 'drug, različen, osven'							
pák	πάκ	pak	pak	R		34	5	8	advmod														
i+	η+	i	tja	Pp3fsd		34	6	8	obl	iobj													
sá	σά	sa	se	Px---a		34	7	8	expl														
is_pálnı	ησ_πάλνι	ispalni	izpъlnja	Vmia3se		34	8	0	root														
sartzé+	σαρτζέ+	sarce	sъrdce	Nnsnn		34	9	8	nsubj														
to	το	to	tъ	Pd-nsn		34	10	9	det	p_nom				1									
sàṣ	σὰς	sas	s	Si		34	11	12	case														
révnuṣt	ρέβνꙋςτ	revnust	revnost	Nfsnn		34	12	8	obl														
i	η	i	i	C		34	13	15	cc				and divine thought to go to the desert										
sàs	σὰσ	sas	s	Si		34	14	15	case														
mísal	μήσαλ	misal	misъl	Nfsnn		34	15	12	conj														
mpozéstvennae	μποζέστβενναε	božestvennae	božestven	Afsny		34	16	15	amod														
za-radı`	ζα-ραδὶ	zaradi	zaradi	Sg		34	17	19	mark					1									
da+	δα+	da	da	C		34	18	17	fixed														
ídı	ήδι	idi	ida	Vmip3si		34	19	12	acl														
f+	φ+	f	v	Sa		34	20	21	case														
puśtıné+	πꙋϛινέ+	pustine	pustinja	Nnsnn		34	21	19	obl	lat													
tu	τꙋ	tu	tъ	Pd-nsn		34	22	21	det	p_nom													
																							
i	η	i	i	C		35	1	2	cc				and she ran away from there										
pumpjágna	πꙋμπιάγνα	pubjagna	poběgna	Vmia3se		35	2	0	root														
ut+	ꙋτ+	ut	ot	Sg		35	3	4	case														
támo	τάμο	tamo	tamo	R		35	4	2	obl	abl				1									
																							
i+	η+	i	i	C		36	1	2	cc				and she went to the desert										
utídi	ꙋτήδη	utidi	otida	Vmia3se		36	2	0	root														
u+	ꙋ+	u	u	Sg		36	3	4	case														
puśtıné+	πꙋϛινέ+	pustine	pustinja	Nnsnn		36	4	2	obl	lat													
tu.	τꙋ.	tu	tъ	Pd-nsn		36	5	4	det	p_nom													
																							
i+	η+	i	i	C		37	1	3	cc				and an angelic host lived there										
támo	τάμο	tamo	tamo	R		37	2	3	advmod														
pominúvası	πομηνꙋ́βασι	pominuvaši	pominuvam	Vmii3si		37	3	0	root														
zivóta+	ζηβότα+	života	život	Nmsgn		37	4	3	obj														
si	ση	si	se	Px---d		37	5	4	nmod	poss				1									
angelski	ανγελσκη	angelski	angelski	Amsny		37	6	7	amod														
tzı´n	τζίν	čin	čin	Nmsnn		37	7	3	nsubj														
																							
i+	η+	i	i	C		38	1	3	cc				and she likened herself to Prophet Eliah and to John the Baptist										
sá	σά	sa	se	Px---a		38	2	3	expl														
uprilítze	ꙋπρηλήτζε	upriliče	upriliča	Vmia3se		38	3	0	root														
kató	κατό	kato	kato	C		38	4	6	mark														
na	να	na	na	Sa		38	5	6	case														
prórok	πρόροκ	prorok	prorok	Nmsny		38	6	3	advcl					1									
ilía	ηλήα	ilia	Ilia	Nfsny		38	7	6	appos														
i+	η+	i	i	C		38	8	11	cc														
katú	κατꙋ́	katu	kato	C		38	9	11	mark														
na+	να+	na	na	Sa		38	10	11	case														
ïwánna	їωάννα	ioanna	Ioann	Nmsgy		38	11	6	conj														
kraṣtítelja.	κραςτήτελια.	krastitelja	Krъstitel	Nmsgy		38	12	11	appos														
sàṣ	σὰς	sas	s	Si		38	13	14	case				with her piety and bowing and tears, which she cried										
gu-veenı`	γꙋ-βεενὶ	guveeni	govenie	Nnsnn		38	14	3	obl					1									
i+	η+	i	i	C		38	15	17	cc														
sàṣ+	σὰς+	sas	s	Si		38	16	17	case														
matánïe	ματάνїε	matanie	metanie	Nnsnn		38	17	14	conj														
i	η	i	i	C		38	18	20	cc														
sàs	σὰσ	sas	s	Si		38	19	20	case														
sálzi	σάλζη	salzi	sъlza	Nfpnn		38	20	17	conj														
déto	δέτο	deto	deto	Pr		38	21	22	mark														
plátzesı.	πλάτζεσι.	plačeši	plača	Vmii3si		38	22	20	acl					1									
																							
