text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
tokò	токо̀	toko	toko	R		7	3	4	amod														
tám,	тáм,	tam	tam	R		7	4	12	nmod														
amì	амѝ	ami	ami	C		7	5	7	cc				but also all over the world you shall find her name										
i	и	i	i	C		7	6	7	cc														
rédom,	ре́дом,	redom	red	Nmsin		7	7	12	advmod					1									
po+	по+	po	po	Sd		7	8	10	case														
síčky	си́чкы	sički	sički	Amsny		7	9	10	amod														
svě´tь	свѣ́ть	světъ	svět	Nmsnn		7	10	12	obl	loc													
štéšъ	ще́шъ	štešъ	šta	Vaip2si		7	11	12	aux	fut													
naméri	наме́ри	nameri	namerja	Vmn---e		7	12	0	root														
néĭno+	не́йно+	neino	nein	Ansnn		7	13	15	amod	poss													
to	то	to	tъ	Pd-nsn		7	14	13	det	p_adj													
íme,	и́ме,	ime	ime	Nnsnn		7	15	12	obj														
če+	че+	če	če	C		7	16	18	mark				that it is repeated										
go	го	go	tova	Pp3msa		7	17	18	obj														
prekáz'vatъ,	прекáз͛ватъ,	prekazvatъ	prikazvam	Vmip3pi		7	18	12	advcl														
																							
mnó_go	мно́_го	mnogo	mnogo	R		8	1	4	advmod				(the) story of this St Reverend shall become long	1									
štè	щѐ	šte	šta	Vaip3si		8	2	4	aux	fut													
da+	да+	da	da	C		8	3	2	fixed	inf													
bъ´de,	бъ́де,	bъde	bъda	Vmip3se		8	4	0	root														
i+	и+	i	i	C		8	5	6	cc														
dъ´l'go	дъ́л͛го	dъlgo	dъlgo	Ansnn		8	6	1	conj														
prikàz'vanïe	прикàз͛ванїе	prikazvanie	prikazvane	Nnsnn		8	7	4	nsubj														
na	на	na	na	Sa		8	8	11	case														
tázi	тáзи	tazi	tozi	Pd-fsn		8	9	11	det	ext													
stáę,	стáѧ,	staę	svęt	Afsny		8	10	11	amod														
prpdbnaę,	прпдбнаѧ,	prpdbnaę	prepodoben	Afsny		8	11	7	nmod	poss													
																							
allà	аллà	alla	ala	C		9	1	12	cc				but our mind isn't able to explain her beauty.										
ná_šïa+	нá_шїа+	našia	naš	Amsoy		9	2	4	amod	poss				1									
tъ	тъ	tъ	tъ	Pd-msn		9	3	2	det	p_adj													
oumъ,	оумъ,	umъ	um	Nmsnn		9	4	12	nsubj														
i+	и+	i	i	C		9	5	12	cc														
néĭna+	не́йна+	neina	nein	Afsnn		9	6	8	amod	poss													
ta	та	ta	tъ	Pd-fsn		9	7	6	det	p_adj													
lěpotà,	лѣпотà,	lěpota	lěpota	Nfsnn		9	8	12	obj														
ne+	не+	ne	ne	Qz		9	9	10	advmod														
dostígnuva,	дости́гнꙋва,	dostignuva	dostigna	Vaip3se		9	10	12	aux														
da	да	da	da	C		9	11	10	fixed														
iskáža.	искáжа.	iskaža	izkaža	Vmip3se		9	12	0	root														
																							
Slúšaĭ_te	Слꙋ́шай_те	slušaite	slušam	Vmm-2pi		10	1	0	root				Hear, o blessed Christians	1									
blgvéni	блгве́ни	blgveni	blagoslovja	Ampnn	Vmpa-pi	10	2	3	amod														
xrstyàni.	хрстыàни.	xrstiani	xristianin	Nmpny		10	3	1	vocative														
																							
tázy	тáзы	tazi	tozi	Pd-fsn		11	1	5	det	ext			(about) this St and Reverend Petka.									3	Petka's Childhood
stáę,	стáѧ,	staę	svęt	Afsny		11	2	5	amod														
i	и	i	i	C		11	3	4	cc														
prpbdnaę	прпбднаѧ	prpbdnaę	prepodoben	Afsny		11	4	2	conj														
Pét'ka.	Пе́т͛ка.	petka	Petka	Nfsny		11	5	11	obl														
bášt'nino+	бáщ͛нино+	baštnino	baštninen	Ansnn		11	6	9	amod				her ancestral village was Epibates,										
to+	то+	to	tъ	Pd-nsn		11	7	6	det	p_adj													
ĭ	й	i	tja	Pp3fsd		11	8	11	nmod	poss				1									
sélo	се́ло	selo	selo	Nnsnn		11	9	11	nsubj														
bě´šĭ	бѣ́шй	běši	sъm	Vmii3si		11	10	9	cop														
epivátъ,	епивáтъ,	epivatъ	Epivat	Nmsnn		11	11	0	root														
																							
i+	и+	i	i	C		12	1	6	cc				and her parents were pious										
rodíteli+	роди́тели+	roditeli	roditel	Nmpny		12	2	6	nsubj														
te+	те+	te	tъ	Pd-mpn		12	3	2	det	p_nom													
ĭ	й	i	tja	Pp3fsd		12	4	2	nmod	poss													
bě´xa	бѣ́ха	běxa	sъm	Vmii3pi		12	5	2	cop														
blgčstívyʺ,	блгчсти́вы̏,	blgčstivi	blagočestiv	Ampnn		12	6	0	root														
																							
xóděxa	хо́дѣха	xoděxa	xodja	Vmii3pi		13	1	0	root				and (they) lived (ʺwalkedʺ) according to all Divine Commandments										
po	по	po	po	Sd		13	2	5	case					1									
síč'ki+	си́ч͛ки+	sički	sički	Ampnn		13	3	5	amod														
te	те	te	tъ	Pd-mpn		13	4	3	det	p_adj													
zápovide+	зáповиде+	zapovide	zapověd	Nmpnn		13	5	1	obl	loc													
te	те	te	tъ	Pd-mpn		13	6	5	det	p_nom													
bžïĭ,	бжїй,	bžii	božii	Ampnn		13	7	5	amod	poss													
																							
i	и	i	i	C		14	1	3	cc				and (they) had tought (?) always without laziness										
naukĭ	наꙋкй	nauki	nauka	Nfpnn		14	2	3	obj														
ímaxa	и́маха	imaxa	imam	Vmii3pi		14	3	0	root														
sě´kogi	сѣ́коги	sěkogi	sěkogi	Pi		14	4	3	advmod														
bez	без	bez	bez	Sg		14	5	6	case														
lě´nostĭ,	лѣ́ностй,	lěnosti	lenost	Nfsgn		14	6	3	obl														
i	и	i	i	C		14	7	8	cc				and (gave) alms and help to poor for the whole their life.	1									
mlstíně,	млсти́нѣ,	mlstině	milostinja	Nfsnn		14	8	2	conj							From a CS perspective, -<i>ě</i> would be a f.sg.dat, but not in a soft stem. It likely represents /ja/ in this case.							
i	и	i	i	C		14	9	10	cc														
dobròstrúvanïe	добро̀стрꙋ́ванїе	dobrostruvanie	dobrostruvanie	Nnsnn		14	10	8	conj														
po+	по+	po	po	Sd		14	11	12	case														
siromàsĭ,	сиромàсй,	siromasi	siromax	Nmpny		14	12	10	obl														
																							
síč'kïa+	си́ч͛кїа+	sičkia	sički	Amsoy		15	1	4	amod				they went trough their whole life										
tь	ть	tъ	tъ	Pd-msn		15	2	1	det	p_adj													
svói	сво́и	svoi	svoi	Amsny		15	3	4	amod	poss													
živótъ.,	живо́тъ.,	životъ	život	Nmsnn		15	4	5	obj					1									
preminъ´xa	преминъ́ха	preminъxa	premina	Vmii3pe		15	5	0	root														
																							
ta	та	ta	ta	C		16	1	2	cc				and then they raised this good and pure dove of Christ as well										
wtpázixa,	ѿпáзиха,	otpazixa	otpazja	Vmii3pe		16	2	0	root														
i+	и+	i	i	C		16	3	8	cc														
tázĭ	тáзй	tazi	tozi	Pd-fsn		16	4	8	det	ext													
dobrà	добрà	dobra	dobъr	Afsnn		16	5	8	amod														
i+	и+	i	i	C		16	6	7	cc														
čísta	чи́ста	čista	čist	Afsnn		16	7	5	conj														
golobíce	голоби́це	golobice	golubica	Nfsny		16	8	2	obj							< *<i>golobicę</i> ? Vuk.1536: <i>góloubicu</i>							
xsva,	хсва,	xsva	Xristov	Afsnn		16	9	8	amod	poss													
sъ´s	съ́с	sъs	s	Si		16	10	12	case				with worthy works (?)	1									
prilič'nĭ	прилич͛нй	prilični	priličen	Afpnn		16	11	12	amod														
rábotĭ,	рáботй,	raboti	rabota	Nfpnn		16	12	2	obl														
																							
i+	и+	i	i	C		17	1	7	cc				and they tought (her) well the Christ's law			Vuk.1536: <i>i+ zakónou bžïjù (dobrě) touʺ nakázav'še, vь+ nbsnyʺjè prě_idoše w´býtěli.</i>							
na+	на+	na	na	Sa		17	2	3	case														
zákonъ	зáконъ	zakonъ	zakon	Nmsnn		17	3	7	obl	iobj													
xvь	хвь	xvъ	Xristov	Amsnn		17	4	3	amod	poss													
dobrę´+	добрѧ́+	dobrę	dobre	R		17	5	7	advmod														
e	е	e	tja	Pp3-pa		17	6	7	obj							< CS <i>ę</i> ?							
naučíxa,	наꙋчи́ха,	naučixa	nauča	Vmii3pe		17	7	0	root														
																							
i+	и+	i	i	C		18	1	2	cc				and they died (ʺpresented themselvesʺ)										
pristávixa	пристáвиха	pristavixa	prestavja	Vmii3pe		18	2	0	root					1									
se	се	se	se	Px---a		18	3	2	expl														
																							
ta	та	ta	ta	C		19	1	2	cc				(ʺand thenʺ they) went into the heavenly gardens										
ōtídoxa	ѡти́доха	otidoxa	otida	Vmii3pe		19	2	0	root														
v'	в͛	vъ	v	Sa		19	3	5	case														
nbsnyʺ	нбсны̏	nbsni	nebesen	Afpnn		19	4	5	amod														
ográdĭ,	огрáдй,	ogradi	ograda	Nfpnn		19	5	2	obl	lat													
																							
i+	и+	i	i	C		20	1	2	cc				and left St Petka (as) the head of their house										
wstávixa	ѡстáвиха	ostavixa	ostavja	Vmii3pe		20	2	0	root														
stopána	стопáна	stopana	stopanin	Nmsgy		20	3	2	obl														
na+	на+	na	na	Sa		20	4	5	case														
kъ´šta-	къ́ща-	kъšta	kъšta	Nfsnn		20	5	2	nmod	poss				1									
ta+	та+	ta	tъ	Pd-fsn		20	6	5	det	p_nom													
sĭ	сй	si	se	Px---d		20	7	5	nmod	poss													
stáę	стáѧ	staę	svęt	Afsny		20	8	9	amod														
pétka,	пе́тка,	petka	Petka	Nfsny		20	9	2	obj														
sъs	със	sъs	s	Si		20	10	11	case				together with her brother Euthymius										
bráta+	брáта+	brata	brat	Nmsgy		20	11	9	obl														
ĭ	й	i	tja	Pp3fsd		20	12	11	nmod	poss													
eѵѳímïe,	еѵѳи́мїе,	evtimie	Evtimii	Nmsgy		20	13	11	appos														
																							
i+	и+	i	i	C		21	1	2	cc				and who also became in the end (the) bishop of Madytos										
déto	де́то	deto	deto	Pr		21	2	7	nsubj														
i	и	i	i	C		21	3	4	cc														
tói	то́и	toi	toi	Pp3msn		21	4	2	conj														
na+	на+	na	nai	Qc		21	5	6	advmod														
sètne	сѐтне	setne	setne	R		21	6	7	advmod					1									
stána	стáна	stana	stana	Vmia3se		21	7	0	root														
vldka,	влдка,	vldka	vladika	Nfsny		21	8	7	obj														
madítu,	мади́тꙋ,	maditu	Madit	Nmsdn		21	9	8	nmod	poss													
																							
i+	и+	i	i	C		22	1	7	cc				and (who) was doing there many (ʺandʺ) famous miracles										
mnog	мног	mnog	mnogo	R		22	2	5	amod														
i+	и+	i	i	C		22	3	4	cc														
preslávni	преслáвни	preslavni	preslaven	A-pnn		22	4	2	conj														
čjudesà	чюдесà	čjudesa	čudo	Nnpnn		22	5	7	obj														
tám	тáм	tam	tam	R		22	6	7	advmod														
strúvaše.	стрꙋ́ваше.	struvaše	struvam	Vmii3si		22	7	0	root					1									
																							
i+	и+	i	i	C		23	1	14	cc				and after his death										
podírь	поди́рь	podirъ	podir	S		23	2	3	case														
smъrtá+	смъртá+	smъrta	smъrt	Nfsnn		23	3	14	obl														
mu,	мꙋ,	mu	toi	Pp3msd		23	4	3	nmod	poss													
négovi+	не́гови+	negovi	negov	Afpnn		23	5	10	amod	poss			his glorious and miraculous relics										
te	те	te	tъ	Pd-fpn		23	6	5	det	p_adj													
slávnĭ,	слáвнй,	slavni	slaven	Afpnn		23	7	10	amod														
i+	и+	i	i	C		23	8	9	cc														
čjudnỳ	чюдны̀	čjudni	čuden	Afpnn		23	9	7	conj														
móštĭ,	мо́щй,	mošti	mošti	Nfpnn		23	10	14	nsubj														
iz´vor	из́вор	izvor	izvor	Nmsnn		23	11	10	appos				a spring of myrrh, pouring a lot (of it)										
sъs	със	sъs	s	Si		23	12	13	case														
mѵ´_ro	мѵ́_ро	miro	miro	Nnsnn		23	13	11	nmod					1									
istìčaše	истѝчаше	ističaše	iztičam	Vmii3si		23	14	0	root														
mnógo.	мно́го.	mnogo	mnogo	R		23	15	14	advmod														
																							
čjudesá+	чюдесá+	čjudesa	čudo	Nnpnn		24	1	7	nsubj				his miracles (are) witnessed and sought for until today (??)										
ta	та	ta	tъ	Pd-npn		24	2	1	det	p_nom													
negovĭ,	неговй,	negovi	negov	A-pnn		24	3	1	amod	poss													
i+	и+	i	i	C		24	4	7	cc														
do+	до+	do	do	Sg		24	5	6	case														
ségi	се́ги	segi	sega	R		24	6	7	advmod														
marturísvat,	мартꙋри́сват,	marturisvat	marturisati	Vmip3pi		24	7	0	root														
i+	и+	i	i	C		24	8	9	cc														
na_méręt+	на_ме́рѧт+	nameręt	namerja	Vmip3pe		24	9	7	conj					1									
sa	са	sa	se	Px---a		24	9	9	expl														
																							
ta+	та+	ta	ta	C		25	1	2	cc				and thus they tell about his wonderous miracles and good deeds.										
prikazuvatь,	приказꙋвать,	prikazuvatъ	prikazvam	Vmip3pi		25	2	0	root														
tógovi+	то́гови+	togovi	togov	A-pnn		25	3	5	amod	poss													
te	те	te	tъ	Pd-npn		25	4	3	det	p_adj													
čjudesà,	чюдесà,	čjudesa	čudo	Nnpnn		25	5	2	obj														
dívnĭ,	ди́внй,	divni	diven	Ansnn		25	6	5	amod														
i+	и+	i	i	C		25	7	8	cc														
dobròstrú_vanïe.	добро̀стрꙋ́_ванїе.	dobrostruvanie	dobrostruvanie	Nnsnn		25	8	5	conj					2									
																							
A	А	a	a	C		26	1	10	cc		179v	/img/petka/berl_179v.jpg	But the Reverend Petka, after she led her parents to God well					Slóvo prpdbnïę mrtre	Сло́во прпдбнїѧ мртре			4	Desert Life
prpdbnaę	прпдбнаѧ	prpdbnaę	prepodoben	Afsny		26	2	3	amod														
pétka	пе́тка	petka	Petka	Nfsny		26	3	10	nsubj														
kato+	като+	kato	kato	C		26	4	10	mark														
sì	сѝ	si	se	Px---d		26	5	10	expl														
rodíteli+	роди́тели+	roditeli	roditel	Nmpny		26	6	10	obj														
te	те	te	tъ	Pd-mpn		26	7	6	det	p_nom													
bu	бꙋ	bu	bog	Nmsdy		26	8	10	obl	iobj													
dobrę`	добрѧ̀	dobrę	dobre	R		26	9	10	advmod														
provóde.	прово́де.	provode	provodja	Vmia3se		26	10	11	advcl														
poiska+	поиска+	poiska	poiskam	Vmia3se		26	11	0	root				her heart wished to lead her life in an apostolic (way)										
ĭ	й	i	tja	Pp3fsd		26	12	11	obl					1									
srdcé+	срдце́+	srdce	sъrdce	Nnsny		26	13	11	nsubj														
to	то	to	tъ	Pd-nsn		26	14	13	det	p_nom													
apstol'skĭ 	апстол͛скй 	apstolski 	apostolski	R		26	15	17	advmod														
da+	да+	da	da	C		26	16	17	mark														
provóžda	прово́жда	provožda	provoždam	Vmip3si		26	17	11	advcl														
svóę+	сво́ѧ+	svoę	svoi	Amsoy		26	18	20	amod	poss													
tъ	тъ	tъ	tъ	Pd-msn		26	19	18	det	p_adj													
živótъ,	живо́тъ,	životъ	život	Nmsnn		26	20	17	obj														
																							
sъs	със	sъs	s	Si		27	1	2	case				with fasting, and with staying awake she tortured her flesh										
póstъ,	по́стъ,	postъ	post	Nmsnn		27	2	6	obl														
i	и	i	i	C		27	3	5	cc														
sъs	със	sъs	s	Si		27	4	5	case														
bdé-nïe	бде́-нїе	bdenie	bdenie	Nnsnn		27	5	2	conj					1									
mъ´češĭ 	мъ́чешй 	mъčeši 	mъča	Vmii3si		27	6	0	root														
snagá+	снагá+	snaga	snaga	Nfsnn		27	7	6	obj							Demina et al. 925: <i>snaga</i> 'čoveško tjalo, plăt, stan'							
ta+	та+	ta	tъ	Pd-fsn		27	8	7	det	p_nom													
sĭ .	сй .	si 	se	Px---d		27	9	7	nmod	poss													
																							
zló	зло́	zlo	zlo	Nnsnn		28	1	2	obj				she received evil										
tég'lešĭ ,	те́г͛лешй ,	tegleši 	teglja	Vmii3si		28	2	0	root														
																							
i+	и+	i	i	C		29	1	6	cc				and laid down on the naked ground										
na	на	na	na	Sl		29	2	3	case														
země´+	земѣ́+	země	zemja	Nfsnn		29	3	6	obl														
ta	та	ta	tъ	Pd-fsn		29	4	3	det	p_nom													
góla	го́ла	gola	gol	Afsnn		29	5	3	amod														
lě´gaše.	лѣ́гаше.	lěgaše	ljagam	Vmii3si		29	6	0	root					1									
																							
ot+	от+	ot	ot	Sg		30	1	2	case				from here on, she flamed up with a divine wish										
túka+	тꙋ́ка+	tuka	tuka	R		30	2	7	advmod														
se	се	se	se	Px---a		30	3	7	expl														
sъs	със	sъs	s	Si		30	4	6	case														
bžestvénno	бжестве́нно	bžestvenno	božestven	Ansnn		30	5	6	amod														
želánïe	желáнїе	želanie	želanie	Nnsnn		30	6	7	obl														
raspálĭ ,	распáлй ,	raspali 	razpalja	Vmia3se		30	7	0	root														
																							
i+	и+	i	i	C		31	1	5	cc				and she didn't want to suffer herself very much to drown herself (in worldly things)			Vuk.1536: <i>ne+ sьtrь´pě na+ mnózě (sebe) tómiti.</i><br/>Nedělnik 1806: <i>i+ ne+ sterpě´ mnógo da+ sědì u+ tóę mnogometę´žnyi svě´tъ méždu člvcy+ te</i>							
ne+	не+	ne	ne	Qz		31	2	3	advmod														
ště´	щѣ́	ště	šta	Vaip3si		31	3	5	aux	fut													
da	да	da	da	C		31	4	3	fixed	inf													
trъpì	тръпѝ	trъpi	tъrpja	Vmip3si		31	5	0	root														
sébě	се́бѣ	sebě	se	Px---g	Px---d	31	6	5	obj					1		Berl.d. does not seem to distinguish refl.dat <i>sebě</i> and gen/acc <i>sebe</i> from each other.							
na+	на+	na	na	Sa		31	7	8	case														
mnogo	много	mnogo	mnogo	R		31	8	5	advmod														
da+	да+	da	da	C		31	9	3	mark														
sà	сà	sa	se	Px---a		31	10	3	expl														
topì	топѝ	topi	topja	Vmip3si		31	11	5	advcl														
																							
amì	амѝ	ami	ami	C		32	1	5	cc				but rather she left everything (behind)										
síč'ko+	си́ч͛ко+	sičko	vsičko	Nnsnn		32	2	5	obj														
to	то	to	tъ	Pd-nsn		32	3	2	det	p_adj													
naednò	наедно̀	naedno	naedno	R		32	4	5	advmod														
oustávĭ ,	оустáвй ,	ustavi 	ostavja	Vmia3se		32	5	0	root														
																							
i+	и+	i	i	C		33	1	4	cc				and began to run										
načéna	наче́на	načena	načna	Vaia3se		33	2	4	aux														
da+	да+	da	da	C		33	3	2	mark														
bě´ga	бѣ́га	běga	běgam	Vmip3si		33	4	0	root					1									
																							
i+	и+	i	i	C		34	1	3	cc				and she reached the crowdless desert over there										
pústinïe	пꙋ́стинїе	pustinie	pustinja	Nnsnn		34	2	3	obj														
dostíg'na	дости́г͛на	dostigna	dostigna	Vmia3se		34	3	0	root														
																							
tám	тáм	tam	tam	R		35	1	6	advmod				and she led an immaterial and angelic life										
bezglъ´č'no,	безглъ́ч͛но,	bezglъčno	bezglъčno	R		35	2	6	advmod														
i	и	i	i	C		35	3	6	cc														
agglkïĭ	агглкїй	agglkii	angelski	Amsny		35	4	5	amod														
živótъ	живо́тъ	životъ	život	Nmsnn		35	5	6	obj														
provóždaše.	прово́ждаше.	provoždaše	provoždam	Vmii3si		35	6	0	root					1									
																							
níkákъ	ни́кáкъ	nikakъ	nikak	Pz		36	1	3	advmod				not worse (?) than the Prophet Elijah with his fasting (ʺprocedureʺ)										
ne+	не+	ne	ne	Qz		36	2	3	advmod														
bě´	бѣ́	bě	sъm	Vmia3si		36	3	0	root														
prwskudno	прѡскꙋдно	proskudno	proskudno	R		36	4	3	advmod														
wt+	ѿ+	ot	ot	Sg		36	5	6	case														
bgovidca	бговидца	bgovidca	Bogovidec	Nmsgy		36	6	3	obl														
Ilï´ę,	Илї́ѧ,	ilię	Ilija	Nfsny		36	7	6	appos														
sъs	със	sъs	s	Si		36	8	10	case														
póstno	по́стно	postno	posten	Ansnn		36	9	10	amod														
provóždanïe,	прово́жданїе,	provoždanie	provoždanie	Nnsnn		36	10	3	obl														
																							
ilì	илѝ	ili	ili	C		37	1	4	cc				or, let's tell the truth	1									
istinna	истинна	istinna	istina	Nfsnn		37	2	4	obj														
da+	да+	da	da	C		37	3	4	aux	opt													
rečémь,	рече́мь,	rečemъ	reka	Vmip1pe		37	4	0	root														
																							
Krtsítelě	Кртси́телѣ	krtsitelě	Krъstitel	Nmsgy		38	1	3	obj				(she) likened (herself) to John the Baptist (himself) with her fasting										
ïwán'na,	їѡáн͛на,	ioanna	Ioan	Nmsgy		38	2	1	appos														
ouprïličáva	оупрїличáва	upriličava	upriličavam	Vmia3si		38	3	0	root														
sъs	със	sъs	s	Si		38	4	5	case														
póstenïe,	по́стенїе,	postenie	postene	Nnsnn		38	5	3	obl														
																							
sъs	със	sъs	s	Si		39	1	3	discourse				and she struggled by staying awake	1									
i+	и+	i	i	C		39	2	5	cc														
sъs	със	sъs	s	Si		39	3	4	case														
bdénïe	бде́нїе	bdenie	bdenie	Nnsnn		39	4	5	obl														
trúdešĭ	трꙋ́дешй	trudeši	trudja	Vmii3si		39	5	0	root														
																							
i+	и+	i	i	C		40	1	8	cc				and she ate (merely) the grass which was in the desert										
što	що	što	što	Pq		40	2	3	mark														
imaše	имаше	imaše	imam	Vmii3si		40	3	7	acl														
u+	ꙋ+	u	u	Sg		40	4	5	case														
pustiné+	пꙋстине́+	pustine	pustinja	Nnsnn		40	5	3	obl														
to	то	to	tъ	Pd-nsn		40	6	5	det	p_nom													
