text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc					chunk	
sotvorì	сотворѝ	sotvori	sъtvoriti	Vmia3se		7	5	0	root														
támw	тáмѡ	tamo	tamo	R	Pr---a	7	6	5	advmod														
čudesà	чꙋдесà	čudesa	čudo	Nnpnn		7	7	5	obj														
v'+	в͛+	vъ	v	Sl		7	8	9	case														
životě̀	животѣ̀	životě	život	Nmsln		7	9	5	obl	loc													
svoémъ	свое́мъ	svoemъ	svoi	Amsin		7	10	9	amod	poss													
î	и̂	i	i	C		7	11	13	cc														
po-	по-	po	po	Sl		7	12	13	case					1									
prestavlénïi.	преставле́нїи.	prestavlenii	prěstavlenie	Nnsln		7	13	9	conj	loc													
																							
Prpdbnaę	Прпдбнаѧ	prpdbnaę	prěpodoben	Afsny		8	1	12	nsubj				as the Reverend (Petka) sent her parents to the God well									4	Desert Life
oûbw	оꙋ̂бѡ	oubo	ubo	C		8	2	12	cc														
po+	по+	po	po	Sl		8	3	4	case														
smérti	сме́рти	smerti	smъrt	Nfsgn		8	4	12	obl														
rwdíteleĭ	рѡди́телей	roditelei	roditel	Nmpgy		8	5	4	nmod	poss													
svoix,	своих,	svoix	svoi	Ampgy		8	6	5	amod	poss				1									
tě́snyĭ	тѣ́сный	těsnyi	těsen	Amsny		8	7	10	amod														
î	и̂	i	i	C		8	8	9	cc														
priskórbnyĭ	приско́рбный	priskorbnyi	priskrъben	Amsny		8	9	7	conj														
pútь	пꙋ́ть	putь	pǫt	Nmsnn		8	10	12	obj														
načátь	начáть	načatь	načęti	Vaip3se		8	11	12	aux														
proxodíti,	проходи́ти,	proxoditi	proxoditi	Vmn---i		8	12	0	root														
																							
î	и̂	i	i	C		9	1	4	cc				and she staunchly desired to live as an apostle	1									
st҃yx'	ст҃ых͛	styxъ	svęt	Ampgy		9	2	5	nmod	poss													
oûsérdno	оꙋ̂се́рдно	ouserdno	usrъdno	R		9	3	4	advmod														
vozrevnovà	возревновà	vozrevnova	vъzrevnovati	Vmia3se		9	4	0	root														
žítïju,	жи́тїю,	žitiju	žitie	Nnsdn		9	5	4	obl	iobj													
póstom'	по́стом͛	postomъ	post	Nmsin		9	6	9	obl				conquering the (desires of the?) body by fasting and staying awake, by hardships and laying on the ground										
î	и̂	i	i	C		9	7	8	cc														
bdénïem'	бде́нїем͛	bdeniemъ	bdenie	Nnsin		9	8	6	conj					1									
oûmerštvlę́ę	оꙋ̂мерщвлѧ́ѧ	oumerštvlęę	umrъštvljati	Vmpp-sia	Amsny	9	9	4	advcl														
tě́lo	тѣ́ло	tělo	tělo	Nnsnn		9	10	9	obj														
svoè,	своѐ,	svoe	svoi	Ansny		9	11	10	amod	poss													
î	и̂	i	i	C		9	12	13	cc				and subduing it to the spirit										
poraboštáę	порабощáѧ	poraboštaę	poraboštati	Vmpp-sea	Amsny	9	13	9	conj							Miklosich: poraboštati 'subigere'							
ʾè	҆ѐ	e	je	Pp3nsa		9	14	13	obj														
dx҃ovi.	дх҃ови.	dxovi	dux	Nmsdy		9	15	13	obl	iobj													
																							
wt+	ѿ+	ot	ot	Sg		10	1	2	case				from now on, being engulfed by her divine desire										
sjúdu	сю́дꙋ	sjudu	sjudu	R	Pr---g	10	2	5	advmod					1									
î	и̂	i	i	C		10	3	15	cc														
Bž͒tvénnym	Бж͒тве́нным	bžstvennym	božestven	Ansiy		10	4	7	amod														
razžégši+	разже́гши+	razžegši	razžešti	Vmpa-sea	Afsnn	10	5	15	advcl														
sę	сѧ	sę	sę	Px---a		10	6	5	expl														
želánïem',	желáнїем͛,	želaniemъ	želanie	Nnsin		10	7	5	obl														
ne+	не+	ne	ne	Qz		10	8	9	advmod				she couldn't torment herself anymore by living in this troubled world										
sterpě	стерпѣ	sterpě	sъtrъpěti	Vmia3se		10	9	15	aux														
na+	на+	na	na	Sa		10	10	11	case														
mnẃzě	мнѡ́зѣ	mnozě	mnozě	R		10	11	15	advmod					1									
v'+	в͛+	vъ	v	Sl		10	12	14	case														
mnogomętežnom	многомѧтежном	mnogomętežnom	mnogomętežen	Amsin		10	13	14	amod														
mı´rě	мı́рѣ	mirě	mir	Nmsln		10	14	15	obl	loc													
žíti,	жи́ти,	žiti	žiti	Vmn---i		10	15	0	root														
																							
no	но	no	no	C		11	1	5	cc				and, leaving everything behind, began to run away (ʺtook a runʺ)										
vsę̀	всѧ̀	vsę	vse	A-pan		11	2	3	obj														
ŵstávl'ši	ѡ̂стáвл͛ши	ostavlъši	ostaviti	Vmpa-sa		11	3	5	advcl														
bě́gu+	бѣ́гꙋ+	běgu	běg	Nmsdn		11	4	5	obl														
jat+	ꙗт+	jat	ęti	Vmia3se		11	5	0	root														
sę,	сѧ,	sę	sę	Px---a		11	6	5	expl					1									
																							
î	и̂	i	i	C		12	1	6	cc				and, as she reached the desert, she lived an equally angelic life there										
pustýnju	пꙋсты́ню	pustynju	pustynja	Nfsan		12	2	3	obj														
dostígši,	дости́гши,	dostigši	dostignǫti	Vmpa-sea	Afsnn	12	3	6	advcl														
ravno	равно	ravno	ravno	R		12	4	5	amod														
ʾágg҃lnoe	҆áгг҃лное	agglnoe	angelen	Ansny		12	5	7	amod														
provoždáše	провождáше	provoždaše	provoždati	Vmii3si		12	6	0	root														
žítïe,	жи́тїе,	žitie	žitie	Nnsnn		12	7	6	obj					1									
Bgo҃vídca	Бго҃ви́дца	bgovidca	Bogovidec	Nmsgy		12	8	13	obj				imitating the life of Prophet Eliah and John the Baptist										
Ilïju	Илїю	iliju	Ilija	Nfsan		12	9	8	appos														
î	и̂	i	i	C		12	10	11	cc														
İwánna	Іѡáнна	ioanna	Ioann	Nmsgy		12	11	8	conj														
Kr͒títelę	Кр͒ти́телѧ	krstitelę	Krъstitel	Nmsgy		12	12	11	appos														
podražáę:	подражáѧ:	podražaę	podražati	Vmpp-sia	Amsnn	12	13	6	advcl														
býlïe	бы́лїе	bylie	bylie	Nnsnn		12	14	17	obj				eating only the desert herbs	1									
tóčïju	то́чїю	točiju	tъčiju	R		12	15	17	advmod														
pustýnnoe	пꙋсты́нное	pustynnoe	pustynen	Ansny		12	16	1	amod														
v'kušájušti,	в͛кꙋшáющи,	vъkušajušti	vъkušati	Vmpp-sia	Afsnn	12	17	13	conj														
î	и̂	i	i	C		12	18	21	cc				and even of that only a bit										
segẁ	сегѡ̀	sego	sii	Pd-nsa		12	19	21	obl														
źě́lo	ѕѣ́ло	źělo	źělo	R		12	20	21	advmod														
málo:	мáло:	malo	malo	R		12	21	17	conj					1									
																							
stúdenïju	стꙋ́денїю	studeniju	studenь	Nfsin		13	1	6	obl				she was exposed to cold and heat as well										
že	же	že	že	Qd		13	2	6	cc														
î	и̂	i	i	C		13	3	4	cc														
źnóem'	ѕно́ем͛	źnoemъ	źnoi	Nmsin		13	4	1	conj														
bě	бѣ	bě	byti	Vaii3si		13	5	6	aux	pass													
îstaeváę,	и̂стаевáѧ,	istaevaę	istajavati	Vmpp-sia	Amsnn	13	6	0	root							Miklosich: istajavati 'liquefieri, debilitare'							
																							
î	и̂	i	i	C		14	1	5	cc				and she looked towards the only one capable of saving from ʺthe tempest and the stormʺ										
kъ	къ	kъ	k	Sd		14	2	3	case														
êdínomu	е̂ди́номꙋ	edinomu	edin	Amsdy		14	3	5	obl	iobj													
tóčïju	то́чїю	točiju	tъčiju	R		14	4	5	advmod					1									
v'ziráše	в͛зирáше	vъziraše	vъzirati	Vmii3si		14	5	0	conj														
sps҃tì	спс҃тѝ	spsti	spasiti	Vmn---e		14	6	3	acl							Ps 55:8 NIV							
mogúštemu	могꙋ́щемꙋ	moguštemu	mošti	Vapp-si	Amsdy	14	7	6	aux														
wt	ѿ	ot	ot	Sg		14	8	9	case														
malodúšïę	малодꙋ́шїѧ	malodušię	malodušie	Nnsgn		14	9	6	obl	abl													
î	и̂	i	i	C		14	10	11	cc														
búrę	бꙋ́рѧ	burę	burja	Nfsnn		14	11	9	conj														
smirennyę	смиренныѧ	smirennyę	sъmiriti	Vmpp-sea	Amsnn	14	12	6	obj					1									
srdcemъ.	срдцемъ.	srdcemъ	srъdce	Nnsin		14	13	12	nmod														
																							
kto	кто	kto	kto	Pq---n		15	1	7	nsubj				for who would (be able to) tell of that well of tears?										
ʾúbw	҆ꙋ́бѡ	ubo	ubo	C		15	2	7	cc														
toę̀	тоѧ̀	toę	toę	Pd-fsg		15	3	9	nmod	poss													
ʾí+	҆и́+	i	jь	Pp3msn		15	4	5	nmod														
že	же	že	že	Qd		15	5	9	det														
togdà	тогдà	togda	togda	R		15	6	7	advmod														
îspově́st'	и̂сповѣ́ст͛	ispověstъ	ispovědati	Vmip3se		15	7	0	root														
sleznyĭ	слезный	sleznyi	slъzъn	Amsny		15	8	9	amod					1									
îstóčnikъ?	и̂сто́чникъ?	istočnikъ?	istočnik	Nmsnn		15	9	7	obj														
																							
stenánïa	стенáнїа	stenania	stenanie	Nnpnn		16	1	8	obj				and who tells of (her) frequent and endless moanings										
že	же	že	že	Qd		16	2	8	cc														
částaę	чáстаѧ	častaę	čast	Anpny		16	3	1	amod														
î	и̂	i	i	C		16	4	6	cc														
ne+	не+	ne	ne	Qz		16	5	6	amod														
prestáemaę	престáемаѧ	prestaemaę	prěstati	Anpny	Vmpp-pe	16	6	3	conj														
kto	кто	kto	kto	Pq---n		16	7	8	nsubj					1									
skážetъ?	скáжетъ?	skažetъ	sъkazati	Vmip3se		16	8	0	root														
																							
nízu_lěgánïę	ни́зꙋ_лѣгáнїѧ	nizulěganię	nizulěganie	Nnpnn		17	1	6	obj				who will tell of her prostrations and her torment?										
î	и̂	i	i	Qr		17	2	3	cc														
oûmerštvlénïę	оꙋ̂мерщвле́нїѧ	oumerštvlenię	umrъštvlenie	Nnpnn		17	3	1	conj														
vsegdášnaę	всегдáшнаѧ	vsegdašnaę	vsegdašen	Anpny		17	4	3	amod					1									
kto	кто	kto	kto	Pq---n		17	5	6	nsubj														
îzrečétъ?	и̂зрече́тъ?	izrečetъ	izrešti	Vmip3se		17	6	0	root														
																							
ne	не	ne	ne	Qz		18	1	2	advmod				for there was no one able to see her but only that all-seeing eye (of God)										
bě́	бѣ́	bě	byti	Vaii3si		18	2	0	root														
bw	бѡ	bo	bo	C		18	3	2	cc														
támw	тáмѡ	tamo	tamo	R	Pr---a	18	4	2	advmod														
ʾínogw	҆и́ногѡ	inogo	in	Amsgy		18	5	2	obl	pred													
kogẁ,	когѡ̀,	kogo	kto	Pq---g		18	6	5	expl														
vsę	всѧ	vsę	vse	A-pgn		18	7	9	obj														
ta	та	ta	tъ	Pd-npn		18	8	7	det	p_nom				1									
smatrę́ti	сматрѧ́ти	smatręti	sъmatrati	Vmn---i		18	9	5	acl														
mogúštago,	могꙋ́щаго,	moguštago	mošti	Amsgy	Vapp-si	18	10	9	aux														
ʾjá+	҆ꙗ́+	ja	je	Pp3npn		18	11	12	nmod														
že	же	že	že	Qd		18	12	13	mark														
tvorę́še	творѧ́ше	tvoręše	tvoriti	Vmii3si		18	13	7	acl														
Prpdbnaę:	Прпдбнаѧ:	prpdbnaę	prěpodoben	Afsny		18	14	13	nsubj														
tóčïju	то́чїю	točiju	tъčiju	R		18	1	4	cc					1									
vse+	все+	vse	vse	Ansnn		18	2	4	obj														
vidę́štee	видѧ́щее	vidęštee	viděti	Ansny	Vmpp-sia	18	3	4	acl														
ʾóko	҆о́ко	oko	oko	Nnsnn		18	4	5	conj														
bž҃ıe.	бж҃ıе.	bžie	božii	Ansnn		18	5	4	amod	poss													
																							
ne	не	ne	ne	Qz		19	1	2	advmod				there was no care for worldly vanities (?), only about purifying (her) soul, about the answers at the Last Judgement, for the meeting with the Bridegroom										
bě̀	бѣ̀	bě	byti	Vmii3si		19	2	0	root														
tóĭ	то́й	toi	toi	Pd-fsd		19	3	2	obl	iobj													
támo	тáмо	tamo	tamo	R	Pr---a	19	4	2	advmod														
popečénïę	попече́нїѧ	popečenię	popečenie	Nnsgn		19	5	2	nsubj														
ô	о̂	o	o (2)	Sl		19	6	7	case														
sustě̀	сꙋстѣ̀	sustě	suxota	Nfsdy		19	7	2	obl					1		?							
mı´rstěĭ,	мı́рстѣй,	mirstěi	mirski	Afsdy		19	8	7	amod														
tóčïju	то́чїю	točiju	tъčiju	R		19	9	12	cc														
ô	о̂	o	o (2)	Sl		19	10	12	case														
dš҃évnomъ	дш҃е́вномъ	dševnomъ	duševen	Ansin		19	11	12	amod														
ôčišténïi,	о̂чище́нїи,	očištenii	očištenie	Nnsln		19	12	7	conj														
î	и̂	i	i	C		19	13	15	cc														
ŵ	ѡ̂	o	o (2)	Sl		19	14	15	case														
wtvě́tě	ѿвѣ́тѣ	otvětě	otvět	Nmsln		19	15	12	conj					1									
búduštagw	бꙋ́дꙋщагѡ	buduštago	byti	Amsgy	Vmpp-sea	19	16	17	amod														
súda,	сꙋ́да,	suda	sъd	Nmsgn		19	17	15	nmod	poss													
ô	о̂	o	o (2)	Sl		19	18	19	case														
strěténïi	стрѣте́нїи	strětenii	strětenie	Nnsln		19	19	15	conj														
Ženixóvě:	Женихо́вѣ:	ženixově	ženixov	Amsln		19	20	19	amod	poss													
tebè	тебѐ	tebe	ty	Pp2-sg		20	21	4	obj				saying: ʺyou, o my bridegroom, do I wantʺ										
ženíše	жени́ше	ženiše	ženix	Nmsvy		20	22	4	vocative					1									
moĭ	мой	moi	moi	Amsny		20	23	2	amod	poss													
îštù	и̂щꙋ̀	ištu	iskati	Vmip1si		20	24	25	advcl														
gl҃jušti:	гл҃ющи:	gljušti	glagolati	Vmpp-sia	Afsnn	20	25	3	acl														
î	и̂	i	i	C		20	26	36	cc				and also that (verse) in the Song (of the songs), which she always beared in her mind										
tò	то̀	to	tъ	Pd-nsn		20	27	36	obj														
ʾé+	҆е́+	e	e	Pp3nsn		20	28	29	nmod														
že	же	že	že	Qd		20	29	31	mark														
v'	в͛	vъ	v	Sl		20	30	31	case														
Pě́snex	Пѣ́снех	Pěsnex	pěsnь	Nfpln		20	31	27	acl	loc													
Pě́snïĭ,	Пѣ́снїй,	Pěsnii	pěsnь	Nfpgn		20	32	31	nmod	poss													
výnu	вы́нꙋ	vynu	vynu	R		20	33	36	advmod														
vъ	въ	vъ	v	Sl		20	34	35	case														
ʾúmě	҆ꙋ́мѣ	umě	um	Nmsln		20	35	36	obl	loc				1									
nosę́šti:	носѧ́щи:	nosęšti	nositi	Vmpp-sia	Afsnn	20	36	25	conj														
																							
Vozvěstíte	Возвѣсти́те	vozvěstite	vъzvěstiti	Vmm-2pe		21	1	0	root				ʺtell me about him, whom my soul lovesʺ			Song 1:6							
mi	ми	mi	az	Pp1-sd		21	2	1	obl	iobj													
êgẃ+	е̂гѡ́+	ego	jь	Pp3msg		21	3	4	nmod														
že	же	že	že	Qd		21	4	5	mark														
vozljubì	возлюбѝ	vozljubi	vъzljubiti	Vmia3s		21	5	1	advcl														
dš҃à	дш҃à	dša	duša	Nfsny		21	6	5	nsubj														
moę̀.	моѧ̀.	moę	moi	Afsny		21	7	6	amod	poss				1									
																							
ô	о̂	o	o (2)	Sl		22	1	2	case				she worried often about how to make her lamp prettily			Mt 25:1-13							
sémъ	се́мъ	semъ	sii	Pd-nsl		22	2	3	obl														
bolěznováše,	болѣзновáше,	bolěznovaše	bolěznovati	Vmii3si		22	3	0	root														
kákw	кáкѡ	kako	kako	R		22	4	5	mark														
oûkrasít'	оꙋ̂краси́т͛	oukrasitъ	ukrasiti	Vmip3se		22	5	3	advcl														
světílnik	свѣти́лник	světilnik	světilnik	Nmsnn		22	6	5	obj														
svoĭ,	свой,	svoi	svoi	Amsny		22	7	6	amod	poss				1									
î	и̂	i	i	C		22	8	12	cc				how she goes to meet the Bridegroom										
s'	с͛	sъ	s	Si		22	9	11	case														
mdrimi	мдрими	mdrimi	mǫdrь	Afpiy		22	10	11	amod														
dv҃ami	дв҃ами	dvami	děva	Nfpiy		22	11	12	obl														
îzyĭdetъ	и̂зыйдетъ	izyidetъ	iziti	Vmip3se		22	12	5	conj														
vъ	въ	vъ	v	Sa		22	13	14	case														
strěténïe	стрѣте́нїе	strětenie	strětenie	Nnsnn		22	14	12	obl														
Ženixù,	Женихꙋ̀,	ženixu	ženix	Nmsdy		22	15	14	nmod	iobj													
î	и̂	i	i	C		22	16	17	cc				how she'll notice the sweet voice of her Bridegroom	1									
oûslýšit'	оꙋ̂слы́шит͛	ouslyšitъ	uslyšiti	Vmip3se		22	17	12	conj														
sládkïĭ	слáдкїй	sladkii	sladъk	Amsny		22	18	19	amod														
glasъ	гласъ	glasъ	glas	Nmsnn		22	19	17	obj														
êgẁ,	е̂гѡ̀,	ego	jь	Pp3msg		22	20	19	poss														
î	и̂	i	i	C		22	21	22	cc				how she'll enjoy his beauty										
nasladít+	наслади́т+	nasladit	nasladiti	Vmip3se		22	22	17	conj														
sę	сѧ	sę	sę	Px---a		22	23	22	expl														
zrě́nïę	зрѣ́нїѧ	zrěnię	zrěnie	Nnsgn		22	24	22	obl					1									
krasotỳ	красоты̀	krasotỳ	krasota	Nfsgn		22	25	24	nmod	poss													
êgẁ,	е̂гѡ̀,	ego	jь	Pp3msg		22	26	25	nmod	poss													
																							
ô	о̂	o	o (2)	Sl		23	1	2	case				she cared only for this, saying:										
sem	сем	sem	sii	Pd-nsl		23	2	4	obl														
tóčïju	то́чїю	točiju	tъčiju	R		23	3	4	advmod														
pečáše+	печáше+	pečaše	pešti	Vmii3si		23	4	0	root														
sę	сѧ	sę	sę	Px---a		23	5	4	expl														
gl҃jušti:	гл҃ющи:	gljušti	glagolati	Vmpp-sia	Afsnn	23	6	4	advcl														
																							
Kogdà	Когдà	kogda	kogda	R		24	1	2	advmod				ʺwhen can I go and meet the God?ʺ			Ps 42:2 NIV							
prïĭdù	прїйдꙋ̀	priidu	priiti	Vmip1se		24	2	0	root					1									
î	и̂	i	i	C		24	3	4	cc														
jâvljú+	ꙗ̂влю́+	javlju	javiti	Vmip1se		24	4	2	conj														
sę	сѧ	sę	sę	Px---a		24	5	4	expl														
licù	лицꙋ̀	licu	lice	Nnsdn		24	6	4	obl	iobj													
Bž҃ıju.	Бж҃ıю.	bžiju	božii	Ansdn		24	7	6	amod	poss													
																							
tákw	тáкѡ	tako	tako	R		25	1	3	advmod				as she lived thus in the desert, the evil enemy was jealous of her virtues									5	Struggle with the Devil
ʾéĭ	҆е́й	ei	ja	Pp3fsd		25	2	3	nsubj														
živúšteĭ	живꙋ́щей	živuštei	žiti	Vmpp-sia	Afsdy	25	3	8	advcl														
v'	в͛	vъ	v	Sl		25	4	5	case														
pustyně,	пꙋстынѣ,	pustyně	pustynja	Nfsdn		25	5	3	obl	loc				2		a Russism: -ě as a ja-stem f.sg.dat/loc ending							
lukávyĭ	лꙋкáвый	lukavyi	lukav	Amsny		25	6	7	amod		583v	/img/petka/r_583v.jpg						Mc͒a Októmvrïa vъ *dı* dñь	Мц͒а Окто́мврїа въ ·дı· дн҃ь				
vragъ	врагъ	vragъ	vrag	Nmsny		25	7	8	nsubj														
zavidę́še	завидѧ́ше	zavidęše	zaviděti	Vmii3si		25	8	0	root														
dobrodě́telem	добродѣ́телем	dobrodětelem	dobrodětel	Nnpdn		25	9	8	obl	iobj													
êę̀,	е̂ѧ̀,	eę	ja	Pp3fsg	poss	25	10	9	nmod	poss													
																							
î	и̂	i	i	C		26	1	7	cc				and he tried to scare her by dreams and apparitions										
tštáše+	тщáше+	tštaše	tъštati	Vmii3si		26	2	7	aux														
sę	сѧ	sę	sę	Px---a		26	3	2	expl					1									
mečtánïami	мечтáнїами	mečtaniami	mečtanie	Nnpin		26	4	7	obl														
î	и̂	i	i	C		26	5	6	cc														
prividě́nïami	привидѣ́нїами	prividěniami	prividěnie	Nnpin		26	6	4	conj														
ûstrašíti	ꙋ̂страши́ти	ustrašiti	ustrašiti	Vmn---i		26	7	0	root														
jû:	ю̂:	ju	ja	Pp3fsa		26	8	7	obj														
																							
