text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
jăže+	ꙗ̆же+	jaže	iže	Pr-npn		10	18	21	mark				which she went through for the sake of love of Christ.			които тя извърши от любов към Христа.							
radʺ	рад̏	radi	radi	Sg		10	19	22	case														
xv҃y+	хв҃ы+	xvy	Xristov	Afsgn		10	20	22	amod	poss													
podętь+	подѧть+	podętъ	podęti	Vmia3se		10	21	14	acl														
ljúbve•	лю́бве•	ljubve	ljubov	Nfsgn		10	22	21	obl														
																							
prï_ʾimet+	прї_҆имет+	priimet	priema	Vmip3se		11	1	0	root				She will accept.	1		Подобна на майка, що обича децата си, тя ще отнеме, без друго ще отнеме нашата детска безсловесност,							
bw`+	бѡ̀+	bo	bo	C		11	2	1	cc														
																							
vьsěkw+	вьсѣкѡ+	vъsěko	vsěki	Ansnn		12	1	2	obj				She will acept everything as a child-loving mother, even our childish follies.										
prïimet	прїимет	priimet	priema	Vmip3se		12	2	0	root														
ʾjako+	҆ꙗко+	jako	jako (2)	C		12	3	5	mark														
ljubočę´dnaa+	любочѧ́днаа+	ljubočędnaa	ljubočęden	Afsny		12	4	5	amod														
máti	мáти	mati	mati	Nfsny		12	5	2	advcl					1									
ʾi+	҆и+	i	i	C		12	6	9	amod														
dětskaa+	дѣтскаа+	dětskaa	dětski	Anpny		12	7	9	amod														
náša+	нáша+	naša	naš	Anpnn		12	8	9	amod	poss													
němotovanïa,	нѣмотованїа,	němotovania	němotovanie	Nnpnn		12	9	1	appos							Miklosich: němotovati 'mutum esse'							
																							
ʾi+	҆и+	i	i	C		13	1	3	cc				And she gives strength to resolution.			а ще придаде сила на усърдието ни							
úsrdïu+	ꙋ́срдїꙋ+	usrdiu	usъrdie	Nnsdn		13	2	3	obl	iobj													
podas	пода͒	podas	podam	Vmip3se	Vmia3se	13	3	0	root					1									
sílǫ,	си́лѫ,	silǫ	sila	Nfsan		13	4	3	obj														
																							
ʾi+	҆и+	i	i	C		14	1	2	cc				And she leads (us) to the better and more joyful.			и ще ни напътства към доброта и блаженство.							
rǫkwvw´dstvuetь+	рѫкѡвѡ́дствꙋеть+	rǫkovodstvuetъ	rukovodstvuvati	Vmip3si		14	2	0	root														
na+	на+	na	na	Sa		14	3	4	case														
lúč'šaa+	лꙋ́ч͛шаа+	lučъšaa	lučši	Anpnyc		14	4	2	obl	lat													
ʾi+	҆и+	i	i	C		14	5	6	cc														
blažai_šaa•	блажаи_шаа•	blažaišaa	blažen	Anpnyc		14	6	4	conj					1									
																							
ʿašte+	҅аще+	ašte	ašte	C		15	1	6	mark				And even if it would not be well-made,			Прилично е, щото и ние да й принесен нещо, което подхожда за нея, макар то и да не е художествено							
bw`+	бѡ̀+	bo	bo	C		15	2	15	cc														
ʾi+	҆и+	i	i	C		15	3	1	fixed														
ne+	не+	ne	ne	Qz		15	4	6	amod														
po+	по+	po	po	Sd		15	5	6	case														
lěpotě,	лѣпотѣ,	lěpotě	lěpota	Nfsdn		15	6	15	advcl														
ŏbače+	о̆баче+	obače	obače	C		15	7	15	cc				then still, we also should bring something appropriate to her.										
dostoitь+	достоить+	dostoitъ	dostojati	Vmip3si		15	8	15	aux														
ʾi	҆и	i	i	C		15	9	10	amod					1									
námъ+	нáмъ+	namъ	nie	Pp1-pd		15	10	15	nsubj														
čtó+	что́+	čto	čьto	Pq---n		15	11	15	obj														
ljubw+	любѡ+	ljubo	ljubo	Ansnn		15	12	11	amod														
kljúčimo+	клю́чимо+	ključimo	ključiti	Ansnn	Vmpp-si	15	13	11	amod														
tói+	то́и+	toi	tja	Pp3fsd		15	14	15	obl	iobj													
prinésti.	прине́сти.	prinesti	prinesa	Vmn---e		15	15	0	root														
																							
kljúčimo+	клю́чимо+	ključimo	ključiti	Vmpp-si	Ansnn	16	1	0	root	pass			But it would be appropriate for us, who are honored by (having) word before the others, should bring a well-made word,			А за нас, които сме удостоени с реч, прилично е, без съмнение, преди всичко да й поднесем, както е редно, слово, та доколко ни е по силите,							
žè	жѐ	že	že	Qd		16	2	1	cc					1									
vьsěko+	вьсѣко+	vъsěko	vsěki	Ansnn		16	3	1	nsubj														
bǫdet+	бѫдет+	bǫdet	bъda	Vmip3se		16	4	1	aux	pass													
ĭže+	йже+	iže	iže	Pr-msn		16	5	7	mark														
slovw`mь+	словѡ̀мь+	slovomъ	slovo	Nnsin		16	6	7	obl														
počьtényimь+	почьте́ныимь+	počъtenyimъ	počten	Vmpa-se	A-piy	16	7	8	acl	pass													
námь,	нáмь,	namъ	nie	Pp1-pd		16	8	1	obl	iobj													
slvo	слво	slvo	slovo	Nnsnn		16	9	15	obj					1									
prěžde+	прѣжде+	prěžde	prěžde	R		16	10	11	case														
ĭnyx+	йных+	inyx	in	A-pgy		16	11	8	nmod														
ʾjako+	҆ꙗко+	jako	jako (2)	C		16	12	15	mark														
vь+	вь+	vъ	v	Sa		16	13	14	case														
lěpotǫ+	лѣпотѫ+	lěpotǫ	lěpota	Nfsan		16	14	15	obl	lat													
prïnésti+	прїне́сти+	prinesti	prinesa	Vmn---e		16	15	1	advcl														
î+	и̂+	i	i	C		16	16	17	cc				and thus to pay the debt of us mortals according to our abilities,			да си отплатим (към нея) дълга като тленни,							
tlě´nn̈yx	тлѣ́нн̈ых	tlěnnyx	tlěnen	A-pgy		16	17	11	conj					2									
ʾÉlikw+	҆Є́ликѡ+	eliko	eliko	Pr		16	18	21	mark		74v	/img/petka/z74v.jpg											
po+	по+	po	po	Sd		16	19	20	case														
silě+	силѣ+	silě	sila	Nfsdn		16	20	21	obl														
w´dati+	ѡ́дати+	odati	otdam	Vmn---e		16	21	15	advcl														
dlьgъ,	дльгъ,	dlъgъ	dlъgъ	Nmsnn		16	22	21	obj														
twì+	тѡѝ+	toi	tja	Pp3fsd		16	23	8	cc				and then (it will be appropriate) for her, as immortal, to give her blessing to us, suffering from the insufficiency of the word.			а пък тя като нетленна да изпрати благодат на нас, които бедстваме поради словесна немощ.							
že+	же+	že	že	Qd		16	24	30	cc														
pakỳ+	пакы̀+	paky	paki	R		16	25	30	advmod														
ʾjako+	҆ꙗко+	jako	jako (2)	C		16	26	30	mark														
ne+	не+	ne	ne	Qz		16	27	28	advmod														
tlěnn̈ě`+	тлѣнн̈ѣ̀+	tlěnně	tlěnně	R		16	28	30	advmod					1									
blg҃dtъ+	блг҃дтъ+	blgdtъ	blagodat	Nfsni		16	29	30	obj														
podati+	подати+	podati	podam	Vmn---e		16	30	15	conj														
ʾiže+	҆иже+	iže	iže	Pr-msn		16	31	34	mark														
nemoštïǫ+	немощїѫ+	nemoštiǫ	nemošt	Nfsii		16	32	34	obl														
slova+	слова+	slova	slovo	Nnsgn		16	33	32	nmod	poss													
bědstvuǫštïimъ+	бѣдствꙋѫщїимъ+	bědstvuǫštiimъ	bědstvuvati	Vmpp-pia	A-pdy	16	34	35	acl					1									
namъ•	намъ•	namъ	nie	Pp1-pd		16	35	30	obl	iobj													
																							
Elma+	Єлма+	Elma	elma	C		17	1	7	mark				And when we (bring) forth our word about the one thus shining,			И когато [поднесем] нашето слово на многосветлата,							
že+	же+	že	že	Qd		17	2	10	cc														
kъ+	къ+	kъ	k	Sd		17	3	6	case														
ʾiže+	҆иже+	iže	iže	Pr-msn		17	4	6	det														
sice+	сице+	sice	sice	Pr		17	5	6	amod														
světlw´i+	свѣтлѡ́и+	světloi	světъl	Afsdy		17	6	7	orphan	obl:iobj													
namъ+	намъ+	namъ	nie	Pp1-pd		17	7	10	advcl	nsubj						Euthymius' CS syntax makes it sometimes hard to identify sentence subjects and other nominal dependents, expressed by subordinate clauses with a relative pronoun as <i>iže</i>. If there is no nominal head in the main clause, the relevant dependency for the clause is added to UD_ext of the head verb in this text.							
slóvw,	сло́вѡ,	slovo	slovo	Nnsnn		17	8	7	orphan	obj				1									
ʾi+	҆и+	i	i	C		17	9	10	amod				then the shining beginning will be with a shining story.			със светлата повест ще поставим прочее едно светло начало.							
světlw+	свѣтлѡ+	světlo	světlo	Nnsnn		17	10	0	root														
prw´čee+	прѡ́чее+	pročee	proče	Ansny		17	11	12	amod														
načę´lw+	начѧ́лѡ+	načęlo	načalo	Nnsnn		17	12	10	nsubj														
bǫ´dęt+	бѫ́дѧт+	bǫdęt	bъda	Vmip3se		17	13	10	cop														
sъ+	съ+	sъ	s	Si		17	14	16	case														
světlóǫ+	свѣтло́ѫ+	světloǫ	světъl	Afsin		17	15	16	amod														
pověstïǫ•	повѣстїѫ•	pověstiǫ	pověst	Nfsin		17	16	10	obl					1									
																							
Nǫ^+	Нѫ̂+	nǫ	no	C		18	1	7	cc				But who would tell about her works and miracles in detail?			Ала кой прочее ще разкаже поотделно нейните деяния и чудеса? 							
kto+	кто+	kto	kъto	Pq---n		18	2	7	nsubj														
ʾúbw+	҆ꙋ́бѡ+	ubo	ubo	C		18	3	1	fixed														
toǫʺ+	тоѫ̏+	toǫ	tja	Pp3fsg		18	4	8	nmod	poss													
pó+	по́+	po	po	Sd		18	5	6	case														
čęsti+	чѧсти+	čęsti	čast	Nfsgi		18	6	7	obl														
îzrčetь+	и̂зрчеть+	izrčetъ	izreka	Vmip3se		18	7	0	root														
děánïa+	дѣáнїа+	děania	dejanie	Nnpnn		18	8	7	obj														
že+	же+	že	že	Qd		18	9	8	cc							Maybe the scribe interpreted <i>po čęsti</i> as the first object (as in BG <i>počesti</i> 'honors'), thus adding a conjunction to <i>dějania</i>? It is in other editions too.							
î+	и̂+	i	i	C		18	10	11	cc														
čjudsa•	чюдса•	čjudsa	čudo	Nnpnn		18	11	8	conj														
																							
Ktô	Кто̂	kto	kъto	Pq---n		19	1	0	root				Who (could recount her) deeds of mercy, protections and virtues,	1		Кой [ще разкаже нейните] благодеяния, застъпничества и ходатайства,							
blg҃wděanïa+	блг҃ѡдѣанїа+	blgoděania	blagodejanie	Nnpnn		19	2	1	obj														
ʾi+	҆и+	i	i	C		19	3	4	cc														
zastǫplénïa+	застѫпле́нїа+	zastǫplenia	zastuplenie	Nnpnn		19	4	2	conj														
î+	и̂+	i	i	C		19	5	6	cc														
prědstátelstva.	прѣдстáтелства.	prědstatelstva	prědstatelstvo	Nnpnn		19	6	4	conj														
jăže	ꙗ̆же	jaže	iže	Pr-npn		19	7	9	mark				in Epibates, which in Thrace, in Tarnovo too, and in Moesia, and in Dalmatia?	1		които [тя извърши] било в Епиват, било в Тракия, било пък в Търново, в Мизия и в Далмация?							
vь+	вь+	vъ	v	Sl		19	8	9	case														
ʾepïvátwx.	҆епївáтѡͯ.	epivatox	Epivat	Nnpln		19	9	2	acl														
jăže+	ꙗ̆же+	jaže	iže	Pr-npn		19	10	12	mark														
vь+	вь+	vъ	v	Sl		19	11	12	case														
ѳrakïi.	ѳракїи.	ѳrakii	Trakija	Nfsdn		19	12	10	conj														
trъnwvě+	трънѡвѣ+	trъnově	Tъrnov	Nnsln		19	13	12	conj														
žè+	жѐ+	že	že	Qd		19	14	13	cc														
ʾi+	҆и+	i	i	C		19	15	16	cc														
misïi,	мисїи,	misii	Mizija	Nfsdn		19	16	13	conj					1									
ʾi+	҆и+	i	i	C		19	17	18	cc														
dalmatïi•	далматїи•	dalmatii	Dalmatija	Nfsdn		19	18	16	conj														
																							
ne+	не+	ne	ne	Qz		20	1	2	advmod				And you can find her name to be carried around not only (there), but over the whole world.			Дори ще намериш, че нейното име се разнася не само [по тия места], но дори по цялата земя.							
tъčïǫ+	тъчїѫ+	tъčiǫ	tъčijǫ	R		20	2	9	advmod														
žè,	жѐ,	že	že	Qd		20	3	2	cc														
nǫ´+	нѫ́+	nǫ	no	C		20	4	9	cc														
ʾi+	҆и+	i	i	C		20	5	4	fixed														
po+	по+	po	po	Sd		20	6	7	case														
vьseléněi+	вьселе́нѣи+	vъseleněi	vselena	Afsdy		20	7	9	obl	loc													
toǫ`+	тоѫ̀+	toǫ	tja	Pp3fsg		20	8	11	nmod	poss				1									
ʾobrę´šteši+	҆обрѧ́щеши+	obręšteši	obrěsti	Vmip2se		20	9	0	root														
ʾobnósimo+	҆обно́симо+	obnosimo	obnosja	Ansnn	Vmpp-si	20	10	9	obl	pred													
ĭmę•	ймѧ•	imę	ime	Nnsnn		20	11	9	obj														
																							
Mnw´ga+	Мнѡ́га+	mnoga	mnog	Afsnn		21	1	0	root				For the story of this Reverend (Petka) will be voluminous and long,			Наистина голяма и дълга ще бъде повестта за тази преподобна							
ʾúbw+	҆ꙋ́бѡ+	ubo	ubo	C		21	2	1	cc														
ʾi+	҆и+	i	i	C		21	3	4	cc														
dlь´ga	дль́га	dlъga	dъlъg	Afsnn		21	4	1	conj					1									
bǫ´det+	бѫ́дет+	bǫdet	bъda	Vmip3se		21	5	1	cop														
ʾo+	҆о+	o	o (2)	Sl		21	6	7	case														
prpdbněi+	прпдбнѣи+	prpdbněi	prepodoben	Afsdy		21	7	9	nmod	loc													
séi+	се́и+	sei	sii	Pd-fsd		21	8	7	det	p_adj													
póvěstь,	по́вѣсть,	pověstъ	pověst	Nfsnn		21	9	1	nsubj														
																							
ʾi+	҆и+	i	i	C		22	1	9	cc				and (still) our mind is not capable (to tell the story) well enough.			ала нашият ум не е достатъчен, за да я предаде художествено							
ná(šь)	нá(шь)	našъ	naš	Amsnn		22	2	3	amod	poss													
ŭmъ+	ꙋ̆мъ+	umъ	um	Nmsnn		22	3	9	nsubj														
kъ+	къ+	kъ	k	Sd		22	4	5	case														
séi+	се́и+	sei	sii	Pd-fsd		22	5	9	obl														
po	по	po	po	Sl		22	6	7	case					1									
lěpotě+	лѣпотѣ+	lěpotě	lěpota	Nfsdn		22	7	9	obl														
ne+	не+	ne	ne	Qz		22	8	9	advmod														
dóvletъ•	до́влетъ•	dovletъ	dovlěti	Vmip3si		22	9	0	root							Miklosich: dovlěti 'sufficere'							
																							
Nǫ^+	Нѫ̂+	nǫ	no	C		23	1	20	cc				But as the authority of your honorable kingship insists and requires our insufficiency to (do) this good and God-pleasing deed,			Но щом като ти, благочестиви царю, настояваш и принуждаваш нашата немощ да извърши това благо и богоугодно дело,							
