text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
ì+	ѝ+	i	tja	Pp3fsd		5	8	10	obl	iobj													
e	е	e	sъm	Vaip3si		5	9	10	aux	prf				1									
prosvě´tila	просвѣ́тила	prosvětila	prosvětja	Vmp--se		5	10	6	acl							Demina et al. 728: prosvětja 1. prosvetna, započna da svetja, zasijaja, 2. osvetja, napravja nešto tъmno da stane svetlo, 3. prosvetlee, stane svetlo, 4. prosvetja, dam njakomu jasnota, razbirane, znanija							
po+	по+	po	po	Sl		5	11	13	case														
síč'ky	си́ч͛кы	sički	sički	Amsny		5	12	13	amod														
svě´tь	свѣ́ть	světъ	svět	Nmsnn		5	13	10	obl	loc													
																							
néino	не́ино	neino	nein	Ansnn		6	1	2	amod	poss			which tongue could retell all of her miracles and her fasting?										
čjúdo	чю́до	čjudo	čudo	Nnsnn		6	2	9	obj					1									
i+	и+	i	i	C		6	3	5	cc														
neinь,	неинь,	neinъ	nein	Amsnn		6	4	5	amod	poss													
pos	пос	pos	post	Nmsnn		6	5	2	conj														
kói	ко́и	koi	koi	Amsny		6	6	7	amod														
ezýkь	езы́кь	ezikъ	ezik	Nmsnn		6	7	9	nsubj														
móže	мо́же	može	moga	Vaip3si		6	8	9	aux														
iskáza,	искáза,	iskaza	izkaža	Vmn---e		6	9	0	root														
																							
što+	що+	što	što	Pq		7	1	4	cc				what goodness she did on the Earth										
è	ѐ	e	sъm	Vaip3si		7	2	4	aux	prf				1									
tïjà	тїꙗ̀	tija	tja	Pp3fsn		7	3	4	nsubj														
stórila	сто́рила	storila	storja	Vmp--se		7	4	0	root														
dobrôdě´telь	добро̂дѣ́тель	dobrodětelъ	dobrodetel	Nmsnn		7	5	4	obj							Demina et al. 200: dobrodětel 1. dobrodetel, položitelni nravstveni kačestva na čovek, 2. dobrina, blagodejanie							
na+	на+	na	na	Sl		7	6	7	case				in the land of the town of Epibates										
zemlja	землꙗ	zemlja	zemlja	Nfsnn		7	7	4	obl	loc													
na+	на+	na	na	Sl		7	8	10	case														
epí_vát'sko	епи́_вáт͛ско	epivatsko	epivatski	Ansnn		7	9	10	amod					1									
mě´sto,	мѣ́сто,	město	město	Nnsnn		7	10	7	appos														
i+	и+	i	i	C		7	11	13	cc				and in the Thracian (land)										
na+	на+	na	na	Sl		7	12	13	case														
trákïisko,	трáкїиско,	trakiisko	trakiiski	Ansnn		7	13	10	conj														
i+	и+	i	i	C		7	14	16	cc				and in Tarnovo										
na+	на+	na	na	Sl		7	15	16	case														
trь´novь,	трь́новь,	trъnovъ	Tъrnov	Nnsnn		7	16	13	conj					1									
i+	и+	i	i	C		7	17	19	cc				and in Moesia										
na+	на+	na	na	Sl		7	18	19	case														
mísïa,	ми́сїа,	misia	Mizija	Nfsnn		7	19	16	conj														
i+	и+	i	i	C		7	20	22	cc				and in Dalmatia										
na+	на+	na	na	Sl		7	21	22	case														
dal'máti,	дал͛мáти,	dalmati	Dalmatija	Nfsdn		7	22	19	conj														
i+	и+	i	i	C		7	23	28	cc				and not merely in those lands										
nè+	нѐ+	ne	ne	Qz		7	24	25	advmod														
tь´kmo	ть́кмо	tъkmo	tъkmo	R		7	25	28	advmod														
po+	по+	po	po	Sl		7	26	28	case														
tïja	тїꙗ	tija	toja	Pd-npn		7	27	28	det					1									
mě´sta,	мѣ́ста,	města	město	Nnpnn		7	28	22	conj														
amì	амѝ	ami	ami	C		7	29	33	cc				but all over the world?										
i+	и+	i	i	C		7	30	33	fixed														
po+	по+	po	po	Sl		7	31	33	case														
síč'ki	си́ч͛ки	sički	sički	Amsny		7	32	33	amod														
svě´tь.	свѣ́ть.	světъ	svět	Nmsnn		7	33	28	conj														
																							
detô	дето̂	deto	deto	Pr		8	1	7	advmod				our mind cannot reach there										
nášь	нáшь	našъ	naš	Amsnn		8	2	3	amod	poss				1									
umь	ꙋмь	umъ	um	Nmsnn		8	3	7	nsubj														
ne+	не+	ne	ne	Qz		8	4	5	advmod														
móže	мо́же	može	moga	Vaip3si		8	5	7	aux														
da+	да+	da	da	C		8	6	5	fixed	inf													
dostígne,	дости́гне,	dostigne	dostigna	Vmip3se		8	7	0	root														
ilì	илѝ	ili	ili	C		8	8	12	cc				or our language cannot tell of all her miracles and goodness and fasting and tears										
ezýkь	езы́кь	ezikъ	ezik	Nmsnn		8	9	12	nsubj														
nášь	нáшь	našъ	naš	Amsnn		8	10	9	amod	poss				1									
da+	да+	da	da	C		8	11	12	mark														
iskáže	искáже	iskaže	izkaža	Vmip3se		8	12	7	conj														
síč'ko+	си́ч͛ко+	sičko	sički	Ansny		8	13	16	amod														
to	то	to	tъ	Pd-nsn		8	14	13	det	p_adj													
njéino	нѥ́ино	njeino	nein	Ansnn		8	15	16	amod	poss													
čjúdo,	чю́до,	čjudo	čudo	Nnsnn		8	16	7	obj														
i+	и+	i	i	C		8	17	18	cc														
dobrô,	добро̂,	dobro	dobro	Nnsnn		8	18	16	conj														
i+	и+	i	i	C		8	19	20	cc														
pos,	пос,	pos	post	Nmsnn		8	20	18	conj					1									
i+	и+	i	i	C		8	21	22	cc														
slь´zy.	сль́зы.	slъzi	sъlza	Nfpnn		8	22	20	conj														
																							
amì	амѝ	ami	ami	C		9	1	6	cc				but only as much as our mind could comprehend										
tь´kmo	ть́кмо	tъkmo	tъkmo	R		9	2	3	advmod														
kól'koto	ко́л͛кото	kolkoto	kolkoto	Pr		9	3	6	advmod														
nášь	нáшь	našъ	naš	Amsnn		9	4	5	amod	poss													
úmь	ꙋ́мь	umъ	um	Nmsnn		9	5	6	nsubj					1									
postígnь,	пости́гнь,	postignъ	postigna	Vmia3se		9	6	0	root														
																							
i+	и+	i	i	C		10	1	2	cc				and so I, Euthymius, Patriarch of Tъrnovo, wrote what I knew										
napísax	напи́сах	napisax	napiša	Vmia3se		10	2	0	root														
azь	азь	azъ	az	Pp1-sn		10	3	2	nsubj														
eѵ'tímïe	еѵ͛ти́мїе	eѵtimie	Evtimii	Nmsny		10	4	3	appos														
patrïár'xь	патрїáр͛хь	patriarxъ	patriarx	Nmsny		10	5	4	appos					1									
trь´nov'skyʺ,	трь́нов͛скы̏,	trъnovski	tъrnovski	Amsny		10	6	5	amod														
štô	що̂	što	što	Pq		10	7	8	mark														
znajax.	знаꙗх.	znajax	znaja	Vmia1si		10	8	2	acl														
																							
amì	амѝ	ami	ami	C		11	1	6	cc				but also you, blessed Christians, do hear										
i+	и+	i	i	C		11	2	1	fixed														
vïe	вїе	vie	vie	Pp2-pn		11	3	6	nsubj														
blsvéni	блсве́ни	blsveni	blagoslovja	Ampnn	Vmpa-pi	11	4	5	amod														
xrstiá_ne	хрстиá_не	xrstiane	xristianin	Nmpny		11	5	3	vocative					1									
poslúšaĭte	послꙋ́шайте	poslušaite	poslušam	Vmm-2pe		11	6	0	root														
																							
Tázi	Тáзи	tazi	tozi	Pd-fsn		12	1	6	det				that Saint and Reverend Petka was from the land of Epibates									3	Petka's Childhood
staa	стаа	staa	svęt	Afsny		12	2	5	amod														
i+	и+	i	i	C		12	3	4	cc														
prpodóbna	прподо́бна	prpodobna	prepodoben	Afsnn		12	4	2	conj														
pét'ka	пе́т͛ка	petka	Petka	Nfsny		12	5	6	nsubj					1									
bě´še	бѣ́ше	běše	sъm	Vmii3si		12	6	0	root														
wt+	ѿ+	ot	ot	Sg		12	7	8	case														
mě´sto	мѣ́сто	město	město	Nnsnn		12	8	6	obl	abl													
epiváti	епивáти	epivati	Epivat	Nmpnn		12	9	8	nmod														
																							
wcь	ѡць	ocъ	otec	Nmsny		13	1	7	nsubj				her father and her mother were good and pious										
njéinь,	нѥ́инь,	njeinъ	nein	Amsnn		13	2	1	amod	poss													
i+	и+	i	i	C		13	3	4	cc														
mái_ka+	мáи_ка+	maika	maika	Nfsny		13	4	1	conj					1									
ì	ѝ	i	tja	Pp3fsd		13	5	4	nmod	poss													
bě´xa	бѣ́ха	běxa	sъm	Vmii3pi		13	6	7	cop														
dobrỳ	добры̀	dobrỳ	dobъr	Ampnn		13	7	0	root														
i+	и+	i	i	C		13	8	9	cc														
blgočь´stivy,	блгочь́стивы,	blgočъstivi	blagočestiv	Ampnn		13	9	7	conj							Demina et al. 44: blagočestiv 'kojto živee spored normite na xristijanskija moral, nabožen'							
																							
i+	и+	i	i	C		14	1	2	cc				and they lived (ʺwalkedʺ) according to Divine Commandment(s)										
xóděxa	хо́дѣха	xoděxa	xodja	Vmii3si		14	2	0	root														
po	по	po	po	Sl		14	3	5	case					1									
bžïi	бжїи	bžii	božii	Ampnn		14	4	5	amod	poss													
zapovědь	заповѣдь	zapovědъ	zapověd	Nmsnn		14	5	2	obl	loc													
																							
mlstínja	млсти́нꙗ	mltinja	milostinja	Nnsnn		15	1	2	obj				(they) performed deeds of mercy			Demina et al. 470: milostinja 1. podajanie, koeto se dava na bedni i nuždaešti se, 2. blagodejanie, dobro delo							
číněxa,	чи́нѣха,	činěxa	činja	Vmii3si		15	2	0	root														
																							
i+	и+	i	i	C		16	1	4	cc				and (also) other good deeds were (done) by them										
drúgy	дрꙋ́гы	drugi	drug	Afpnn		16	2	3	amod														
dó_bryni	до́_брыни	dobrini	dobrina	Nfpnn		16	3	4	nsubj					1		Demina et al. 197: dobrina 1. dobrota, dobrosъrdečie, 2. nešto, koeto e izvъršeno v polza na drugite, blagodejanie, 3. dobrodetel, duševna čistota, 4. dobro, xubav život (a tebě ima golěma dobrinia, če si prostil' duš'manina svoego), 5. blago, materialna ili duxovna pridobivka, 6. blagodat, prirodno izobilie (eto dobrina i xubost raiska)							
bě´xa	бѣ́ха	běxa	sъm	Vmii3pi		16	4	0	root														
u+	ꙋ+	u	u	Sg		16	5	6	case														
tě´x	тѣ́х	těx	tě	Pp3-pg		16	6	4	obl	loc													
																							
i+	и+	i	i	C		17	1	2	cc				and they gave birth to this pure, Christ's dove and maiden										
rodíxa	роди́ха	rodixa	rodja	Vmii3pe		17	2	0	root														
tъ´zi	тъ́зи	tъzi	tozi	Pd-fso		17	3	7	det														
čísta	чи́ста	čista	čist	Afsnn		17	4	7	amod														
i+	и+	i	i	C		17	5	6	cc														
xva	хва	xva	Xristov	Afsnn		17	6	4	conj	poss				1									
golubica	голꙋбица	golubica	golubica	Nfsny		17	7	2	obj														
i+	и+	i	i	C		17	8	9	cc														
dvca.	двца.	dvca	devica	Nfsny		17	9	7	conj														
																							
i+	и+	i	i	C		18	1	2	cc				and they gave birth also to another male (child), his name (was) Euthymius										
rodíxa	роди́ха	rodixa	rodja	Vmii3pe		18	2	0	root														
i+	и+	i	i	C		18	3	5	cc														
drúgo	дрꙋ́го	drugo	drug	Ansnn		18	4	5	amod														
múž'ko,	мꙋ́ж͛ко,	mužko	mъžki	Ansnn		18	5	2	obj														
í_me+	и́_ме+	ime	ime	Nnsnn		18	6	9	nsubj					1									
to+	то+	to	tъ	Pd-nsn		18	7	6	det	p_nom													
mu	мꙋ	mu	toi	Pp3msd		18	8	6	nmod	poss													
ev'tímïe,	ев͛ти́мїе,	evtimie	Evtimii	Nmsny		18	9	5	acl														
štò	що̀	što	što	Pq		18	10	11	mark				who finally became the bishop of Madytos										
bŷ	бы̂	bi	bъda	Vmia3se		18	11	5	acl														
nápokonь	нáпоконь	napokonъ	napokon	R		18	12	11	advmod														
na+	на+	na	na	Sa		18	13	14	case							Berl.d.: vldka madítu							
mádïtь	мáдїть	maditъ	Madit	Nmsnn		18	14	15	nmod	poss				1									
epskpь.	епскпь.	epskpъ	episkop	Nmsny		18	15	11	obj														
																							
I+	И+	i	i	C		19	1	2	cc				and (the parents) tought them to fear God and His law (ʺthe fear of God and the lawʺ) well										
naúčixa+	наꙋ́чиха+	naučixa	nauča	Vmii3pe		19	2	0	root														
gy	гы	gi	tě	Pp3-pa		19	3	2	obj														
na+	на+	na	na	Sa		19	4	5	case														
strax	страх	strax	strax	Nmsnn		19	5	2	obl	iobj													
bžïi,	бжїи,	bžii	božii	Amsnn		19	6	5	amod														
i+	и+	i	i	C		19	7	9	cc														
na+	на+	na	na	Sa		19	8	9	case														
zákon'	зáкон͛	zakon	zakon	Nmsnn		19	9	5	conj	iobj				1									
dobrě`	добрѣ̀	dobrě	dobre	R		19	10	2	advmod														
																							
i+	и+	i	i	C		20	1	2	cc				and they died (ʺpresented themselvesʺ, i.e. to God)										
prěstávixa+	прѣстáвиха+	prěstavixa	prestavja	Vmii3pe		20	2	0	root														
se.	се.	se	se	Px---a		20	3	2	expl														
																							
i+	и+	i	i	C		21	1	2	cc				and St. Petka remained with her brother Euthymius, who became the bishop of Madytos										
wstà	ѡстà	osta	ostana	Vmia3se		21	2	0	root														
staa	стаа	staa	svęt	Afsny		21	3	4	amod														
pet'ka,	пет͛ка,	petka	Petka	Nfsny		21	4	2	nsubj					1									
sъs'+	със͛+	sъs	s	Si		21	5	6	case														
bráta+	брáта+	brata	brat	Nmsgy		21	6	2	obl														
sî	си̂	si	se	Px---d		21	7	6	nmod	poss													
ev'tímïa	ев͛ти́мїа	evtimia	Evtimii	Nmsgy		21	8	6	appos														
detô	дето̂	deto	deto	Pr		21	9	10	mark														
bŷ	бы̂	bi	bъda	Vmia3se		21	10	6	acl														
epskpь	епскпь	epskpъ	episkop	Nmsny		21	11	10	obj														
na+	на+	na	na	Sa		21	12	13	case														
ma_dítь,	ма_ди́ть,	maditъ	Madit	Nmsnn		21	13	11	nmod	poss				2									
																							
i+	и+	i	i	C		22	1	5	cc		54v	/img/petka/54v.JPG	and he did many miracles there										
tói	то́и	toi	toi	Pp3msn		22	2	5	nsubj														
mnw^go	мнѡ̂го	mnogo	mnogo	R		22	3	4	amod														
čjúdo	чю́до	čjudo	čudo	Nnsnn		22	4	5	obj														
pokaza	показа	pokaza	pokaža	Vmia3se		22	5	0	root														
támo.	тáмо.	tamo	tamo	R		22	6	5	advmod														
																							
zaštô	защо̂	zašto	zašto	C		23	1	5	cc				because he had shone with his fasting and many good deeds as well (?)	1									
bě´še	бѣ́ше	běše	sъm	Vaii3si		23	2	5	aux	pprf													
i+	и+	i	i	C		23	3	5	cc														
tóì	то́ѝ	toi	toi	Pp3msn		23	4	5	nsubj														
prosvě´tilь	просвѣ́тиль	prosvětilъ	prosvětja	Vmp--se		23	5	0	root														
sъs'	със͛	sъs	s	Si		23	6	7	case														
póstь	по́сть	postъ	post	Nmsnn		23	7	5	obl														
i	и	i	i	C		23	8	10	cc														
mnw^go	мнѡ̂го	mnogo	mnogo	R		23	9	10	amod														
do_brynì.	до_брынѝ.	dobrini	dobrina	Nfpnn		23	10	7	conj					1									
																							
zatovà+	затовà+	zatova	zatova	C		24	1	4	cc				for that reason he was canonized										
se	се	se	se	Px---a		24	2	4	expl														
i+	и+	i	i	C		24	3	4	cc														
post҃ì.	пост҃ѝ.	posti	posvetja	Vmia3se		24	4	0	root														
																							
i	и	i	i	C		25	1	9	cc				and his relics cause a lot of miraculous healing until today										
négovy,	не́говы,	negovi	negov	Afpnn		25	2	3	amod	poss													
móšti,	мо́щи,	mošti	mošt	Nfpnn		25	3	9	nsubj														
i	и	i	i	C		25	4	9	cc					1									
do+	до+	do	do	Sg		25	5	6	case														
dnéska	дне́ска	dneska	dnes	R		25	6	9	obl														
čjúdno	чю́дно	čjudno	čuden	Ansnn		25	7	8	amod														
iscěljénïe	исцѣлѥ́нїе	iscěljenie	izcelenie	Nnsnn		25	8	9	obj														
čínětь.	чи́нѣть.	činětъ	činja	Vmip3pi		25	9	0	root														
																							
I+	И+	i	i	C		26	1	9	cc				and St. Petka, since she buried her parents, she gave them their due well									4	Desert Life
staa	стаа	staa	svęt	Afsny		26	2	3	amod														
pé_t'ka,	пе́_т͛ка,	petka	Petka	Nfsny		26	3	9	nsubj					1									
wt+	ѿ+	ot	ot	Sg		26	4	5	case														
katô	като̂	kato	kato	C		26	5	6	mark														
pogrébe	погре́бе	pogrebe	pogreba	Vmia3se		26	6	9	advcl														
rodítelje	роди́телѥ	roditelje	roditel	Nmpny		26	7	5	obj														
svoì,	своѝ,	svoi	svoi	Ampnn		26	8	6	amod	poss													
wt_rědí+	ѿ_рѣди́+	otrědi	otredja	Vmia3se		26	9	0	root					1		Demina et al. 641: otredjavam 'otreždam, otdeljam nešto za njakogo, opredeljam'							
gy	гы	gi	tě	Pp3-pa		26	10	9	obj														
dobrě`.	добрѣ̀.	dobrě	dobre	R		26	11	9	advmod														
																							
Togázi	Тогáзи	togazi	togazi	Pr		27	1	2	advmod				then she began with fasting, and meditation, and staying awake										
započè	започѐ	započe	započna	Vmia3se		27	2	0	root														
pos	пос	pos	post	Nmsnn		27	3	2	obj														
i+	и+	i	i	C		27	4	5	cc														
metánïe	метáнїе	metanie	metanie	Nnsnn		27	5	3	conj					1									
i+	и+	i	i	C		27	6	7	cc														
bdě´nïe,	бдѣ́нїе,	bděnie	bdenie	Nnsnn		27	7	5	conj														
																							
i+	и+	i	i	C		28	1	2	cc				and it came to her mind (ʺit wanted to herʺ) as an apostolic law										
porévna+	поре́вна+	porevna	porevna	Vmia3se		28	2	0	root														
ĭ+	й+	i	tja	Pp3fsd		28	3	2	obl	iobj													
se	се	se	se	Px---a		28	4	2	expl														
katô	като̂	kato	kato	C		28	5	7	mark														
apslьskyʺ	апсльскы̏	apslъski	apostolski	Amsny		28	6	7	amod														
zakon'.	закон͛.	zakon	zakon	Nmsnn		28	7	2	advcl					1									
																							
i+	и+	i	i	C		29	1	6	cc				and she laid herself on the ground without a bed										
na+	на+	na	na	Sl		29	2	3	case														
zemlja	землꙗ	zemlja	zemlja	Nfsnn		29	3	6	obl	lat													
bez'+	без͛+	bez	bez	Sg		29	4	5	case														
postélja	посте́лꙗ	postelja	postelja	Nfsnn		29	5	6	obl							Demina et al. 726: postelja 'mjasto za spane, leglo'							
légnuvaše.	ле́гнꙋваше.	legnuvaše	legna	Vmii3se		29	6	0	root														
																							
I+	И+	i	i	C		30	1	7	cc				and then her heart was filled by a divine thought			Vuković 1536: wt+ soúdou+ že í+ bžstьvnyʺmь ráždeg'ši (se) žélaniemь.							
wt+	ѿ+	ot	ot	Sg		30	2	3	case														
túka	тꙋ́ка	tuka	tuka	R		30	3	7	advmod					1									
pákь+	пáкь+	pakъ	pak	R		30	4	7	advmod														
i+	и+	i	tja	Pp3fsd		30	5	7	obl	iobj													
seʺ	се̏	se	se	Px---a		30	6	7	expl														
isplь´ni	испль́ни	isplъni	izpъlnja	Vmia3se		30	7	0	root														
srdcé+	срдце́+	srdce	sъrdce	Nnsnn		30	8	7	nsubj														
to	то	to	tъ	Pd-nsn		30	9	8	det	p_nom													
na+	на+	na	na	Sa		30	10	11	case														
míslь	ми́сль	mislъ	misъl	Nfsnn		30	11	7	obl														
bžstvnaa	бжствнаа	bžstvnaa	božestven	Afsny		30	12	11	amod					1									
da+	да+	da	da	C		30	13	14	mark				to go into the desert										
ide	иде	ide	ida	Vmip3si		30	14	11	acl														
vъ+	въ+	vъ	v	Sa		30	15	16	case														
pústinja.	пꙋ́стинꙗ.	pustinja	pustinja	Nfsnn		30	16	14	obl	lat													
																							
i+	и+	i	i	C		31	1	2	cc				and she ran from there										
pobě´gna	побѣ́гна	poběgna	poběgna	Vmia3se		31	2	0	root														
wt+	ѿ+	ot	ot	Sg		31	3	4	case														
támo,	тáмо,	tamo	tamo	R		31	4	2	advmod														
																							
i+	и+	i	i	C		32	1	2	cc				and went to the desert										
wt_idè	ѿ_идѐ	otide	otida	Vmia3se		32	2	0	root					1									
na+	на+	na	na	Sa		32	3	4	case														
pústynja,	пꙋ́стынꙗ,	pustinja	pustinja	Nfsnn		32	4	2	obl	lat													
																							
i+	и+	i	i	C		33	1	3	cc				and an angelic host lived there			Vuković 1536: <i>tamo ne+veštestvnoje i agglъskoje prěbivaše žitie</i>. The 'angelic host' is likely based on a misunderstanding of the verb in the following sentence by the editor. 							
támo	тáмо	tamo	tamo	R		33	2	3	advmod														
prěbývaše	прѣбы́ваше	prěbivaše	prebivam	Vmii3si		33	3	0	root														
aggl'_skyi	аггл͛_скыи	agglskii	angelski	Amsny		33	4	5	amod					1									
čínь.	чи́нь.	činъ	čin	Nmsnn		33	5	3	nsubj														
																							
i+	и+	i	i	C		34	1	2	cc				and (it?) followed her example as (if she were) Elijah or (ʺasʺ) John the Baptist			The sentence, involving a participial clause in the original, was likely misunderstood by the editor. Vuković 1536: <i>ničimže mъnjeje bgovidca ilie podražavaje žitelъstvo</i> 'imitating nothing less than the life of Prophet Eliah'.							
podražà+	подражà+	podraža	podražavam	Vmia3si		34	2	0	root							Demina et al. 689: podražatel 'lice, koeto sledva primera na njakogo'							
i	и	i	tja	Pp3fsd		34	3	2	obl	iobj													
katô	като̂	kato	kato	C		34	4	5	mark														
ilïa,	илїа,	ilia	Ilija	Nmsny		34	5	2	advcl														
ilì	илѝ	ili	ili	C		34	6	8	cc														
katô	като̂	kato	kato	C		34	7	8	mark					1									
ıoánnь	ıоáннь	ioannъ	Ioan	Nmsny		34	8	5	conj														
krstlja,	крстлꙗ,	krstlja	Krъstitel	Nmsgy		34	9	8	appos														
pos,	пос,	pos	post	Nmsnn		34	10	2	obl				(with) fasting, staying awake, meditation and tears										
i+	и+	i	i	C		34	11	12	cc														
bdě´nïe	бдѣ́нїе	bděnie	bdenie	Nnsnn		34	12	10	conj														
i+	и+	i	i	C		34	13	14	cc														
metnïe	метнїе	metnie	metanie	Nnsnn		34	14	12	conj														
i+	и+	i	i	C		34	15	16	cc														
slъ´zy.	слъ́зы.	slъzi	sъlza	Nfpnn		34	16	14	conj					1									
																							
stúdь	стꙋ́дь	studъ	stud	Nmsnn		35	1	4	appos				cold and heat - she endured everything										
i+	и+	i	i	C		35	2	3	cc														
pékь,	пе́кь,	pekъ	pek	Nmsnn		35	3	1	conj														
síč'ko	си́ч͛ко	sičko	vsičko	Nnsnn		35	4	5	obj														
trьpě´še.	трьпѣ́ше.	trъpěše	tъrpja	Vmii3si		35	5	0	root														
																							
i+	и+	i	i	C		36	1	2	cc				and ate grass instead of food										
vъkúsjuvaše	въкꙋ́сюваше	vъkusjuvaše	vkusvam	Vmii3si		36	2	0	root					1									
trěvà	трѣвà	trěva	trěva	Nfsnn		36	3	2	obj														
mě´sto	мѣ́сто	město	vmesto	Sg		36	4	5	mark														
jastïe.	ꙗстїе.	jastie	jastie	Nnsnn		36	5	2	acl														
i+	и+	i	i	C		36	6	7	mark				and (even) that (only) a little in the evening										
toʺ	то̏	to	to	Qd		36	7	3	acl														
po+	по+	po	po (2)	Qc		36	8	9	amod														
mál'ko	мáл͛ко	malko	malko	R		36	9	7	amod														
ná+	нá+	na	na	Sa		36	10	11	case														
večerь	вечерь	večerъ	večer	Nfsnn		36	11	7	obl	loc				1									
																							
i+	и+	i	i	C		37	1	4	cc				and she prayed (ʺdid prayerʺ) perpetually										
mlba	млба	mlba	molba	Nfsnn		37	2	4	obj							Demina et al. 490: molba '1. obrъštenie kъm njakogo s njakakvo iskane, prosba, 2. molitva, obrъštenie s iskane nešto kъm Boga i svetcite'							
neprěstánno	непрѣстáнно	neprěstanno	neprestanno	R		37	3	4	advmod														
číněše.	чи́нѣше.	činěše	činja	Vmii3si		37	4	0	root														
																							
i+	и+	i	i	C		38	1	4	cc				and she wouldn't have a thought about the world (?)										
nìčtô	нѝчто̂	ničto	ništo	Pz		38	2	4	advmod														
da+	да+	da	da	C		38	3	2	fixed														
ima_še	има_ше	imaše	imam	Vmii3si		38	4	0	root					1									
míslь	ми́сль	mislъ	misъl	Nfsnn		38	5	4	obj														
za+	за+	za	za	Sa		38	6	7	case														
mírь,	ми́рь,	mirъ	mir	Nmsnn		38	7	4	obl														
ilì	илѝ	ili	ili	C		38	8	11	cc				nor about good clothes to wear										
za+	за+	za	za 	Sa		38	9	11	case														
dobrà	добрà	dobra	dobъr	Afsnn		38	10	11	amod														
wdéžda	ѡде́жда	odežda	odežda	Nfsnn		38	11	7	conj														
da+	да+	da	da	C		38	12	14	mark														
se	се	se	se	Px---a		38	13	14	expl					1									
wblěčè.	ѡблѣчѐ.	oblěče	obleka	Vmip3se		38	14	11	acl														
ilì	илѝ	ili	ili	C		38	15	17	cc				nor about a house and goods and wealth										
za+	за+	za	za	Sa		38	16	17	case														
dómь	до́мь	domъ	dom	Nmsnn		38	17	11	conj														
i+	и+	i	i	C		38	18	19	cc														
za+	за+	za	za	Sa		38	19	20	case														
stóka,	сто́ка,	stoka	stoka	Nfsnn		38	20	17	conj														
i+	и+	i	i	C		38	21	23	cc														
za+	за+	za	za	Sa		38	22	23	case														
imánïe.	имáнїе.	imanie	imenie	Nnsnn		38	23	20	conj					1									
																							
amì	амѝ	ami	ami	C		39	1	8	cc				but only her eyes were filled by tears and prayers to God										
tь´k'mo	ть́к͛мо	tъkmo	tъkmo	R		39	2	8	advmod														
ꙫčí+	ꙫчи́+	oči	oko	Nndnn		39	3	8	nsubj														
te	те	te	tъ	Pd-ndn		39	4	3	det	p_nom													
i	и	i	tja	Pp3fsd		39	5	3	nmod	poss													
bě´xa	бѣ́ха	běxa	sъm	Vaii3pi		39	6	8	aux	pass													
slь´zy	сль́зы	slъzi	sъlza	Nfpnn		39	7	8	obl														
